Date,Open,High,Low,Close,Adj Close,Volume
2014-10-13,59.523800,60.761902,59.047600,60.047600,49.049332,1372264
2014-10-14,59.904800,61.523800,59.523800,61.333302,50.099541,2044278
2014-10-15,61.238098,61.809502,59.047600,59.476200,48.582584,1785266
2014-10-16,59.809502,60.190498,56.666698,58.618999,47.882393,2722305
2014-10-17,58.809502,61.047600,58.714298,60.809502,49.671680,2127924
2014-10-20,61.047600,61.285702,60.238098,60.809502,49.671680,1391272
2014-10-21,60.571400,62.333302,60.190498,62.142899,50.760853,1087330
2014-10-22,62.476200,62.761902,62.095200,62.428600,50.994225,1222850
2014-10-23,62.285702,62.666698,61.333302,62.523800,51.071991,902155
2014-10-24,62.238098,62.666698,61.952400,62.333302,50.916382,646134
2014-10-27,62.952400,63.047600,61.095200,62.000000,50.644131,1093427
2014-10-28,62.857101,63.381001,62.618999,63.285702,51.694344,1037531
2014-10-29,63.618999,63.761902,62.904800,63.095200,51.538731,1071973
2014-10-30,63.618999,64.000000,62.238098,63.857101,52.161083,1146625
2014-10-31,64.952400,65.142899,64.380997,64.904800,53.016888,1442959
2014-11-03,65.238098,65.238098,62.904800,63.238098,51.655457,1446585
2014-11-04,62.381001,63.000000,61.809502,62.190498,50.799736,1545750
2014-11-05,62.761902,64.380997,62.523800,64.047600,52.316689,2071832
2014-11-06,64.285698,65.095200,64.000000,64.857101,52.977924,1377383
2014-11-07,65.095200,65.666702,64.761902,65.571404,53.561398,1985270
2014-11-10,65.571404,66.428596,65.190498,66.333298,54.183743,1294218
2014-11-11,66.476196,66.476196,65.809502,66.238098,54.105976,820433
2014-11-12,66.238098,66.476196,65.428596,66.190498,54.067101,1002916
2014-11-13,66.523804,66.571404,65.380997,66.000000,53.911491,1211878
2014-11-14,65.857101,65.904800,64.666702,65.238098,53.289139,1184505
2014-11-17,64.857101,65.000000,64.047600,64.761902,52.900162,1130865
2014-11-18,64.761902,65.476196,64.571404,65.238098,53.289139,1281100
2014-11-19,65.285698,66.666702,64.857101,66.095200,53.989254,1330349
2014-11-20,65.857101,66.904800,65.714302,66.857101,54.611607,1638768
2014-11-21,67.047600,69.190498,66.761902,69.000000,56.362011,2559156
2014-11-24,69.000000,69.000000,68.333298,68.571404,56.011921,1135792
2014-11-25,68.571404,68.952400,68.000000,68.666702,56.089760,1125259
2014-11-26,68.476196,68.809502,67.571404,68.000000,55.545170,1376199
2014-11-27,68.047600,68.238098,67.666702,67.857101,55.428448,668082
2014-11-28,67.809502,68.190498,67.285698,67.952400,55.506290,796250
2014-12-01,67.523804,68.523804,67.047600,68.523804,55.973038,1480184
2014-12-02,68.571404,69.285698,68.523804,68.761902,56.167522,1367211
2014-12-03,69.047600,69.714302,68.714302,69.666702,56.906601,1328031
2014-12-04,70.047600,70.476196,68.523804,68.809502,56.206406,1479824
2014-12-05,69.523804,70.952400,69.333298,70.809502,57.840084,1810980
2014-12-08,70.761902,70.761902,69.761902,69.904800,57.101093,899823
2014-12-09,69.047600,69.095200,67.047600,67.380997,55.039547,1843329
2014-12-10,67.047600,67.285698,65.761902,66.000000,53.911491,2000703
2014-12-11,65.714302,66.000000,65.047600,65.809502,53.755882,1529936
2014-12-12,65.285698,65.809502,64.857101,64.857101,52.977924,1137689
2014-12-15,64.666702,65.238098,63.714298,63.809502,52.122204,1817952
2014-12-16,65.000000,65.000000,63.428600,64.904800,53.016888,2352113
2014-12-17,64.047600,64.952400,63.952400,64.857101,52.977924,1199788
2014-12-18,66.523804,67.904800,66.190498,67.571404,55.195072,2316975
2014-12-19,68.428596,68.523804,66.952400,67.571404,55.195072,2043549
2014-12-22,67.619003,68.428596,67.380997,67.476196,55.117306,856217
2014-12-23,67.428596,68.476196,67.333298,68.142899,55.661900,884983
2014-12-29,68.428596,68.666702,67.904800,68.428596,55.895267,915075
2014-12-30,68.000000,68.761902,67.952400,67.952400,55.506290,577278
2015-01-05,67.380997,68.619003,66.142899,66.142899,54.028217,1461494
2015-01-06,66.142899,66.809502,65.571404,66.095200,53.989254,1216206
2015-01-07,66.285698,67.095200,65.857101,65.952400,53.872612,1218251
2015-01-08,66.809502,67.857101,66.523804,67.619003,55.233963,1222890
2015-01-09,67.285698,68.285698,67.285698,67.809502,55.389565,1231862
2015-01-12,68.285698,68.571404,67.142899,67.809502,55.389565,1306947
2015-01-13,67.380997,69.285698,67.095200,68.904800,56.284248,1231297
2015-01-14,67.857101,69.095200,67.666702,68.142899,55.661900,1651509
2015-01-15,68.571404,69.000000,53.809502,60.666698,49.555035,8922793
