,0x,ABBC Coin,Aeternity,Algorand,Ardor,Augur,Aurora,Basic Attenti...,Binance Coin,BitCapitalVendor,BitShares,BitTorrent,Bitcoin,Bitcoin Cash,Bitcoin Diamond,Bitcoin Gold,Bitcoin SV,Bytecoin,Bytom,Cardano,Centrality,Chainlink,Cosmos,Crypterium,Crypto.com Coin,Dai,Dash,Decentraland,Decred,Dentacoin,DigiByte,Dogecoin,EDUCare,EOS,Electroneum,Energi,Enjin Coin,Ethereum,Ethereum Classic,Factom,Golem,HedgeTrade,Holo,Huobi Token,HyperCash,ICON,IOST,IOTA,Jewel,Komodo,KuCoin Shares,Lisk,Litecoin,MCO,MaidSafeCoin,Maker,MonaCoin,Monero,NEM,NEO,Nano,Nash Exchange,Newton,Nexo,OmiseGO,Ontology,Paxos Standard,Pundi X,Qtum,Quant,RIF Token,Ravencoin,Ren,STASIS EURO,Seele,Siacoin,Status,Steem,Stellar,Stratis,Swipe,Synthetix Net...,THETA,TRON,Tether,Tezos,TrueUSD,UNUS SED LEO,USD Coin,V Systems,VeChain,Verge,Waves,XMax,XRP,ZB,Zcash,Zcoin,Zilliqa,aelf
2018-10-12,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2018-10-13,98.76756316811456,101.21962382816496,99.10714285714286,,101.43556983149999,105.6827820186599,100.5958055290753,98.85150020688653,100.10493179433368,104.36232286746319,99.9481954757382,,100.18184484061084,101.1686934548654,101.18343195266273,98.47266881028939,,96.33620689655173,101.2794863710625,99.8483896522523,98.2952880696801,102.43030345864467,,100.59432987973483,,99.44887172883725,101.92624508934229,99.72026538174255,105.18620689655174,100.0,99.3579523419658,98.76119687440442,100.16935996048267,101.35135135135135,101.15418625215247,118.93248915038956,100.9612169842862,101.58084684593098,100.21141649048626,99.50124688279303,100.58047208125258,,97.16796875,103.18471337579618,99.45054945054946,103.08806055465101,101.8913807079168,99.42012735100096,,100.40675604732867,100.0,97.64309764309763,99.81325863678806,103.14769975786923,89.07054613737502,99.34522430700332,101.69491525423729,101.41991857809553,101.19717466778404,100.83173384516955,98.39572192513369,,,105.03890512678726,101.66112956810632,101.13636363636364,100.0,99.66487935656835,100.0,105.8252427184466,,98.47526772055075,100.83051368809596,99.13043478260869,107.52701300286918,103.54446997046276,99.28416609628108,102.7182978065065,99.43434306028736,102.25563909774435,,82.7098935371465,100.50600223338917,103.63708329668395,99.39080697956545,99.2,100.99009900990099,,100.0,,99.2994291645044,99.71679410931748,100.53191489361701,99.65277777777779,99.94345227443542,101.72349880529687,102.3390203632361,98.67549668874172,102.35177004915074,98.43125699058626
2018-10-14,95.69630794481118,97.77183072805887,101.78571428571426,,100.92594254131748,102.20525869380832,96.98284080076263,96.36830274767672,99.68520461699896,94.66518477354819,98.62667221956991,,100.26057520981485,99.09753401168693,101.18343195266273,98.55305466237942,,97.84482758620689,98.78758347903349,97.3761848826727,97.73326585515277,104.499514903077,,98.71006429689842,,100.33356970813404,99.74654669877074,99.13882745792998,103.14482758620689,102.65486725663715,100.21545223423966,98.30379264341529,95.80128431303365,99.8069498069498,101.67077767952716,139.50685358053363,102.62454028752926,99.48660600823465,99.47145877378435,99.00249376558604,98.39103140225566,,95.21484375,100.0,98.9010989010989,102.79675295348912,101.76528866072232,98.98716668576387,,111.05278035779187,99.02912621359224,95.62289562289561,97.46031746031746,100.96852300242132,84.71763821093423,99.36838854142539,98.3050847457627,100.19859001092246,100.39942100279701,100.19193857965452,96.79144385026738,,,97.2075203412592,99.66777408637874,101.70454545454545,100.99009900990099,103.48525469168901,99.42528735632183,115.53398058252426,,90.42325344212136,99.73469701630268,99.13043478260869,108.27177827971433,103.28191663931736,99.0103810175679,99.199014692587,97.27447785513256,100.75187969924812,,89.21895154303755,104.81341894658478,103.88776497493184,99.5441111676669,97.6,101.98019801980197,,100.99009900990099,,98.25289742259122,98.73973378646275,100.53191489361701,109.72222222222223,96.22323228708113,100.47386168240995,99.5597138139791,100.44150110375274,101.78249237852297,100.87800179339233
2018-10-15,98.08545128936932,97.36125096250665,105.35714285714283,,103.10441976061875,104.24088210347753,123.6510962821735,101.81165498037375,108.28961175236098,89.63601000277853,105.63958271963594,,105.13118009492268,103.643706427814,104.14201183431953,106.7122186495177,,108.40517241379311,104.05113359511591,102.15122790723086,102.50379564765734,109.11082697781404,,101.90658626778158,,101.4469753734956,104.53681409200355,102.33014543270993,110.12413793103448,103.98230088495578,105.2785797388719,99.44730322088812,101.82767624020887,105.5984555984556,106.45041187694883,152.21922375821427,102.3173687729856,106.59279215167996,103.38266384778012,105.73566084788031,100.85009764635127,,107.8125,104.45859872611464,103.29670329670328,113.59296595467403,107.69161487886156,103.41294134978965,,119.12934620199489,110.67961165048543,97.64309764309763,102.48366013071897,103.38983050847457,89.07102516322804,105.00656319975292,102.54237288135593,106.35488034951844,105.07275556958307,104.15866922584773,98.39572192513369,,,94.38344261000078,105.98006644518271,104.54545454545455,100.99009900990099,105.69705093833781,105.45977011494251,124.27184466019416,,94.03875573686894,106.83251307290065,100.0,113.747634454551,106.15359369872006,103.12571298197584,100.38157697532864,103.22591097615168,109.77443609022555,,92.0220241418478,105.60208449655688,110.30873427742105,98.59531516886597,109.60000000000001,101.98019801980197,,101.98019801980197,,101.9114340079571,103.18606627017842,106.91489361702126,102.77777777777777,106.728702146189,103.59348830977424,103.57732526141994,104.63576158940397,106.7535618739501,105.48790727591309
2018-10-16,114.95727705034449,157.65455299305918,106.24999999999997,,103.33321370251404,107.20949957591179,124.93326978074354,105.02622426499369,105.0367261280168,91.33092525701582,104.19616646520463,,105.12432704659116,103.33461182681678,104.73372781065089,106.87299035369774,,108.47701149425288,102.16400584711513,103.55123337066681,109.09090909090908,115.28119558722427,,100.19855415264682,,101.4469753734956,103.34558357622608,103.4344381142079,111.39310344827587,103.98230088495578,103.26625587107338,95.6165427863541,102.85089266812504,105.01930501930504,103.9744962070089,136.1893703009348,102.48453694416581,106.80628272251309,102.64270613107823,103.74064837905237,101.96779359791329,,108.7890625,103.82165605095541,102.74725274725276,114.07009047534136,108.9795550752049,102.78150627752044,,121.14848766304567,110.67961165048543,105.05050505050504,100.97105508870214,103.38983050847457,95.1584857034734,107.63184310091887,101.69491525423729,106.63290636480987,104.51987854118825,104.99040307101728,102.13903743315507,,,94.63721462990758,104.98338870431895,103.97727272727273,100.99009900990099,105.69705093833781,104.3103448275862,126.21359223300972,,113.25854156042836,107.56305752076285,100.0,115.13338624015628,109.71447325237939,103.56205795117499,101.17651893501709,105.52973633535771,106.76691729323306,,86.05522720417895,105.20077238042064,107.12463717125517,98.09375697866014,117.6,101.98019801980197,,100.99009900990099,,102.46497145822522,101.33814783347492,106.91489361702126,104.16666666666666,112.20142443004903,102.8579084879748,105.87048248027887,109.49227373068433,106.9619859391526,104.68975263226268
2018-10-17,122.3027137596061,264.9981422948312,112.5,,103.05148312308216,107.03986429177267,123.8560533841754,119.46298967803983,103.88247639034628,92.41455959988886,103.13366583034527,,104.30068626107246,101.25442772375517,103.55029585798816,105.46623794212218,,101.14942528735631,103.75132563272092,105.7284125986833,106.7229576751991,121.10332243203823,,102.05750074957524,,100.16573020729334,101.12153085793942,103.64533751226585,109.57241379310345,105.75221238938053,101.37458525444909,87.6500857632933,122.56721473431655,104.44015444015444,92.29766835761157,134.4472699201443,100.34478435305918,105.26101763838764,103.6997885835095,103.74064837905237,105.80066629274984,,108.203125,102.54777070063695,103.29670329670328,120.43019533274561,107.83572007565523,104.57964348267342,,130.23462423777409,110.67961165048543,98.98989898989899,100.22408963585434,104.60048426150121,89.66741235024452,99.53208246467455,100.84745762711864,104.61721775394699,104.14657771296103,106.58989123480487,111.76470588235293,,,95.14179635042261,107.64119601328905,104.54545454545455,100.0,103.82037533512064,113.79310344827587,123.3009708737864,,142.88118306986232,107.96677945247617,98.26086956521739,117.9109944447836,107.81096160157533,103.96132785763177,100.7890194789184,111.28119908161753,108.27067669172932,,80.72630896688038,104.69593337055649,106.57929457296156,97.69872709239091,111.99999999999999,100.99009900990099,,100.0,,101.57412212419995,102.21608609459076,107.97872340425532,143.40277777777777,111.71086694582635,102.5863647529086,109.16345624656027,110.70640176600439,109.25153984943694,106.70050664917632
2018-10-18,115.78370774025848,347.31009676220833,110.7142857142857,,101.99005867891688,106.10687022900764,124.53765490943753,116.8517462341061,101.99370409233998,110.78077243678798,99.54798013144128,,103.22141083546627,98.91704081402432,101.18343195266273,104.7025723472669,,97.19827586206897,102.52916391986011,102.61835168137239,102.48515036091948,121.08565333881612,,100.67794916214146,,99.07904226019842,98.09910024078063,100.45109037917955,107.44827586206898,100.44247787610618,101.48231137156894,83.59062321326472,120.28085526780042,103.28185328185329,90.83166565830503,132.10544069852682,99.57790036776998,103.36501804503635,101.37420718816065,103.49127182044889,105.13369778961096,,106.73828125,100.63694267515923,101.64835164835165,114.29607051377131,106.01639196613529,101.02715620958898,,133.26333642935023,104.85436893203884,96.96969696969695,98.0952380952381,110.16949152542372,91.8776376361032,101.88865724654468,100.0,102.18449012014696,102.77091518561647,105.75815738963531,105.88235294117648,,,98.1663243542144,106.64451827242524,103.97727272727273,100.0,102.14477211796248,109.19540229885057,120.3883495145631,,151.02498725140237,109.33943402030144,96.52173913043481,132.99554361760576,104.9721037085658,102.41558293406344,97.93716368769914,110.84098652051546,103.00751879699249,,81.73959917601987,101.19463056020848,106.74201776761369,98.66774234434695,105.60000000000001,100.0,,100.0,,98.56426223836705,98.92381761540639,105.85106382978724,171.18055555555554,109.21226870906553,99.31846095442263,108.97083104017611,105.5187637969095,104.04715983326076,101.39415658279547
2018-10-19,122.68594690523067,344.61777043071834,121.42857142857142,,100.94927055107937,104.74978795589482,126.93994280266921,131.9729146397379,102.51836306400838,116.14337315921088,99.1426859122167,,103.04131910024256,99.46303273695372,101.18343195266273,104.62218649517685,,96.83908045977012,104.62323368396913,103.5812822684186,98.36986921663159,116.28737013216481,,111.79031881933572,,99.9204495004992,96.88252439488025,101.93763821965757,105.79310344827586,98.23008849557525,101.7580902313957,85.1915380217267,131.56446263495872,102.8957528957529,91.18071392004468,134.9581260176578,101.08868271481109,103.55817618055202,101.4799154334038,102.99251870324191,103.46188413533986,,110.546875,103.82165605095541,102.19780219780219,117.14731865351895,107.5204899576691,99.8185084546005,,127.20591204619795,104.85436893203884,96.96969696969695,99.01027077497668,106.05326876513317,94.39300239033899,103.97498262682419,97.45762711864407,102.98877966438289,102.3562574143204,105.4382597568778,106.41711229946524,,,99.98518840350738,108.63787375415284,102.84090909090908,100.0,100.87131367292226,110.91954022988506,131.06796116504856,,142.5293217746048,114.74161796370348,96.52173913043481,152.96990415725534,106.8592057761733,100.76146475017111,97.9828513964968,112.4152903273589,103.75939849624058,,86.7361017525621,100.93639493765123,105.87562670419561,99.35720881760625,104.80000000000001,100.0,,100.0,,99.06590555267255,100.5380911922968,103.19148936170212,181.25,108.3659616095821,96.93530738482838,110.26417171161256,101.87637969094922,105.64922540907111,108.02210371891267
2018-10-20,120.7934974336585,285.38659113793864,126.78571428571426,,102.53378075259747,106.78541136556406,124.35653002859866,130.06844029925858,102.30849947534104,125.11808835787718,101.6160980019706,,103.42030861029741,100.94984545269949,102.9585798816568,106.63183279742768,,98.70689655172413,127.65513485625841,104.27240691670991,95.65831180246651,119.1108912290621,,115.48589132824733,,102.4514008722431,98.06741857812699,102.90718961906296,106.37241379310345,96.01769911504424,100.3317964407291,86.73527730131502,118.12151577164629,103.66795366795367,91.5716479731931,147.13920585392438,112.20954530257438,104.42230468154324,102.43128964059196,103.74064837905237,105.4986045694438,,109.27734375,103.18471337579618,104.39560439560438,116.58320181717284,108.66432495721878,101.19596176196164,,131.24419496829947,107.76699029126213,97.97979797979798,99.6451914098973,107.99031476997578,95.98576335164807,103.88078140684117,99.15254237288136,103.04835666765963,104.03883199286048,106.52591170825335,112.83422459893046,,,110.21901414013743,109.96677740863787,104.54545454545455,100.0,101.4745308310992,114.08045977011494,162.1359223300971,,156.27740948495665,111.8232851430329,99.13043478260869,135.08943287955557,114.62093862815883,102.47547342003193,100.19350799414038,113.03047696637533,107.51879699248119,,83.56018456128191,103.33263539921833,106.24065441111794,98.96680622310386,104.80000000000001,100.0,,100.0,,99.4118664590901,101.20362503540072,104.25531914893618,171.18055555555554,109.5525094544457,97.47928809093142,115.27242707760044,113.90728476821192,107.59347974864679,107.3652658561547
2018-10-21,117.91480204337113,269.23263314899873,123.2142857142857,,103.07122220826528,111.19592875318067,127.06863679694946,145.2041466769551,102.20356768100736,131.98110586273964,104.7467165073593,,103.31129732986113,101.0423482165016,101.77514792899409,105.14469453376208,,96.69540229885058,124.89896528991946,103.63181905100116,95.51714034573689,119.44017887547464,,108.9042875703768,,102.4514008722431,97.93435559498162,106.40899837431715,105.54482758620689,105.30973451327435,100.35334166415306,86.08728797408043,255.52889704325733,104.63320463320464,90.69204635360917,156.88601584140434,103.63799732530924,104.27489452549179,101.90274841437632,105.73566084788031,110.14170546616842,,110.15625,103.18471337579618,104.94505494505492,115.86076563236915,109.29478519319102,100.84157240837439,,127.20591204619795,107.76699029126213,96.96969696969695,98.82352941176471,109.92736077481841,95.65954674573787,105.20114276889817,97.45762711864407,104.35905073974779,108.28553704167257,105.69417786308381,108.55614973262031,,,133.08219448613633,110.29900332225915,102.84090909090908,100.0,101.67560321715816,120.6896551724138,175.72815533980582,,215.03824579296275,111.7156259612427,98.26086956521739,131.06647945790854,114.96553987528716,102.87474332648871,98.92948138407166,111.89268256554581,106.76691729323306,,88.71070211578076,103.09068490601155,106.41217345412966,98.93833831940786,107.2,100.99009900990099,,100.0,,98.19235426396816,102.20900594732369,105.31914893617022,187.5,108.96627417295967,96.60704316562827,114.87800403595672,109.60264900662251,106.19983823803894,105.38651406989162
