Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
304,"45/47, Hirschengraben, 6003 Luzern, Switzerland",47.0505343,8.3012518,Jam Jam Restaurant,4.4,POINT (8.301251799999999 47.0505343),POINT (8.301251799999999 47.0505343)
305,"Theaterstrasse 7, 6003 Luzern, Switzerland",47.050051,8.3068856,Pizzeria La Baracca,4.5,POINT (8.306885599999999 47.050051),POINT (8.306885599999999 47.050051)
306,"Kugelgasse 7, 9000 St. Gallen, Switzerland",47.42525699999999,9.3775808,San Lorenzo,4.2,POINT (9.3775808 47.42525699999999),POINT (9.3775808 47.42525699999999)
307,"Rorschacher Str. 154, 9006 St. Gallen, Switzerland",47.431151299999996,9.3960321,la bocca,4.3,POINT (9.396032099999999 47.4311513),POINT (9.396032099999999 47.4311513)
308,"Unterer Graben 20, 9000 St. Gallen, Switzerland",47.4274409,9.3748932,Restaurant Baratella,4.5,POINT (9.374893200000001 47.4274409),POINT (9.374893200000001 47.4274409)
309,"Davidstrasse 38, 9000 St. Gallen, Switzerland",47.420113,9.3684157,Ristorante Acquarello,4.4,POINT (9.3684157 47.420113),POINT (9.3684157 47.420113)
310,"Lämmlisbrunnenstrasse 41, 9000 St. Gallen, Switzerland",47.4254019,9.3816766,Restaurant Toscana,4.4,POINT (9.3816766 47.4254019),POINT (9.3816766 47.4254019)
311,"Gartenstrasse 5, 9000 St. Gallen, Switzerland",47.42175229999999,9.373987300000001,Mamma Assunta,4.4,POINT (9.373987300000001 47.42175229999999),POINT (9.373987300000001 47.42175229999999)
312,"Metzgergasse 22, 9000 St. Gallen, Switzerland",47.427095200000004,9.3753294,focacceria st. gallen,4.5,POINT (9.3753294 47.4270952),POINT (9.3753294 47.4270952)
313,"Schmiedgasse 1, 9000 St. Gallen, Switzerland",47.4243342,9.376570800000001,LA FOLLIA,4.2,POINT (9.376570800000001 47.4243342),POINT (9.376570800000001 47.4243342)
314,"Geltenwilenstrasse 15, 9000 St. Gallen, Switzerland",47.4189528,9.366541900000001,Forchetta D'Oro,4.7,POINT (9.366541900000001 47.4189528),POINT (9.366541900000001 47.4189528)
315,"Gallusstrasse 39, 9000 St. Gallen, Switzerland",47.4219842,9.3757191,Ristorante Facincani,4.7,POINT (9.3757191 47.4219842),POINT (9.3757191 47.4219842)
316,"Webergasse 9, 9000 St. Gallen, Switzerland",47.423201399999996,9.375021,la bocca city,4.4,POINT (9.375021 47.4232014),POINT (9.375021 47.4232014)
317,"St. Leonhard-Strasse 71, 9000 St. Gallen, Switzerland",47.42074299999999,9.364923,Pizzeria Bellissimo St. Gallen,5.0,POINT (9.364922999999999 47.42074299999999),POINT (9.364922999999999 47.42074299999999)
318,"Lindenstrasse 21, 9000 St. Gallen, Switzerland",47.4318124,9.3876844,Zia Rosa GmbH,4.2,POINT (9.387684399999999 47.4318124),POINT (9.387684399999999 47.4318124)
319,"St. Leonhard-Strasse 12, 9000 St. Gallen, Switzerland",47.4237008,9.3728681,Ristorante-Pizzeria La Taverna,4.3,POINT (9.3728681 47.4237008),POINT (9.3728681 47.4237008)
320,"Bruggwaldstrasse 1A, 9008 St. Gallen, Switzerland",47.4424106,9.393649900000002,Pizzeria Trattoria Elba Heiligkreuz GmbH,4.4,POINT (9.393649900000002 47.4424106),POINT (9.393649900000002 47.4424106)
321,"Oberstrasse 30, 9000 St. Gallen, Switzerland",47.4181448,9.3663142,Pizzeria Da Angelo,3.8,POINT (9.3663142 47.4181448),POINT (9.3663142 47.4181448)
322,"Abacus-Platz 1, 9301 Wittenbach, Switzerland",47.450437,9.396293,Restaurant Al Covo,4.2,POINT (9.396293 47.450437),POINT (9.396293 47.450437)
323,"Zürcherstrasse 118, 9000 St. Gallen, Switzerland",47.41617960000001,9.3446346,Restaurant Barbarossa Pizza Kurier,3.2,POINT (9.344634599999999 47.41617960000001),POINT (9.344634599999999 47.41617960000001)
324,"Langgasse 30, 9008 St. Gallen, Switzerland",47.4358131,9.3870155,Da Gerardo pizzeria restaurante,4.7,POINT (9.3870155 47.4358131),POINT (9.3870155 47.4358131)
325,"Langgasse 5, 9008 St. Gallen, Switzerland",47.4342584,9.3843125,Restaurant Cavallino,4.5,POINT (9.3843125 47.4342584),POINT (9.3843125 47.4342584)
326,"Poststrasse 27, 9000 St. Gallen, Switzerland",47.42403729999999,9.371400900000001,Bar Walhalla St. Gallen,3.7,POINT (9.371400900000001 47.42403729999999),POINT (9.371400900000001 47.42403729999999)
327,"St. Gallerstrasse 215, 9200 Gossau, Switzerland",47.4154306,9.2682891,Pizzeria La Pergola,4.5,POINT (9.268289100000001 47.4154306),POINT (9.268289100000001 47.4154306)
328,"Rorschacher Str. 200, 9000 St. Gallen, Switzerland",47.43385,9.400574,Pizzakurier St. Gallen & Pizza bestellen & Pizzeria Milano & Lieferservice St. Gallen,4.7,POINT (9.400574000000001 47.43385),POINT (9.400574000000001 47.43385)
329,"St. Jakob-Strasse 71, 9000 St. Gallen, Switzerland",47.43186619999999,9.3816976,Vin Pizza Kebab,4.2,POINT (9.381697600000001 47.43186619999999),POINT (9.381697600000001 47.43186619999999)
330,"St. Gallerstrasse 43, 9300 Wittenbach, Switzerland",47.4547266,9.3994085,Pizzeria Testarossa,4.2,POINT (9.3994085 47.4547266),POINT (9.3994085 47.4547266)
331,"Engelgasse 12, 9000 St. Gallen, Switzerland",47.42656969999999,9.3747874,LaVigna,4.6,POINT (9.374787400000001 47.42656969999999),POINT (9.374787400000001 47.42656969999999)
332,"Zürcherstrasse 462, 9015 St. Gallen, Switzerland",47.407835600000006,9.304373599999998,Piazza d'Arena,4.1,POINT (9.304373599999998 47.40783560000001),POINT (9.304373599999998 47.40783560000001)
333,"Teufener Str. 94, 9000 St. Gallen, Switzerland",47.415279,9.364716,"Ristorante - Pizzeria ""Superpizza""",4.1,POINT (9.364716 47.415279),POINT (9.364716 47.415279)
334,"Bahnhofstrasse 9, 9000 St. Gallen, Switzerland",47.4254196,9.372795,Restaurant Kolosseum,4.6,POINT (9.372795 47.4254196),POINT (9.372795 47.4254196)
335,"Torstrasse 22, 9000 St. Gallen, Switzerland",47.42824299999999,9.377617,dieci Pizzakurier & Restaurant St.Gallen,4.2,POINT (9.377617000000001 47.42824299999999),POINT (9.377617000000001 47.42824299999999)
336,"Rorschacher Str. 150, 9000 St. Gallen, Switzerland",47.4309602,9.3951442,Terronia Gusto & Musica,4.4,POINT (9.395144200000001 47.4309602),POINT (9.395144200000001 47.4309602)
337,"Bohl 2, 9000 St. Gallen, Switzerland",47.426145399999996,9.3763261,Restaurant 90 Grad,3.9,POINT (9.3763261 47.4261454),POINT (9.3763261 47.4261454)
338,"Davidstrasse 42, 9000 St. Gallen, Switzerland",47.41992399999999,9.367638000000001,Lagerhaus,4.5,POINT (9.367638000000001 47.41992399999999),POINT (9.367638000000001 47.41992399999999)
339,"Via Stauffacher 1, 6900 Lugano, Switzerland",46.0041429,8.955122300000001,Elementi,4.3,POINT (8.955122300000001 46.0041429),POINT (8.955122300000001 46.0041429)
340,"Piazza Alighieri Dante, 6901 Lugano, Switzerland",46.004829799999996,8.9509204,Ristorante Commercianti,4.1,POINT (8.950920399999999 46.0048298),POINT (8.950920399999999 46.0048298)
341,"Via Cantonale, 6912 Lugano, Switzerland",45.982991999999996,8.956389,Capo San Martino Restaurant,4.3,POINT (8.956389 45.982992),POINT (8.956389 45.982992)
342,"Via Alla Bozzoreda 4, 6963 Lugano, Switzerland",46.019765299999996,8.973677799999997,Ristorante Pizzeria del Sole,4.3,POINT (8.973677799999997 46.0197653),POINT (8.973677799999997 46.0197653)
343,"Via Giosuè Carducci 4, 6900 Lugano, Switzerland",46.004765,8.953227,Ristorante Trattoria Galleria,4.4,POINT (8.953227 46.004765),POINT (8.953227 46.004765)
344,"Via del Tiglio 13/A, 6900 Lugano, Switzerland",46.0076192,8.9625627,Ristorante Pizzeria da Franco,4.4,POINT (8.962562699999999 46.0076192),POINT (8.962562699999999 46.0076192)
345,"Piazza Riziero Rezzonico 2, 6900 Lugano, Switzerland",46.0033352,8.9509173,Mary,3.5,POINT (8.9509173 46.0033352),POINT (8.9509173 46.0033352)
346,"Via Massimiliano Magatti 3, 6900 Lugano, Switzerland",46.004264899999995,8.952031800000002,Bottegone,4.4,POINT (8.952031800000002 46.0042649),POINT (8.952031800000002 46.0042649)
347,"Via Cattedrale 16, 6900 Lugano, Switzerland",46.0052836,8.948688899999997,Pasta e Pesto,4.4,POINT (8.948688899999997 46.0052836),POINT (8.948688899999997 46.0052836)
348,"Via Clemente Maraini, 6900 Lugano, Switzerland",46.004475899999996,8.947633900000001,AnaCapri Ristorante SA,3.7,POINT (8.947633900000001 46.0044759),POINT (8.947633900000001 46.0044759)
349,"pian scairolo 4, 6915 Lugano, Switzerland",45.985902100000004,8.9342224,Ristorante Serrafiorita,4.1,POINT (8.934222399999999 45.9859021),POINT (8.934222399999999 45.9859021)
350,"Via Luigi Canonica 5, 6900 Lugano, Switzerland",46.0068638,8.9567414,Deseo,4.4,POINT (8.9567414 46.0068638),POINT (8.9567414 46.0068638)
351,"Riva Antonio Caccia 7, 6900 Lugano, Switzerland",45.9946018,8.945644999999997,Ristorante La Veranda,5.0,POINT (8.945644999999997 45.9946018),POINT (8.945644999999997 45.9946018)
352,"Via Ponte Tresa 28, 6924 Sorengo, Switzerland",45.9967809,8.935006900000001,Ristorante Giardino,4.0,POINT (8.935006900000001 45.9967809),POINT (8.935006900000001 45.9967809)
353,"Via Cantonale 1, 6900 Lugano, Switzerland",46.00668599999999,8.9499084,La Trattoria a Lugano,4.6,POINT (8.9499084 46.00668599999999),POINT (8.9499084 46.00668599999999)
354,"Via Serafino Balestra 20, 6900 Lugano, Switzerland",46.0076887,8.958149599999997,Fingy's,4.7,POINT (8.958149599999997 46.0076887),POINT (8.958149599999997 46.0076887)
355,"Via Giovanni Nizzola 2, 6900 Lugano, Switzerland",46.005803799999995,8.9531111,Orologio,4.5,POINT (8.953111099999999 46.0058038),POINT (8.953111099999999 46.0058038)
356,"Via Stremadone 1, 6987 Caslano, Switzerland",45.969355,8.883158,Pizzeria Quadrifoglio,4.5,POINT (8.883158 45.969355),POINT (8.883158 45.969355)
357,"Riva Giocondo Albertolli 5, 6900 Lugano, Switzerland",46.003812200000006,8.954818699999997,GianGusto,4.3,POINT (8.954818699999997 46.00381220000001),POINT (8.954818699999997 46.00381220000001)
358,"Lugano CH, Scalinata alla Torretta 30, 6979 Brè sopra, Switzerland",46.009069200000006,8.986487599999998,Osteria Funiculare,4.3,POINT (8.986487599999998 46.00906920000001),POINT (8.986487599999998 46.00906920000001)
359,"Piazza Riforma 9, 6900 Lugano, Switzerland",46.00400820000001,8.951030699999999,Sass,3.9,POINT (8.951030699999999 46.00400820000001),POINT (8.951030699999999 46.00400820000001)
360,"Piazza S. Giovanni 8, 6925 Collina d'Oro, Switzerland",45.99170170000001,8.9189607,Ristorante A CASA MIA,4.3,POINT (8.9189607 45.99170170000001),POINT (8.9189607 45.99170170000001)
361,"Str. dar Pian 60, 6945 Origlio, Switzerland",46.0487153,8.944500900000001,Le Betulle,4.3,POINT (8.944500900000001 46.0487153),POINT (8.944500900000001 46.0487153)
362,"Via Foce 9, 6900 Lugano, Switzerland",46.0033205,8.961738100000002,Antica Osteria del Porto,4.2,POINT (8.961738100000002 46.0033205),POINT (8.961738100000002 46.0033205)
363,"Via Principale 55, 6914 Lugano / Carona, Switzerland",45.95636,8.9344,Ristorante La Sosta,4.5,POINT (8.9344 45.95636),POINT (8.9344 45.95636)
364,"Piazza Indipendenza 9, 6901 Lugano, Switzerland",46.0057336,8.9551217,Restaurant Pestalozzi Lugano,3.8,POINT (8.955121699999999 46.0057336),POINT (8.955121699999999 46.0057336)
365,"Via Besso 86, 6900 Lugano, Switzerland",46.010853499999996,8.936914999999997,Ristorante-Pizzeria Golosone,4.0,POINT (8.936914999999997 46.0108535),POINT (8.936914999999997 46.0108535)
366,"Via Bertaro Lambertenghi 5, 6900 Lugano, Switzerland",46.0087593,8.9573429,Ristorante Fresco,4.3,POINT (8.9573429 46.0087593),POINT (8.9573429 46.0087593)
367,"Bahnhofstrasse 14, 2502 Biel, Switzerland",47.13448220000001,7.2444429999999995,L'Osteria Biel-Bienne,4.1,POINT (7.244443 47.13448220000001),POINT (7.244443 47.13448220000001)
368,"Spitalstrasse 24/26, 2502 Biel, Switzerland",47.135788700000006,7.2428619,Ristorante Italia,4.1,POINT (7.2428619 47.13578870000001),POINT (7.2428619 47.13578870000001)
369,"Rathausgässli 6, 2502 Biel, Switzerland",47.1411144,7.2458776,Osteria Da Willy,4.4,POINT (7.2458776 47.1411144),POINT (7.2458776 47.1411144)
370,"Zentralstrasse 66A, 2503 Biel, Switzerland",47.134063299999994,7.249111900000001,Circolo Abruzzese,4.4,POINT (7.249111900000001 47.13406329999999),POINT (7.249111900000001 47.13406329999999)
371,"Lyss-Strasse 19,2560 Nidau, 2560 Nidau, Switzerland",47.126088,7.2464168,Pizza Bakers,4.0,POINT (7.2464168 47.126088),POINT (7.2464168 47.126088)
372,"Zentralstrasse 31, 2502 Biel, Switzerland",47.1379838,7.245914399999998,Il Rusticone Ristorante Pizzeria,4.0,POINT (7.245914399999998 47.1379838),POINT (7.245914399999998 47.1379838)
373,"Solothurnstrasse 13, 2504 Biel, Switzerland",47.1542446,7.268384099999999,La Cantina Dei Sapori,4.4,POINT (7.268384099999999 47.1542446),POINT (7.268384099999999 47.1542446)
374,"Bahnhofstrasse 32, 2502 Biel, Switzerland",47.13545999999999,7.245252000000002,Al Capone Pizzeria,4.3,POINT (7.245252000000002 47.13545999999999),POINT (7.245252000000002 47.13545999999999)
375,"Zentralstrasse 56, 2502 Biel, Switzerland",47.1354823,7.247775499999999,Da Carlos,3.9,POINT (7.247775499999999 47.1354823),POINT (7.247775499999999 47.1354823)
376,"Güterstrasse 9, 2501 Biel, Switzerland",47.134831,7.2455169999999995,Pizzeria Cabane,4.2,POINT (7.245517 47.134831),POINT (7.245517 47.134831)
377,"General-Dufour-Strasse 143, 2502 Biel, Switzerland",47.1443695,7.2572573,Restaurant Pizzeria Merkur - Holzofenpizzeria,4.3,POINT (7.2572573 47.1443695),POINT (7.2572573 47.1443695)
378,"Zukunftstrasse 20, 2503 Biel, Switzerland",47.1333505,7.2477964,Restaurant Pizzeria Zukunft,3.9,POINT (7.2477964 47.1333505),POINT (7.2477964 47.1333505)
379,"Zentralstrasse 55, 2502 Biel, Switzerland",47.1363255,7.2474567,Restaurant Pizzeria Verona,4.2,POINT (7.2474567 47.1363255),POINT (7.2474567 47.1363255)
380,"Bälliz 12, 3600 Thun, Switzerland",46.7597419,7.6261752000000005,Restaurant La Perla Pizzeria,4.1,POINT (7.6261752 46.7597419),POINT (7.6261752 46.7597419)
381,"Hofstettenstrasse 6, 3600 Thun, Switzerland",46.7570965,7.6332995000000015,Ristorante Beau Rivage da Domenico Zaccaria,4.6,POINT (7.633299500000001 46.7570965),POINT (7.633299500000001 46.7570965)
382,"Bälliz 61, 3600 Thun, Switzerland",46.757645700000005,7.629414899999999,Waisenhaus,4.1,POINT (7.629414899999999 46.7576457),POINT (7.629414899999999 46.7576457)
383,"C. F. L. Lohnerstrasse 55, 3645 Gwatt (Thun), Switzerland",46.72807539999999,7.6118916,Restaurant Cavallino,4.2,POINT (7.6118916 46.72807539999999),POINT (7.6118916 46.72807539999999)
384,"Untere Hauptgasse 26, 3600 Thun, Switzerland",46.760783,7.628839,Trattoria Rimini,4.6,POINT (7.628839 46.760783),POINT (7.628839 46.760783)
385,"Freienhofgasse 16, 3600 Thun, Switzerland",46.7576685,7.6307580999999995,Ristorante Al Ponte,4.1,POINT (7.6307581 46.7576685),POINT (7.6307581 46.7576685)
386,"Freienhofgasse 13, 3600 Thun, Switzerland",46.756966,7.6306095,Ristorante Pizzeria Rialto,4.0,POINT (7.6306095 46.756966),POINT (7.6306095 46.756966)
387,"Obere Hauptgasse 46, 3600 Thun, Switzerland",46.75844379999999,7.6300025,Restaurant Primavera,4.1,POINT (7.6300025 46.75844379999999),POINT (7.6300025 46.75844379999999)
388,"142, Staatsstrasse, 3626 Hilterfingen, Switzerland",46.74596079999999,7.6443292000000005,Chartreuse Osteria da Pasquale,4.6,POINT (7.6443292 46.74596079999999),POINT (7.6443292 46.74596079999999)
389,"Höchhusweg 17, 3612 Steffisburg, Switzerland",46.777597799999995,7.637303600000001,Ristorante Cinquecento,4.4,POINT (7.637303600000001 46.7775978),POINT (7.637303600000001 46.7775978)
390,"Schlossberg 2, 3600 Thun, Switzerland",46.759865999999995,7.629822,Schloss Hotel Thun,4.4,POINT (7.629822 46.759866),POINT (7.629822 46.759866)
391,"Länggasse 6, 3600 Thun, Switzerland",46.754874,7.626635,Delux Pizza,4.6,POINT (7.626635 46.754874),POINT (7.626635 46.754874)
392,"Am Aarequai 56, 3600 Thun, Switzerland",46.758179,7.630361999999999,Vinothek Thun,4.5,POINT (7.630361999999999 46.758179),POINT (7.630361999999999 46.758179)
393,"Mittlere Str. 28, 3600 Thun, Switzerland",46.7569372,7.6207272,Picco Bello Pizza,3.7,POINT (7.6207272 46.7569372),POINT (7.6207272 46.7569372)
394,"Freienhofgasse 12, 3600 Thun, Switzerland",46.75765,7.630428599999999,Sottoriva Osteria Venexiana,4.4,POINT (7.630428599999999 46.75765),POINT (7.630428599999999 46.75765)
395,"Gwattstrasse 142, 3645 Gwatt (Thun), Switzerland",46.72231379999999,7.622723599999999,Hotel-Restaurant Rössli,4.2,POINT (7.622723599999999 46.72231379999999),POINT (7.622723599999999 46.72231379999999)
396,"Gerberngasse 1, 3600 Thun, Switzerland",46.759661200000004,7.628272199999999,Hotel Restaurant Rathaus AG,3.9,POINT (7.628272199999999 46.7596612),POINT (7.628272199999999 46.7596612)
397,"Talackerstrasse 55A, 3604 Thun, Switzerland",46.744182,7.6147434999999986,Efendis Restaurant,4.2,POINT (7.614743499999999 46.744182),POINT (7.614743499999999 46.744182)
398,"Aarestrasse 30, 3600 Thun, Switzerland",46.7573342,7.6270473,Al Forno,3.3,POINT (7.6270473 46.7573342),POINT (7.6270473 46.7573342)
400,"Schwarzenburgstrasse 878, 3145 Niederscherli, Switzerland",46.8824537,7.380069700000001,Restaurant Sternen-Taufeld,4.3,POINT (7.380069700000001 46.8824537),POINT (7.380069700000001 46.8824537)
406,"Schwarzenburgstrasse 279, 3098 Köniz, Switzerland",46.922596500000004,7.4142929,Restaurant & Pizzeria Sternen,3.5,POINT (7.4142929 46.9225965),POINT (7.4142929 46.9225965)
412,"Schaufelweg 19, 3098 Köniz, Switzerland",46.909934899999996,7.4154617,Zentrum-Eres,5.0,POINT (7.4154617 46.9099349),POINT (7.4154617 46.9099349)
416,"Seftigenstrasse 362, 3084 Wabern, Switzerland",46.923066999999996,7.4600453999999985,Inter Pizza Kurier,4.0,POINT (7.460045399999998 46.923067),POINT (7.460045399999998 46.923067)
418,"Chasseralstrasse 156, 3095 Spiegel b. Bern, Switzerland",46.9264125,7.433656200000001,Ristorante Pizzeria da Capo,4.0,POINT (7.433656200000001 46.9264125),POINT (7.433656200000001 46.9264125)
424,"Schwarzenburgstrasse 279, 3098 Köniz, Switzerland",46.9226083,7.414294900000002,Hotel Sternen,4.0,POINT (7.414294900000002 46.9226083),POINT (7.414294900000002 46.9226083)
425,"Seftigenstrasse 32, 3007 Bern, Switzerland",46.937121999999995,7.431895599999999,Abyssinia Restaurant,4.5,POINT (7.431895599999999 46.937122),POINT (7.431895599999999 46.937122)
426,"Schwarzenburgstrasse 229, 3098 Köniz, Switzerland",46.925588700000006,7.4172936,Art Asia,4.3,POINT (7.4172936 46.92558870000001),POINT (7.4172936 46.92558870000001)
430,"Könizbergstrasse 1, 3097 Liebefeld, Switzerland",46.928897000000006,7.415755999999999,DSCHINGIS Mongolian Barbecue,4.3,POINT (7.415755999999999 46.92889700000001),POINT (7.415755999999999 46.92889700000001)
439,"Kursaal Bern, Kornhausstrasse 3, 3013 Bern, Switzerland",46.95325709999999,7.448741499999999,Meridiano,4.7,POINT (7.448741499999999 46.95325709999999),POINT (7.448741499999999 46.95325709999999)
441,"Hallerstrasse 21, 3012 Bern, Switzerland",46.953254,7.436063999999999,Pizzeria Garibaldi,3.8,POINT (7.436063999999999 46.953254),POINT (7.436063999999999 46.953254)
446,"Kirchstrasse 4, 3097 Liebefeld, Switzerland",46.9303573,7.4282593,Pizza fox,3.7,POINT (7.4282593 46.9303573),POINT (7.4282593 46.9303573)
448,"Muhlernstrasse 9, 3098 Köniz, Switzerland",46.920865,7.413898399999999,Restaurant zum Schloss,4.7,POINT (7.413898399999999 46.920865),POINT (7.413898399999999 46.920865)
452,"Könizstrasse 175, 3097 Liebefeld/Bern, Switzerland",46.934869,7.415625999999999,Haberbüni,4.6,POINT (7.415625999999999 46.934869),POINT (7.415625999999999 46.934869)
453,"Landorfstrasse 29, 3098 Köniz, Switzerland",46.9217369,7.411922199999998,Restaurant Brunnenhof,3.8,POINT (7.411922199999998 46.9217369),POINT (7.411922199999998 46.9217369)
454,"Könizstrasse 260, 3097 Liebefeld, Switzerland",46.9287753,7.416232199999999,Restaurant Rondell,4.3,POINT (7.416232199999999 46.9287753),POINT (7.416232199999999 46.9287753)
455,"Landorfstrasse 7, 3098 Köniz, Switzerland",46.92281679999999,7.4130965999999985,Mein-Küchenchef,4.7,POINT (7.413096599999998 46.92281679999999),POINT (7.413096599999998 46.92281679999999)
456,"Landorfstrasse 31, 3098 Köniz, Switzerland",46.921420899999994,7.412029999999999,Indian Kitchen,4.6,POINT (7.412029999999999 46.92142089999999),POINT (7.412029999999999 46.92142089999999)
457,"Schwarzenburgstrasse 134, 3097 Liebefeld, Switzerland",46.9320605,7.421063599999999,Restaurant Landhaus Liebefeld,4.4,POINT (7.421063599999999 46.9320605),POINT (7.421063599999999 46.9320605)
458,"Schlossstrasse 34, 3098 Köniz, Switzerland",46.923543,7.417486,Restaurant Sinfonie,4.1,POINT (7.417486 46.923543),POINT (7.417486 46.923543)
459,"Rue du Parc 43, 2300 La Chaux-de-Fonds, Switzerland",47.1016464,6.825614999999999,L'Orphéo,4.1,POINT (6.825614999999999 47.1016464),POINT (6.825614999999999 47.1016464)
460,"Rue de la Serre 25, 2300 La Chaux-de-Fonds, Switzerland",47.102757800000006,6.828237,"Italpanini, Emilio Munastra",4.4,POINT (6.828237 47.10275780000001),POINT (6.828237 47.10275780000001)
461,"Avenue Léopold-Robert 13, 2300 La Chaux-de-Fonds, Switzerland",47.102594599999996,6.830321199999998,Trattoria Toscana Sàrl,3.9,POINT (6.830321199999998 47.1025946),POINT (6.830321199999998 47.1025946)
462,"Espacité, 1, 2300 La Chaux-de-Fonds, Switzerland",47.1023609,6.828532000000001,Restaurant Citérama,4.2,POINT (6.828532000000001 47.1023609),POINT (6.828532000000001 47.1023609)
463,"39, Rue de l'Hôtel-de-Ville, 2300 La Chaux-de-Fonds, Switzerland",47.1002196,6.834978200000001,Dino's Italia,4.2,POINT (6.834978200000001 47.1002196),POINT (6.834978200000001 47.1002196)
464,"Rue de la Gare 4, 2400 Le Locle, Switzerland",47.058549,6.748204200000001,"Restaurant de la Gare ""Chez Sandro""",4.7,POINT (6.748204200000001 47.058549),POINT (6.748204200000001 47.058549)
465,"Rue de la Balance 8, 2300 La Chaux-de-Fonds, Switzerland",47.1041186,6.832107799999998,Restaurant & Bar Casa Rossa,4.2,POINT (6.832107799999998 47.1041186),POINT (6.832107799999998 47.1041186)
466,"Rue du Marais 16, 2400 Le Locle, Switzerland",47.06066149999999,6.7536857,Restaurant la Piccola Italia 2 Sàrl,3.9,POINT (6.7536857 47.06066149999999),POINT (6.7536857 47.06066149999999)
467,"Schwabentorplatz 7, 79098 Freiburg im Breisgau, Germany",47.992956,7.853784299999999,La Cicogna,4.3,POINT (7.853784299999999 47.992956),POINT (7.853784299999999 47.992956)
468,"Robert-Koch-Straße 26, 79106 Freiburg im Breisgau, Germany",48.003617,7.838092999999999,I Trulli,4.3,POINT (7.838092999999999 48.003617),POINT (7.838092999999999 48.003617)
469,"Wentzingerstraße 32, 79106 Freiburg im Breisgau, Germany",47.997918,7.8401049999999985,Ochsebrugg,4.5,POINT (7.840104999999999 47.997918),POINT (7.840104999999999 47.997918)
470,"Schusterstraße 7, 79098 Freiburg im Breisgau, Germany",47.994981700000004,7.8516425000000005,Milano,3.9,POINT (7.851642500000001 47.9949817),POINT (7.851642500000001 47.9949817)
471,"Quartier am, Fahnenbergpl., 79098 Freiburg im Breisgau, Germany",47.998319,7.8490797999999975,Vapiano,4.1,POINT (7.849079799999997 47.998319),POINT (7.849079799999997 47.998319)
472,"Alban-Stolz-Straße 30, 79108 Freiburg im Breisgau, Germany",48.0245796,7.8593429000000015,Etna,4.6,POINT (7.859342900000001 48.0245796),POINT (7.859342900000001 48.0245796)
473,"Tennenbacher Str. 41, 79106 Freiburg im Breisgau, Germany",48.006514,7.846737999999998,Da Giorgio,4.4,POINT (7.846737999999998 48.006514),POINT (7.846737999999998 48.006514)
474,"Friedrichring 5, 79098 Freiburg im Breisgau, Germany",47.998342799999996,7.852173599999999,Firenze,3.8,POINT (7.852173599999999 47.9983428),POINT (7.852173599999999 47.9983428)
475,"Littenweilerstraße 20, 79117 Freiburg im Breisgau, Germany",47.9798214,7.892984200000001,La Corona,4.4,POINT (7.892984200000001 47.9798214),POINT (7.892984200000001 47.9798214)
476,"Bötzinger Str. 15, 79111 Freiburg im Breisgau, Germany",47.99255489999999,7.789052999999999,Dal Blu,4.2,POINT (7.789052999999999 47.99255489999999),POINT (7.789052999999999 47.99255489999999)
477,"Augustinerpl. 2, 79098 Freiburg im Breisgau, Germany",47.9936618,7.8515959,Tialini,3.6,POINT (7.8515959 47.9936618),POINT (7.8515959 47.9936618)
478,"Schneeburgstraße 2, 79111 Freiburg im Breisgau, Germany",47.978655100000005,7.810490700000001,Zur Schneeburg,4.3,POINT (7.810490700000001 47.9786551),POINT (7.810490700000001 47.9786551)
479,"Friedrichring 11, 79098 Freiburg im Breisgau, Germany",47.9983766,7.8515450000000016,Gioia Mia,4.6,POINT (7.851545000000002 47.9983766),POINT (7.851545000000002 47.9983766)
480,"Bernhardstraße 6, 79098 Freiburg im Breisgau, Germany",47.9989363,7.854437700000001,Primo Market,4.4,POINT (7.854437700000001 47.9989363),POINT (7.854437700000001 47.9989363)
481,"Gerberau 9, 79098 Freiburg im Breisgau, Germany",47.9934765,7.850891499999999,"d.o.c. - dispensa, osteria, culinaria",4.6,POINT (7.850891499999999 47.9934765),POINT (7.850891499999999 47.9934765)
482,"Rotteckring 14, 79098 Freiburg im Breisgau, Germany",47.9966201,7.847111900000001,Tizio Trattoria,4.0,POINT (7.847111900000001 47.9966201),POINT (7.847111900000001 47.9966201)
483,"Rathausgasse 50, 79098 Freiburg im Breisgau, Germany",47.996334000000004,7.847550999999999,La Piazza,3.7,POINT (7.847550999999999 47.996334),POINT (7.847550999999999 47.996334)
484,"Rheinstraße 15, 79104 Freiburg im Breisgau, Germany",48.000121,7.848726400000001,Trattoria cum laude,4.3,POINT (7.848726400000001 48.000121),POINT (7.848726400000001 48.000121)
485,"St.-Erentrudis-Straße 40, 79112 Freiburg im Breisgau, Germany",47.9698544,7.7013615999999985,Concini,4.3,POINT (7.701361599999998 47.9698544),POINT (7.701361599999998 47.9698544)
486,"Eisenbahnstraße 43, 79098 Freiburg im Breisgau, Germany",47.9972928,7.844550799999999,Casanova,3.8,POINT (7.844550799999999 47.9972928),POINT (7.844550799999999 47.9972928)
487,"St.-Erentrudis-Straße 12, 79112 Freiburg im Breisgau, Germany",47.968365999999996,7.698258999999999,Limoncello,3.7,POINT (7.698258999999999 47.968366),POINT (7.698258999999999 47.968366)
