date,open,high,low,close,volume,marketcap
"Oct 12, 2019",0.042286,0.043125,0.040426,0.040929,"1,173,745","36,475,731"
"Oct 11, 2019",0.043115,0.043170,0.040623,0.042298,"1,173,758","37,695,631"
"Oct 10, 2019",0.043671,0.044383,0.039519,0.043097,"1,302,933","38,408,063"
"Oct 09, 2019",0.040357,0.044500,0.040046,0.043665,"1,085,440","38,914,022"
"Oct 08, 2019",0.038194,0.041108,0.037396,0.040357,"1,104,599","35,675,502"
"Oct 07, 2019",0.038549,0.039372,0.035014,0.038212,"822,596","33,779,585"
"Oct 06, 2019",0.038288,0.039519,0.037911,0.038683,"828,310","34,195,825"
"Oct 05, 2019",0.037782,0.039965,0.037213,0.038252,"957,312","33,815,145"
"Oct 04, 2019",0.040579,0.040952,0.036187,0.037782,"1,164,791","33,398,993"
"Oct 03, 2019",0.039198,0.042775,0.035995,0.040587,"1,010,253","35,879,188"
"Oct 02, 2019",0.043862,0.045924,0.038968,0.039178,"1,206,808","34,633,054"
"Oct 01, 2019",0.047598,0.048881,0.042719,0.043862,"1,817,921","38,774,046"
"Sep 30, 2019",0.048953,0.049457,0.046860,0.047613,"1,875,126","42,090,006"
"Sep 29, 2019",0.047729,0.050343,0.047430,0.048953,"1,542,463","42,686,820"
"Sep 28, 2019",0.048220,0.050481,0.044320,0.047649,"1,888,997","41,549,582"
"Sep 27, 2019",0.049206,0.049987,0.044882,0.048229,"1,925,728","42,055,394"
"Sep 26, 2019",0.049009,0.050584,0.047642,0.049161,"2,197,149","42,867,966"
"Sep 25, 2019",0.047638,0.051397,0.043368,0.049009,"1,910,846","42,735,917"
"Sep 24, 2019",0.057151,0.063239,0.039001,0.047582,"3,080,113","41,491,875"
"Sep 23, 2019",0.047192,0.057767,0.046040,0.057767,"2,927,083","50,373,033"
"Sep 22, 2019",0.042870,0.047202,0.042551,0.047140,"1,887,112","41,106,230"
"Sep 21, 2019",0.038660,0.042963,0.038505,0.042858,"1,587,613","37,372,413"
"Sep 20, 2019",0.038092,0.039185,0.037421,0.038657,"998,343","33,708,789"
"Sep 19, 2019",0.038364,0.038764,0.035947,0.037949,"1,267,305","33,091,607"
"Sep 18, 2019",0.036419,0.039325,0.035754,0.038349,"1,523,210","33,440,438"
"Sep 17, 2019",0.033251,0.036558,0.032757,0.035800,"895,885","31,217,653"
"Sep 16, 2019",0.033992,0.034692,0.033194,0.033250,"974,368","28,986,559"
"Sep 15, 2019",0.033477,0.034075,0.032579,0.033998,"835,027","29,646,618"
"Sep 14, 2019",0.034017,0.035763,0.033207,0.033471,"830,426","29,186,661"
"Sep 13, 2019",0.035112,0.037323,0.031313,0.034040,"936,039","29,683,181"
"Sep 12, 2019",0.034626,0.037285,0.034524,0.035112,"1,127,275","30,617,596"
"Sep 11, 2019",0.034582,0.035669,0.034176,0.034718,"1,017,261","30,274,116"
"Sep 10, 2019",0.033752,0.035152,0.033593,0.034582,"1,093,681","30,155,479"
"Sep 09, 2019",0.031340,0.035021,0.031311,0.033544,"1,172,668","28,767,003"
"Sep 08, 2019",0.030809,0.033248,0.030800,0.031340,"905,026","26,877,407"
"Sep 07, 2019",0.029771,0.031606,0.029672,0.030759,"1,202,951","26,378,556"
"Sep 06, 2019",0.029496,0.031278,0.029263,0.029746,"794,956","25,510,035"
"Sep 05, 2019",0.028509,0.029916,0.028086,0.029496,"853,989","25,295,401"
"Sep 04, 2019",0.028113,0.029503,0.026745,0.028509,"1,152,647","24,449,623"
"Sep 03, 2019",0.027391,0.028732,0.026177,0.028114,"688,450","24,110,360"
"Sep 02, 2019",0.026001,0.028186,0.024957,0.027396,"947,312","23,494,620"
"Sep 01, 2019",0.025732,0.026554,0.025486,0.025973,"1,196,394","22,274,573"
"Aug 31, 2019",0.024919,0.025736,0.024316,0.025713,"914,291","22,051,269"
"Aug 30, 2019",0.023440,0.025287,0.022816,0.024916,"723,791","21,368,043"
"Aug 29, 2019",0.023281,0.023844,0.021963,0.023440,"938,590","20,102,226"
"Aug 28, 2019",0.026328,0.026410,0.022110,0.023267,"1,289,159","19,953,635"
"Aug 27, 2019",0.026350,0.027072,0.024702,0.026322,"976,336","22,573,600"
"Aug 26, 2019",0.023767,0.029702,0.023767,0.026346,"1,936,323","22,594,313"
