,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Gailloud Automobiles SA,2018,Abdichter/in EFZ,Aigle (VD)
1,1,AMAG Automobil- und Motoren AG,2019,Abdichtungspraktiker/in EBA,Chur (GR)
2,1,AMAG Automobil- und Motoren AG,2019,Agrarpraktiker/in EBA,Davos Platz (GR)
3,1,AMAG Automobil- und Motoren AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Dulliken (SO)
4,1,Emil Frey AG Ebikon,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Ebikon (LU)
5,2,Grosspeter AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Füllinsdorf (BL)
6,1,AMAG,2018,Anlagen- und Apparatebauer/in EFZ,Jona (SG)
7,1,Technomag SA,2018,Anlagenführer/in EFZ,Lausanne (VD)
8,1,Abt Automobile AG,2018,Architekturmodellbauer/in EFZ,Liestal (BL)
9,1,Compétition Park Sàrl,2018,Assistent/in Gesundheit und Soziales EBA,Neuenburg (NE)
10,1,Mercedes-Benz Automobil AG,2019,Augenoptiker/in EFZ,Thun (BE)
11,1,FCA Motor Village Switzerland SA,2018,Automatiker/in EFZ,Zürich (ZH)
12,1,Landbeck AG Aarau,2018,Automatikmonteur/in EFZ,Aarau (AG)
13,2,Feinbäckerei Hauger AG,2019,Automobil-Assistent/in EBA,Altdorf UR (UR)
14,1,Lehn-Beck AG,2019,Automobil-Fachmann/-frau EFZ,Altdorf UR (UR)
15,2,Bäckerei Hotz Rust AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Baar (ZG)
16,1,Zumbach Bäckerei-Confiserie AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Baar (ZG)
17,1,Beck Eschenmoser AG,2018,Automobil-Mechatroniker/in EFZ,Balgach (SG)
18,1,Café Streuli GmbH,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Basel (BS)
19,1,Confiserie Bachmann AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Basel (BS)
20,1,Pralineta GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Basel (BS)
21,1,Sutter AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Basel (BS)
22,1,Oswald AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bazenheid (SG)
23,1,"Mohn AG, Bäckerei-Konditorei",2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Berg TG (TG)
24,1,Storchenbäckerei,2019,Baumaschinenmechaniker/in EFZ,Bern (BE)
