,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,RUAG Schweiz AG,2018,Abdichter/in EFZ,Alpnach Dorf (OW)
1,1,Berghoff Mechanical Engineering AG,2019,Abdichtungspraktiker/in EBA,Altdorf UR (UR)
2,1,WT Technologie AG,2019,Agrarpraktiker/in EBA,Cham (ZG)
3,1,HME Trading AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Einsiedeln (SZ)
4,1,Leuthold Mechanik AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Einsiedeln (SZ)
5,1,Feusi AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Freienbach (SZ)
6,1,UIKER Antriebselemente AG,2018,Anlagen- und Apparatebauer/in EFZ,Freienbach (SZ)
7,1,Fäh Maschinen- und Anlagenbau AG,2018,Anlagenführer/in EFZ,Glarus (GL)
8,1,Tribur Invent GmbH,2019,Architekturmodellbauer/in EFZ,Hünenberg (ZG)
9,1,Mettler mech. Produkte GmbH,2018,Assistent/in Gesundheit und Soziales EBA,Ibach (SZ)
10,1,VICTORINOX AG,2018,Augenoptiker/in EFZ,Ibach (SZ)
11,1,Ducrey AG,2018,Automatiker/in EFZ,Küssnacht am Rigi (SZ)
12,1,Durrer Spezialmaschinen AG,2018,Automatikmonteur/in EFZ,Küssnacht am Rigi (SZ)
13,1,LCA Automation AG,2018,Automobil-Assistent/in EBA,Küssnacht am Rigi (SZ)
14,1,WBM Werkzeugbau Mollis AG,2018,Automobil-Fachmann/-frau EFZ,Mollis (GL)
15,1,BASF,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Monthey (VS (fr))
16,3,Ecole professionnelle intercantonale de Chimie (EPIC),2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Monthey 1 (VS (fr))
17,1,Syngenta Crop Protection Monthey SA,2018,Automobil-Mechatroniker/in EFZ,Monthey 1 (VS (fr))
18,2,Bucher Hydraulics AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Neuheim (ZG)
19,1,MEZUBAG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Pfäffikon SZ (SZ)
20,5,Pamasol Willi Mäder AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Pfäffikon SZ (SZ)
21,1,Robert Fuchs AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Schindellegi (SZ)
22,1,Emil Gisler AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Seedorf UR (UR)
