,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Jakob Tanner AG,2018,Abdichter/in EFZ,Aadorf (TG)
1,1,peressini roofing AG,2018,Abdichtungspraktiker/in EBA,Aesch BL (BL)
2,1,Abdichtungsbau Durrer AG,2018,Agrarpraktiker/in EBA,Alpnach Dorf (OW)
3,1,W. Durrer Dach und Wand AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Alpnach Dorf (OW)
4,1,Arthur Müggler & Co. AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Altstätten SG (SG)
5,1,Thoma Dach Spengler,2018,Agrarpraktiker/in (Weinbereitung) EBA,Amden (SG)
6,1,Bürer Flachdach AG,2018,Anlagen- und Apparatebauer/in EFZ,Bad Ragaz (SG)
7,2,Schoop + Co. AG,2018,Anlagenführer/in EFZ,Baden (AG)
8,1,Max Ackermann,2018,Architekturmodellbauer/in EFZ,Balsthal (SO)
9,1,Carl Meier Sohn AG,2018,Assistent/in Gesundheit und Soziales EBA,Bassersdorf (ZH)
10,1,E. Jörg AG,2019,Augenoptiker/in EFZ,Bätterkinden (BE)
11,1,De Luca Isolationen AG,2019,Automatiker/in EFZ,Biel/Bienne (BE)
12,1,Riget Dach AG,2018,Automatikmonteur/in EFZ,Bilten (GL)
13,1,Staremberg SA,2018,Automobil-Assistent/in EBA,Bulle (FR)
14,1,schuler + helfenstein ag,2019,Automobil-Fachmann/-frau EFZ,Cham (ZG)
15,1,Meli AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Chur (GR)
16,2,Meyer's Söhne AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Chur (GR)
17,1,M. Kneubühler AG,2018,Automobil-Mechatroniker/in EFZ,Dagmersellen (LU)
18,1,Odermatt Bedachungen und Spenglerei AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Dallenwil (NW)
19,1,Giger GmbH Degersheim,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Degersheim (SG)
20,2,Walo Bertschinger AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Dietikon (ZH)
21,1,Dachbau Frei AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Domat/Ems (GR)
22,1,Banz AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Ebikon (LU)
23,1,Walo Bertschinger AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Ebikon (LU)
24,1,Roth Bedachungen Fassaden AG,2018,Baumaschinenmechaniker/in EFZ,Ebnat-Kappel (SG)
25,2,Geneux-Dancet SA - Echandens,2018,Baupraktiker/in EBA,Echandens (VD)
26,1,Tecton-Atisol AG,2018,Bauwerktrenner/in EFZ,Emmenbrücke (LU)
27,1,GLB Emmental,2019,Bekleidungsgestalter/in EFZ,Emmenmatt (BE)
28,1,BEPA Heinz Imboden AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Engelberg (OW)
29,1,Hans Hehlen AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Erlenbach ZH (ZH)
30,1,Burlet AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Fällanden (ZH)
31,1,Schwager Bedachungen AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Fischingen (TG)
32,1,U. + H. Nadig Fassaden-Technik AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Flums (SG)
33,2,Geneux Dancet SA,2018,Bekleidungsnäher/in EBA,Freiburg 7 (FR)
34,1,Bernhard Dach & Fassaden AG,2018,Betonwerker/in EFZ,Gerlafingen (SO)
35,1,Leutenegger Installations AG,2018,Boden-Parkettleger/in EFZ,Gossau ZH (ZH)
36,1,Roth Dach GmbH,2018,Boden-Parkettleger/in (Parkett) EFZ,Gunzgen (SO)
37,2,Eurodach AG,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Hägendorf (SO)
38,1,Fontana Dach & Fassaden AG,2018,Bootbauer/in EFZ,Hausen am Albis (ZH)
39,2,Bauimpuls AG,2019,Bootfachwart/in EFZ,Heimberg (BE)
40,1,Gyger Flachdachbau AG,2019,Buchhändler/in EFZ,Heimberg (BE)
41,1,Scherrer Gebäudehüllen AG,2018,Büchsenmacher/in EFZ,Henggart (ZH)
42,1,Kämpfer + Co. AG,2019,Bühnentänzer/in EFZ,Herzogenbuchsee (BE)
43,1,Gebrüder Looser AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Hinwil (ZH)
44,1,von Büren Dach GmbH,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Hochdorf (LU)
