,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,AMAG Zug,2019,Abdichter/in EFZ,Cham (ZG)
1,1,Bantam Camping AG,2019,Abdichtungspraktiker/in EBA,Hindelbank (BE)
2,1,Garage Gautschi AG,2019,Agrarpraktiker/in EBA,Langenthal (BE)
3,1,Espace Auto Chablais,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Noville (VD)
4,1,AMAG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Schaffhausen (SH)
5,2,Volvo Center AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Worben (BE)
6,1,Credit Suisse AG,2019,Anlagen- und Apparatebauer/in EFZ,Altdorf UR (UR)
7,4,Urner Kantonalbank,2019,Anlagenführer/in EFZ,Altdorf UR (UR)
8,1,Raiffeisenbank Zug,2019,Architekturmodellbauer/in EFZ,Baar (ZG)
9,1,PostFinance AG,2019,Assistent/in Gesundheit und Soziales EBA,Bern (BE)
10,24,UBS AG,2019,Augenoptiker/in EFZ,Bern (BE)
11,8,Valiant Bank AG,2019,Automatiker/in EFZ,Bern (BE)
12,1,PostFinance AG,2019,Automatikmonteur/in EFZ,Biel/Bienne (BE)
13,2,Raiffeisenbank Worblen-Emmental,2019,Automobil-Assistent/in EBA,Biglen (BE)
14,1,Raiffeisenbank Schächental,2019,Automobil-Fachmann/-frau EFZ,Bürglen UR (UR)
15,1,Raiffeisenbank Mittelbünden,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Cazis (GR)
16,1,Raiffeisenbank Cham-Steinhausen,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Cham (ZG)
17,1,CREDIT SUISSE (SCHWEIZ) AG,2019,Automobil-Mechatroniker/in EFZ,Chur (GR)
18,2,UBS AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Chur (GR)
19,1,CREDIT SUISSE (SCHWEIZ) AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Davos Platz (GR)
20,1,UBS AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Davos Platz (GR)
21,1,Banca Raiffeisen,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Disentis/Mustér (GR)
22,1,Raiffeisenbank Urner Oberland,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Erstfeld (UR)
23,1,UBS SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Freiburg (FR)
24,1,Banque Migros SA,2018,Baumaschinenmechaniker/in EFZ,Freiburg 1 (FR)
25,1,Raiffeisenbank Frutigland,2019,Baupraktiker/in EBA,Frutigen (BE)
26,3,Spar- und Leihkasse Frutigen AG,2019,Bauwerktrenner/in EFZ,Frutigen (BE)
27,1,Banque Cler SA,2018,Bekleidungsgestalter/in EFZ,Genf (GE)
28,1,Raiffeisenbank Heiden,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Heiden (AR)
29,3,Bank Oberaargau AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Huttwil (BE)
30,1,UBS AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Ilanz (GR)
31,1,Raiffeisenbank Aare-Langete,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Langenthal (BE)
32,1,UBS AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Lenzerheide/Lai (GR)
33,7,UBS Switzerland AG,2018,Bekleidungsnäher/in EBA,Liestal (BL)
34,1,Raiffeisenbank Menzingen-Neuheim,2019,Betonwerker/in EFZ,Menzingen (ZG)
35,1,UBS SA,2018,Boden-Parkettleger/in EFZ,Monthey (VS (fr))
36,1,Spar + Leihkasse Gürbetal AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Mühlethurnen (BE)
37,1,Raiffeisenbank Risch-Rotkreuz,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Rotkreuz (ZG)
38,4,UBS AG,2018,Bootbauer/in EFZ,Schaffhausen (SH)
39,1,UBS SA,2018,Bootfachwart/in EFZ,Siders (VS (fr))
40,1,UBS SA,2018,Buchhändler/in EFZ,Sitten (VS (fr))
41,1,CREDIT SUISSE (SCHWEIZ) AG,2019,Büchsenmacher/in EFZ,St. Moritz (GR)
42,1,UBS AG,2019,Bühnentänzer/in EFZ,St. Moritz (GR)
43,1,Post CH AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Thun (BE)
44,1,Raiffeisenbank Region Ägerital-Sattel,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Unterägeri (ZG)
45,1,Ersparniskasse Affoltern i.E. AG,2019,Büroassistent/in EBA,Weier im Emmental (BE)
46,1,Spar- und Leihkasse Wynigen AG,2019,Carrosserielackierer/in EFZ,Wynigen (BE)
47,1,Aargauische Kantonalbank,2018,Carrosseriespengler/in EFZ,Zofingen (AG)
48,4,UBS AG,2019,Chemie- und Pharmapraktiker/in EBA,Zug (ZG)
49,1,Porr Suisse AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Altdorf UR (UR)
50,1,Argecom SA,2018,Coiffeur/-euse EBA,Aubonne (VD)
51,1,Lazzarini AG,2019,Coiffeur/-euse EFZ,Chur (GR)
52,1,Hew AG Bauunternehmung,2019,Dachdecker/in EFZ,Felsberg (GR)
53,1,Thoenen Bauunternehmung AG,2019,Dachdeckerpraktiker/in EBA,Gstaad (BE)
54,1,Schwab Gartenbau AG,2019,Dekorationsnäher/in EBA,Ipsach (BE)
55,1,Holzwerkstoffe Gfeller AG,2019,Dentalassistent/in EFZ,Landquart (GR)
56,1,MBSols Sàrl,2018,Detailhandelsassistent/in EBA,Lausanne (VD)
57,2,Creabeton Matériaux AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Lyss (BE)
58,2,Marti AG Bern,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Moosseedorf (BE)
59,1,Marti Dienstleistungen AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Moosseedorf (BE)
60,1,BS+R Bernard Schenk SA,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Nyon (VD)
61,1,Mino SA,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Romanel-sur-Lausanne (VD)
62,1,Sägerei Trachsel AG,2019,Detailhandelsassistent/in (Elektrofach) EBA,Rüti b. Riggisberg (BE)
63,1,Pomatti AG,2019,Detailhandelsassistent/in (Farben) EBA,St. Moritz (GR)
