,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,ROBBIANI AUTOMOBILI SA,2018,Abdichter/in EFZ,Agno (TI)
1,1,Nutzfahrzeuge AG Bern,2019,Abdichtungspraktiker/in EBA,Bern (BE)
2,1,Heinrich Eggenberger AG,2018,Agrarpraktiker/in EBA,Berneck (SG)
3,1,AMAG Zug,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Cham (ZG)
4,1,Derendinger AG Dietlikon,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Chur (GR)
5,1,Emil Frey AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Chur (GR)
6,1,"Etoile Automobile, succursale de Groupe Leuba SA",2018,Anlagen- und Apparatebauer/in EFZ,Cortaillod (NE)
7,1,Emil Frey SA,2018,Anlagenführer/in EFZ,Crissier (VD)
8,2,Winkler Fahrzeugteile GmbH,2018,Architekturmodellbauer/in EFZ,Eschlikon TG (TG)
9,1,Emil Frey AG,2018,Assistent/in Gesundheit und Soziales EBA,Frauenfeld (TG)
10,1,Technomag AG,2018,Augenoptiker/in EFZ,Gams (SG)
11,1,FABAG AG,2018,Automatiker/in EFZ,Härkingen (SO)
12,1,Faust Auto AG,2018,Automatikmonteur/in EFZ,Hinwil (ZH)
13,1,Th. Willy AG Auto-Zentrum,2018,Automobil-Assistent/in EBA,Kriens (LU)
14,1,"Bonny Maurice SA, garage et carrosserie",2018,Automobil-Fachmann/-frau EFZ,La Chaux-de-Fonds (NE)
15,1,Emil Frey SA - Genève,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,La Chaux-de-Fonds (NE)
16,1,Garage Nepple AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Lausen (BL)
17,1,AUTO SA TICINO,2018,Automobil-Mechatroniker/in EFZ,Mezzovico (TI)
18,1,Garage Marti AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Niedergösgen (SO)
19,1,Garage Bauder AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Oberburg (BE)
20,1,Kestenholz Automobil AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Oberwil BL (BL)
21,1,Emil Frey AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Ostermundigen (BE)
22,1,MERCEDES-BENZ AUTOMOBILI SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Pambio-Noranco (TI)
23,1,Künzi + Hämmerli Automobile AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Schötz (LU)
24,1,"Garage Olympic SA, Sierre",2018,Baumaschinenmechaniker/in EFZ,Siders (VS (fr))
25,1,Emil Frey AG,2019,Baupraktiker/in EBA,Sihlbrugg (ZG)
26,1,Garage de Champsec,2018,Bauwerktrenner/in EFZ,Sitten (VS (fr))
27,1,Grund AG Fahrzeuge,2018,Bekleidungsgestalter/in EFZ,Triengen (LU)
28,1,Garage Foitek AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Urdorf (ZH)
29,1,Franz AG Wettswil,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Wettswil (ZH)
30,1,BELWAG AG BERN,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Worblaufen (BE)
31,1,Migros Ostschweiz,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Chur (GR)
32,1,Coop Bau+Hobby,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Langenthal (BE)
33,1,BR Bauhandel AG,2018,Bekleidungsnäher/in EBA,Freienbach (SZ)
34,1,Veuthey & Cie Martigny SA,2018,Betonwerker/in EFZ,Martinach (VS (fr))
