,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Sefar AG,2018,Abdichter/in EFZ,Heiden (AR)
1,1,Jenny Fabrics AG,2018,Abdichtungspraktiker/in EBA,Niederurnen (GL)
2,1,Seilfabrik Ullmann AG,2018,Agrarpraktiker/in EBA,St. Gallen (SG)
3,1,Sefar AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Wolfhalden (AR)
4,1,AirWork & Heliseilerei GmbH,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Immensee (SZ)
5,1,Schwob AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Burgdorf (BE)
6,1,Lantal Textiles AG,2019,Anlagen- und Apparatebauer/in EFZ,Langenthal (BE)
7,1,Huber & Co AG Bandfabrik,2018,Anlagenführer/in EFZ,Oberkulm (AG)
8,1,Création Baumann AG,2019,Architekturmodellbauer/in EFZ,Langenthal (BE)
9,1,Jenny Fabrics AG,2018,Assistent/in Gesundheit und Soziales EBA,Niederurnen (GL)
10,1,G. Bopp + Co. AG,2018,Augenoptiker/in EFZ,Wolfhalden (AR)
11,1,Sefar AG,2018,Automatiker/in EFZ,Heiden (AR)
12,1,Création Baumann AG,2019,Automatikmonteur/in EFZ,Langenthal (BE)
13,1,Lantal Textiles AG,2019,Automobil-Assistent/in EBA,Langenthal (BE)
14,1,Heimbach Switzerland AG,2018,Automobil-Fachmann/-frau EFZ,Olten (SO)
15,2,Sefar AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Thal (SG)
16,1,TTS Inova AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Thayngen (SH)
17,2,Maschinenfabrik Rieter AG,2018,Automobil-Mechatroniker/in EFZ,Winterthur (ZH)
18,2,Sefar AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Wolfhalden (AR)
19,2,Sefar AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Heiden (AR)
20,1,Cilander AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Herisau (AR)
21,1,Création Baumann AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Langenthal (BE)
