,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Schneebeli AG Felsberg,2019,Abdichter/in EFZ,Felsberg (GR)
1,1,Schmid Gebrüder AG,2019,Abdichtungspraktiker/in EBA,Klosters Dorf (GR)
2,1,Oswald Ackermann,2018,Agrarpraktiker/in EBA,Lichtensteig (SG)
3,1,Kammermann GmbH,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Luzern (LU)
4,1,Ewald Good,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Mels (SG)
5,1,Duss Bauservice AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Ruswil (LU)
6,1,Föhn Platten AG,2019,Anlagen- und Apparatebauer/in EFZ,Schattdorf (UR)
7,1,AD PEDES B. Dellers,2018,Anlagenführer/in EFZ,Arlesheim (BL)
8,1,Praxis für Podologie,2018,Architekturmodellbauer/in EFZ,Balgach (SG)
9,1,"Suter Irène, Podologie-Praxis",2018,Assistent/in Gesundheit und Soziales EBA,Freiburg (FR)
10,1,Fuss-Praxis Schwanen AG,2018,Augenoptiker/in EFZ,Luzern (LU)
11,1,Podologie-Praxis,2019,Automatiker/in EFZ,Oberägeri (ZG)
12,1,Podologie Praxis Canevascini,2018,Automatikmonteur/in EFZ,Oberwil BL (BL)
13,1,Fusspraxis Tellenbach,2018,Automobil-Assistent/in EBA,Trimbach (SO)
14,1,PODOLOGIE Novopede,2018,Automobil-Fachmann/-frau EFZ,Winterthur (ZH)
15,1,Beatrice Siegrist,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Zürich (ZH)
16,1,Blume und Blume,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Zürich (ZH)
17,2,Podologie Saturno GmbH,2018,Automobil-Mechatroniker/in EFZ,Zürich (ZH)
18,1,Auprès d'une entreprise partenaire du REN,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Les Verrières (NE)
19,1,Genossenschaft Migros Aare,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Urtenen-Schönbühl (BE)
20,1,Coop City,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Bern (BE)
21,1,Interio AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Urtenen-Schönbühl (BE)
22,1,Coop City,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Zug (ZG)
