,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Elsener-Klima AG,2018,Abdichter/in EFZ,Adliswil (ZH)
1,1,Klima AG,2018,Abdichtungspraktiker/in EBA,Basel (BS)
2,1,Jobst Willers Engineering AG,2019,Agrarpraktiker/in EBA,Bern (BE)
3,1,NBG Ingenieure AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Bern (BE)
4,1,Andy Wickart Haustechnik AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Finstersee (ZG)
5,1,inpla ag,2018,Agrarpraktiker/in (Weinbereitung) EBA,Flawil (SG)
6,2,Lippuner EMT AG,2018,Anlagen- und Apparatebauer/in EFZ,Grabs (SG)
7,1,Züst Ingenieurbüro Haustechnik AG,2019,Anlagenführer/in EFZ,Grüsch (GR)
8,1,Enplan AG,2018,Architekturmodellbauer/in EFZ,Herisau (AR)
9,1,Dörflinger & Partner AG,2019,Assistent/in Gesundheit und Soziales EBA,Herzogenbuchsee (BE)
10,1,W+L Partner AG,2018,Augenoptiker/in EFZ,Jona (SG)
11,1,3-Plan Haustechnik Violka + Partner AG,2018,Automatiker/in EFZ,Kreuzlingen (TG)
12,1,Tecnoservice Engineering SA,2018,Automatikmonteur/in EFZ,Marin-Epagnier (NE)
13,1,Toedtli Energie Ingénieurs Conseils,2018,Automobil-Assistent/in EBA,Marin-Epagnier (NE)
14,1,energiehaus ag,2018,Automobil-Fachmann/-frau EFZ,Mollis (GL)
15,1,Rapp Gebäudetechnik AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Münchenstein (BL)
16,1,Basler & Hofmann West AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Murten (FR)
17,1,Von Auw SA,2018,Automobil-Mechatroniker/in EFZ,Préverenges (VD)
18,1,Roth SA,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Vevey (VD)
19,1,Hunziker Partner AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Winterthur (ZH)
20,1,Basler & Hofmann West AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Zollikofen (BE)
21,1,Hans Abicht AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Zug (ZG)
22,1,Balzer Ingenieure AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Baar (ZG)
23,1,Klima AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Basel (BS)
24,1,Schmassmann AG,2018,Baumaschinenmechaniker/in EFZ,Basel (BS)
25,1,IEM Ingenieurbüro für Energie- und Messtechnik AG,2019,Baupraktiker/in EBA,Bern (BE)
26,2,Kannewischer Bern AG,2019,Bauwerktrenner/in EFZ,Bern (BE)
27,1,Matter + Ammann AG,2019,Bekleidungsgestalter/in EFZ,Bern (BE)
28,1,NBG Ingenieure AG,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Bern (BE)
29,1,Walker + Pestaj AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Bern 5 (BE)
30,1,Daniel Jutzi AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Burgdorf (BE)
31,1,Josef Moser AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Cham (ZG)
32,1,R. Arzethauser & Partner GmbH,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Cham (ZG)
33,1,Marco Felix AG,2019,Bekleidungsnäher/in EBA,Chur (GR)
34,1,Willi Haustechnik AG,2019,Betonwerker/in EFZ,Chur (GR)
35,1,Ortlieb & Hirschy SA,2018,Boden-Parkettleger/in EFZ,Cortaillod (NE)
36,1,Andy Wickart Haustechnik AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Finstersee (ZG)
37,1,Martin sanitaires SA,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Genf (GE)
38,1,Edwin Keller + Partner AG,2018,Bootbauer/in EFZ,Gossau SG (SG)
39,1,Züst Ingenieurbüro Haustechnik AG,2019,Bootfachwart/in EFZ,Grüsch (GR)
40,1,Dörig Planung GmbH,2018,Buchhändler/in EFZ,Herisau (AR)
41,1,Caduff Haustechnik AG,2019,Büchsenmacher/in EFZ,Ilanz (GR)
42,1,Goetschy Haustechnik GmbH,2018,Bühnentänzer/in EFZ,Laufen (BL)
