,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Beat Kipfer,2019,Abdichter/in EFZ,Amsoldingen (BE)
1,1,Karl Germann,2018,Abdichtungspraktiker/in EBA,Andwil SG (SG)
2,1,Lataria Engiadinaisa SA,2019,Agrarpraktiker/in EBA,Bever (GR)
3,1,Odermatt Käserei AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Dallenwil (NW)
4,1,Milchmanufaktur Einsiedeln AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Einsiedeln (SZ)
5,1,Schaukäserei Kloster Engelberg AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Engelberg (OW)
6,1,Molkerei-Käserei Schnider AG,2018,Anlagen- und Apparatebauer/in EFZ,Giswil (OW)
7,1,Käserei Graf,2018,Anlagenführer/in EFZ,Grub AR (AR)
8,1,Chascharia Val Müstair,2019,Architekturmodellbauer/in EFZ,Müstair (GR)
9,2,Emmi Schweiz AG,2019,Assistent/in Gesundheit und Soziales EBA,Ostermundigen (BE)
10,1,Bergkäserei Aschwanden,2019,Augenoptiker/in EFZ,Seelisberg (UR)
11,1,Käserei Hüpfenboden,2019,Automatiker/in EFZ,Trubschachen (BE)
12,1,Genossenschaft Augstbordkäserei,2018,Automatikmonteur/in EFZ,Turtmann (VS (de))
13,1,Thomas Hofer,2019,Automobil-Assistent/in EBA,Aarwangen (BE)
14,1,Käserei Studer AG,2018,Automobil-Fachmann/-frau EFZ,Amriswil (TG)
15,1,Beat Kipfer,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Amsoldingen (BE)
16,1,Sennerei Andeer,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Andeer (GR)
17,1,Karl Germann,2018,Automobil-Mechatroniker/in EFZ,Andwil SG (SG)
18,1,Fromagerie Raemy Jérôme,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Autigny (FR)
19,1,Thomas Manser,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Bazenheid (SG)
20,1,Birrer Anton,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Bernhardzell (SG)
21,1,Fromagerie Pittet Roland,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Bouloz (FR)
22,1,Käserei Schmid AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Buttisholz (LU)
23,1,Emmi Schweiz AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Dagmersellen (LU)
24,1,Emmi Käse AG Develier,2018,Baumaschinenmechaniker/in EFZ,Develier (JU)
25,1,Toni Gübeli Käserei GmbH,2018,Baupraktiker/in EBA,Dreien (SG)
26,1,Käserei Ebersecken,2018,Bauwerktrenner/in EFZ,Ebersecken (LU)
27,1,Milchmanufaktur Einsiedeln AG,2018,Bekleidungsgestalter/in EFZ,Einsiedeln (SZ)
28,1,Emmi Schweiz AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Emmen (LU)
29,1,Schaukäserei Kloster Engelberg AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Engelberg (OW)
30,1,Käserei Windlin AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Giswil (OW)
31,1,Molkerei-Käserei Schnider AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Giswil (OW)
32,1,Käserei Rossfallen,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Goldingen (SG)
33,1,Appenzeller Ziegenprodukte AG,2019,Bekleidungsnäher/in EBA,Gonten (AI)
34,1,Käserei Graf,2018,Betonwerker/in EFZ,Grub AR (AR)
35,1,Fromagerie d'Hauteville,2018,Boden-Parkettleger/in EFZ,Hauteville (FR)
36,1,Käserei Niedermuhren,2018,Boden-Parkettleger/in (Parkett) EFZ,Heitenried (FR)
