,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,2,Scherler AG,2019,Abdichter/in EFZ,Baar (ZG)
1,1,Thomas Lüem Partner AG,2019,Abdichtungspraktiker/in EBA,Baar (ZG)
2,1,ERISEL SA,2018,Agrarpraktiker/in EBA,Bellenz (TI)
3,1,Amstein + Walthert Bern AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Bern (BE)
4,3,Bering AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Bern (BE)
5,1,Toneatti Engineering AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Bern 13 (BE)
6,1,Sedelec SA,2018,Anlagen- und Apparatebauer/in EFZ,Carouge GE (GE)
7,1,Zimmermann Engineering AG,2019,Anlagenführer/in EFZ,Cham (ZG)
8,1,Amstein + Walthert AG,2019,Architekturmodellbauer/in EFZ,Chur (GR)
9,1,Scherler AG,2019,Assistent/in Gesundheit und Soziales EBA,Chur (GR)
10,1,ELKOM Partner AG,2019,Augenoptiker/in EFZ,Davos Platz (GR)
11,1,BK Plan SA,2018,Automatiker/in EFZ,Dietikon (ZH)
12,1,Thomas Lüem Partner AG,2018,Automatikmonteur/in EFZ,Dietikon (ZH)
13,1,Groupe technique h2,2018,Automobil-Assistent/in EBA,Ecublens VD (VD)
14,1,B+S Elektro Engineering AG,2018,Automobil-Fachmann/-frau EFZ,Emmenbrücke (LU)
15,1,Inocom Installationen AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Frauenfeld (TG)
16,1,srg engineering - Ingénieurs-Conseils Scherler SA,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Freiburg (FR)
17,2,Elektroplan Buchs & Grossen AG,2019,Automobil-Mechatroniker/in EFZ,Frutigen (BE)
18,1,Knobel Engineering Kandertal GmbH,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Frutigen (BE)
19,1,Salvisberg Electricité S.A.,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Genf (GE)
20,1,EVOLVE SA,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Giubiasco (TI)
21,1,Intra Engineering GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Goldach (SG)
22,2,fux & sarbach ENGINEERING AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Gümligen (BE)
23,1,SSE Engineering AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Gümligen (BE)
24,1,Forster AG,2018,Baumaschinenmechaniker/in EFZ,Kloten (ZH)
25,1,3-Plan Haustechnik Violka + Partner AG,2018,Baupraktiker/in EBA,Kreuzlingen (TG)
26,1,Bühlmann Engineering AG,2018,Bauwerktrenner/in EFZ,Luzern (LU)
27,1,Scherler AG,2018,Bekleidungsgestalter/in EFZ,Luzern (LU)
28,1,encon engineering ag,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Malans GR (GR)
29,1,Alpiq EnerTrans AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Niedergösgen (SO)
30,1,E-Net GmbH,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Oberengstringen (ZH)
31,1,HKG Engineering AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Rotkreuz (ZG)
32,1,T&P Troxler & Partner AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Ruswil (LU)
33,1,Hefti. Hess. Martignoni.,2018,Bekleidungsnäher/in EBA,St. Gallen (SG)
34,1,IEM Ingenieurbüro für Energie- und Messtechnik AG,2019,Betonwerker/in EFZ,Thun (BE)
35,1,Alpiq InTec Suisse SA,2018,Boden-Parkettleger/in EFZ,Vernier (GE)
36,1,Salzmann IED Engineering AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Visp (VS (de))
37,1,Andrist Elektro AG,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Wenslingen (BL)
38,1,Hefti. Hess. Martignoni.,2019,Bootbauer/in EFZ,Zug (ZG)
39,2,Amstein + Walthert AG,2018,Bootfachwart/in EFZ,Zürich (ZH)
40,1,Bachofner Kanalreinigungen AG,2018,Buchhändler/in EFZ,Fehraltorf (ZH)
41,1,ISS Kanal Services AG,2018,Büchsenmacher/in EFZ,Kägiswil (OW)
42,1,Ersotech GmbH,2018,Bühnentänzer/in EFZ,Luzern (LU)
43,1,Kanalprofis GmbH,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Rorschach (SG)
44,1,Zecchinel Transport AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Tägerwilen (TG)
45,1,Franz Pfister AG,2018,Büroassistent/in EBA,Zürich (ZH)
46,1,arpe ag kanaltechnik,2018,Carrosserielackierer/in EFZ,Buckten (BL)
47,1,Cand-Landi SA,2018,Carrosseriespengler/in EFZ,Grandson (VD)
48,1,Etter Hubert & Fils SA,2018,Chemie- und Pharmapraktiker/in EBA,Vuadens (FR)
49,1,Cand-Landi SA,2018,Chemie- und Pharmatechnologe/-login EFZ,Grandson (VD)
50,1,Aweka AG,2018,Coiffeur/-euse EBA,Nürensdorf (ZH)
51,1,ASA-Service AG,2018,Coiffeur/-euse EFZ,St. Gallen (SG)
52,1,Franz Pfister AG,2018,Dachdecker/in EFZ,Zürich (ZH)
53,1,Bau- und Verkehrsdepartement BS,2018,Dachdeckerpraktiker/in EBA,Basel (BS)
54,1,Kanal Blitz GmbH,2018,Dekorationsnäher/in EBA,Dübendorf (ZH)
55,1,Bachofner Kanalreinigungen AG,2018,Dentalassistent/in EFZ,Fehraltorf (ZH)
56,1,Cand-Landi SA,2018,Detailhandelsassistent/in EBA,Grandson (VD)
57,1,Mökah AG,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Henggart (ZH)
58,1,Landolt Transport AG,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Pfäffikon SZ (SZ)
59,1,Huber Umweltlogistik AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Weinfelden (TG)
60,1,Flughafen Zürich AG,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Zürich (ZH)
61,1,Maison V. Guimet fils SA,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Genf (GE)
62,1,Cand-Landi SA,2018,Detailhandelsassistent/in (Elektrofach) EBA,Grandson (VD)
63,1,ISS Kanal Services AG,2018,Detailhandelsassistent/in (Farben) EBA,Kägiswil (OW)
64,1,Tinguely Service de voirie SA,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Lausanne (VD)
