,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Typodruck Bosshart AG,2018,Abdichter/in EFZ,Aadorf (TG)
1,1,Multicolor Print AG,2019,Abdichtungspraktiker/in EBA,Baar (ZG)
2,1,Jordi AG,2019,Agrarpraktiker/in EBA,Belp (BE)
3,1,Länggass Druck AG Bern,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Bern (BE)
4,1,Reprotec AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Cham (ZG)
5,1,Casanova Druck Werkstatt AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Chur (GR)
6,1,Cavelti AG,2018,Anlagen- und Apparatebauer/in EFZ,Gossau SG (SG)
7,1,ETI DRUCK AG,2018,Anlagenführer/in EFZ,Hausen am Albis (ZH)
8,1,Appenzeller Druckerei AG,2018,Architekturmodellbauer/in EFZ,Herisau (AR)
9,1,GB Druck AG,2018,Assistent/in Gesundheit und Soziales EBA,Hochdorf (LU)
10,1,Vögeli AG,2019,Augenoptiker/in EFZ,Langnau im Emmental (BE)
11,1,bc medien ag,2018,Automatiker/in EFZ,Münchenstein (BL)
12,1,Schumacher Druckerei AG,2018,Automatikmonteur/in EFZ,Muri AG (AG)
13,1,Amcor Specialty Cartons Switzerland GmbH,2018,Automobil-Assistent/in EBA,Rickenbach SO (SO)
14,1,Merkel Druck AG,2018,Automobil-Fachmann/-frau EFZ,Riehen (BS)
15,1,stamm + co. AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Schleitheim (SH)
16,1,Wohler Druck AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Spreitenbach (AG)
17,1,Niedermann Druck AG,2018,Automobil-Mechatroniker/in EFZ,St. Gallen (SG)
18,1,Wolfau-Druck AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Weinfelden (TG)
19,1,Cube Media AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Zürich (ZH)
20,1,TPG Transports Publics Genevois,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Grand-Lancy (GE)
21,1,Héliorex Sàrl,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Morges (VD)
22,1,filigrane.art SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Sitten (VS (fr))
23,1,azrepro gmbh solothurn,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Solothurn (SO)
24,1,Eduard Truninger AG,2018,Baumaschinenmechaniker/in EFZ,St. Gallen (SG)
25,1,MPD Multi Print Digital GmbH,2018,Baupraktiker/in EBA,Wädenswil (ZH)
26,2,AZ Reprohuus AG,2018,Bauwerktrenner/in EFZ,Zofingen (AG)
27,1,Eduard Truninger AG,2018,Bekleidungsgestalter/in EFZ,Zürich (ZH)
28,1,SUEDPACK BIOGGIO SA,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Bioggio (TI)
29,1,Amcor Flexibles Burgdorf GmbH,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Burgdorf (BE)
30,1,ETI DRUCK AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Hausen am Albis (ZH)
31,2,NYCO,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Kirchberg BE (BE)
32,1,Bächler-Sidler AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Luzern (LU)
33,1,Lerchmüller AG,2018,Bekleidungsnäher/in EBA,Schinznach Dorf (AG)
34,1,Remund Werbetechnik AG,2018,Betonwerker/in EFZ,Büchslen (FR)
35,1,Mabasi Lab Sàrl,2018,Boden-Parkettleger/in EFZ,Champagne (VD)
36,1,Bombelli Siebdruck AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Luzern (LU)
37,1,Brander Siebdruck AG,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Mörschwil (SG)
38,1,Howigra AG,2019,Bootbauer/in EFZ,Oberegg (AI)
