,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Blättler Holzbau GmbH,2018,Abdichter/in EFZ,Affeltrangen (TG)
1,1,Dörig & Brülisauer GmbH,2019,Abdichtungspraktiker/in EBA,Appenzell Schlatt (AI)
2,1,Fecker Holzbau,2018,Agrarpraktiker/in EBA,Arbon (TG)
3,1,Wirth AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Bachs (ZH)
4,1,August Brühwiler AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Balterswil (TG)
5,1,Lazzarini AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Buchs SG (SG)
6,1,Meinrad Artho,2018,Anlagen- und Apparatebauer/in EFZ,Bütschwil (SG)
7,1,Bühlmann AG,2018,Anlagenführer/in EFZ,Dietikon (ZH)
8,1,Josef Rohrer AG,2018,Architekturmodellbauer/in EFZ,Flüeli-Ranft (OW)
9,1,Frehner Holzbau AG,2018,Assistent/in Gesundheit und Soziales EBA,Gais (AR)
10,1,Mösli Holzbau GmbH,2018,Augenoptiker/in EFZ,Gais (AR)
11,1,Holzbau Marzell Camenzind,2018,Automatiker/in EFZ,Gersau (SZ)
12,1,Küttel Markus,2018,Automatikmonteur/in EFZ,Gersau (SZ)
13,1,Holz Stürm AG,2018,Automobil-Assistent/in EBA,Goldach (SG)
14,1,Holzbau Manser Albert AG,2019,Automobil-Fachmann/-frau EFZ,Gonten (AI)
15,1,LerCHholz Sägewerk + Kistenfabrik AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Grünenmatt (BE)
16,1,Bach & Perreten Holzbau AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Gstaad (BE)
17,1,Ingold Stefan,2018,Automobil-Mechatroniker/in EFZ,Ichertswil (SO)
18,1,Coray Holzbau AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Ilanz (GR)
19,1,M&T von Rotz GmbH,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Kerns (OW)
20,1,Hector Egger Holzbau AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Langenthal (BE)
21,1,Fridli Holz AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Linthal (GL)
22,1,Wyss Zäune AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Lohn-Ammannsegg (SO)
23,1,Kühne Holzbau AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Maseltrangen (SG)
24,1,Haudenschild AG Niederbipp,2019,Baumaschinenmechaniker/in EFZ,Niederbipp (BE)
25,1,Sidler & Co. Nottwil AG,2018,Baupraktiker/in EBA,Nottwil (LU)
26,2,Beer Holzbau AG,2019,Bauwerktrenner/in EFZ,Ostermundigen (BE)
27,1,Rüegg Holzbau AG Ricken,2018,Bekleidungsgestalter/in EFZ,Ricken SG (SG)
28,1,SUTERHOLZ GmbH,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Ried (Muotathal) (SZ)
29,1,Paul Burkhard Holzbaugeschäft,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Roggwil TG (TG)
30,2,Implenia Schweiz AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Rümlang (ZH)
31,1,A. Freund Holzbau GmbH,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Samedan (GR)
32,2,Uffer Holz AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Savognin (GR)
33,1,WK-Paletten AG,2019,Bekleidungsnäher/in EBA,Schüpbach (BE)
34,1,Boner Holzbau AG,2019,Betonwerker/in EFZ,Serneus (GR)
35,1,Keller Holzbau AG,2018,Boden-Parkettleger/in EFZ,Sirnach (TG)
36,1,Scierie SYB,2019,Boden-Parkettleger/in (Parkett) EFZ,Sonvilier (BE)
37,1,fasciati sa,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Stampa (GR)
38,1,Herzog Bau und Holzbau AG,2019,Bootbauer/in EFZ,Stettlen (BE)
39,1,Tarcisi Maissen SA,2019,Bootfachwart/in EFZ,Trun (GR)
40,1,Lang Sägewerk AG,2018,Buchhändler/in EFZ,Urswil (LU)
41,1,Foffa Conrad Holzbau AG,2019,Büchsenmacher/in EFZ,Valchava (GR)
42,1,A. Schumacher AG,2018,Bühnentänzer/in EFZ,Vilters (SG)
43,1,Beat Hürlimann GmbH,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Walchwil (ZG)
44,1,Gebr. Küng AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Willisau (LU)
45,1,Otto Lädrach AG OLWO,2019,Büroassistent/in EBA,Worb (BE)
46,2,Saxer Holzbau GmbH,2018,Carrosserielackierer/in EFZ,Zürich (ZH)
47,6,Schule für Holzbildhauerei,2019,Carrosseriespengler/in EFZ,Brienz BE (BE)
