,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,BWB Altenrhein AG,2018,Abdichter/in EFZ,Altenrhein (SG)
1,1,GALVASWISS AG,2018,Abdichtungspraktiker/in EBA,Felben-Wellhausen (TG)
2,1,Impreglon Coatings AG,2019,Agrarpraktiker/in EBA,Altdorf UR (UR)
3,1,Galvanova AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Emmenbrücke (LU)
4,1,Stalder AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Engelburg (SG)
5,1,SILBAG AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Luzern (LU)
6,1,Blaser AG Malters,2018,Anlagen- und Apparatebauer/in EFZ,Malters (LU)
7,1,Fritz Kamm AG,2018,Anlagenführer/in EFZ,Mels (SG)
8,1,Veralit AG,2018,Architekturmodellbauer/in EFZ,Schlieren (ZH)
9,1,Chromwerk AG,2018,Assistent/in Gesundheit und Soziales EBA,St. Gallen (SG)
10,1,Dörrer AG,2018,Augenoptiker/in EFZ,Zürich (ZH)
11,1,Galvanic Mäder AG,2018,Automatiker/in EFZ,Zürich (ZH)
12,1,EFTEOR S.A.,2018,Automatikmonteur/in EFZ,Bassecourt (JU)
