,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Galliker Transport AG,2018,Abdichter/in EFZ,Altishofen (LU)
1,1,Kläsi Fahrzeugbau AG,2018,Abdichtungspraktiker/in EBA,Amriswil (TG)
2,1,Wenger Carrosserie / Fahrzeugbau,2018,Agrarpraktiker/in EBA,Basel (BS)
3,1,Maeder Fahrzeugbau AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Bassersdorf (ZH)
4,1,Feuerschutz Messer AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Belp (BE)
5,1,YL Group SA,2018,Agrarpraktiker/in (Weinbereitung) EBA,Echallens (VD)
6,1,Bako AG,2018,Anlagen- und Apparatebauer/in EFZ,Hägglingen (AG)
7,2,GK Grünenfelder AG,2018,Anlagenführer/in EFZ,Kriessern (SG)
8,1,Sutter AG Lungern,2018,Architekturmodellbauer/in EFZ,Lungern (OW)
9,1,Galati Centre Poids Lourds SA,2018,Assistent/in Gesundheit und Soziales EBA,Meyrin (GE)
10,2,Faba Fahrzeugbau AG,2018,Augenoptiker/in EFZ,Oberriet SG (SG)
11,1,GESER Fahrzeugbau AG,2018,Automatiker/in EFZ,Rothenburg (LU)
12,1,Steffen Fahrzeugbau GmbH,2018,Automatikmonteur/in EFZ,Schüpfheim (LU)
13,1,Bugnon SA,2018,Automobil-Assistent/in EBA,Torny-le-Grand (FR)
14,1,Mayer AG,2019,Automobil-Fachmann/-frau EFZ,Trimmis (GR)
15,1,Carrosserie Baldinger AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Urdorf (ZH)
16,1,LARAG AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Wil SG (SG)
17,2,Ackermann Fahrzeugbau AG,2018,Automobil-Mechatroniker/in EFZ,Willisau (LU)
18,2,Walser AG Zizers,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Zizers (GR)
19,1,Jakob Tanner AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Aadorf (TG)
20,1,W. Durrer Dach und Wand AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Alpnach Dorf (OW)
21,1,Arthur Müggler & Co. AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Altstätten SG (SG)
22,1,E. Jörg AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bätterkinden (BE)
23,1,Riget Dach AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Bilten (GL)
24,1,schuler + helfenstein ag,2019,Baumaschinenmechaniker/in EFZ,Cham (ZG)
25,1,M. Kneubühler AG,2018,Baupraktiker/in EBA,Dagmersellen (LU)
26,1,Odermatt Bedachungen und Spenglerei AG,2018,Bauwerktrenner/in EFZ,Dallenwil (NW)
27,1,Giger GmbH Degersheim,2018,Bekleidungsgestalter/in EFZ,Degersheim (SG)
28,1,Baeriswyl AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Düdingen (FR)
29,1,Schmid Bauunternehmung AG Buchrain,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Ebikon (LU)
30,1,U. + H. Nadig Fassaden-Technik AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Flums (SG)
31,1,COVRA METALL AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Goldach (SG)
32,1,REGAZZI SERRAMENTI E FACCIATE SA,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Gordola (TI)
33,1,Urs Graf Bedachungen AG,2018,Bekleidungsnäher/in EBA,Heiden (AR)
34,1,Bauimpuls AG,2019,Betonwerker/in EFZ,Heimberg (BE)
35,1,Werth AG,2018,Boden-Parkettleger/in EFZ,Kägiswil (OW)
