,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Schuler Uniformen AG,2018,Abdichter/in EFZ,Rothenthurm (SZ)
1,1,Schuler Uniformen AG,2018,Abdichtungspraktiker/in EBA,Rothenthurm (SZ)
2,1,Paluselli Elementbau AG,2018,Agrarpraktiker/in EBA,Diepoldsau (SG)
3,1,Macchi Beton-Fertigteile AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Gettnau (LU)
4,1,Elementwerk Istighofen AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Istighofen (TG)
5,1,Creabeton Matériaux AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Lyss (BE)
6,1,A. Tschümperlin AG,2018,Anlagen- und Apparatebauer/in EFZ,Meierskappel (LU)
7,1,Fanger Kies + Beton AG,2018,Anlagenführer/in EFZ,Sachseln (OW)
8,2,SAW Spannbetonwerk AG,2018,Architekturmodellbauer/in EFZ,Widnau (SG)
9,1,Külling AG,2018,Assistent/in Gesundheit und Soziales EBA,Wilchingen (SH)
