,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,PBF Fassadentechnik GmbH,2018,Abdichter/in EFZ,Abtwil SG (SG)
1,1,Ruch AG,2019,Abdichtungspraktiker/in EBA,Altdorf UR (UR)
2,1,Walker Stahl- und Metallbau AG,2019,Agrarpraktiker/in EBA,Amsteg (UR)
3,1,Josef Gartner Switzerland AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Arlesheim (BL)
4,1,Klausner Wetter Metallbau AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Auw (AG)
5,1,Ingenieurbüro Benno Staubli,2018,Agrarpraktiker/in (Weinbereitung) EBA,Bergdietikon (AG)
6,1,MLG Metall und Planung AG,2019,Anlagen- und Apparatebauer/in EFZ,Bern (BE)
7,1,Fünfschilling AG,2018,Anlagenführer/in EFZ,Binningen (BL)
8,1,Mplanwerk GmbH,2018,Architekturmodellbauer/in EFZ,Bülach (ZH)
9,1,Merkle Metallbau AG,2019,Assistent/in Gesundheit und Soziales EBA,Chur (GR)
10,1,REBA,2019,Augenoptiker/in EFZ,Chur (GR)
11,1,GEESmetall GmbH,2019,Automatiker/in EFZ,Davos Wiesen (GR)
12,1,Tuchschmid AG,2018,Automatikmonteur/in EFZ,Frauenfeld (TG)
13,1,Lippuner EMT AG,2018,Automobil-Assistent/in EBA,Grabs (SG)
14,1,Tobler Metallbau AG,2019,Automobil-Fachmann/-frau EFZ,Haldenstein (GR)
15,1,Ernst Schweizer AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Hedingen (ZH)
16,1,riesen metallbau ag,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Heimisbach (BE)
17,1,Helfenstein,2018,Automobil-Mechatroniker/in EFZ,Horw (LU)
18,1,Isenschmid AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Küssnacht am Rigi (SZ)
19,1,PLAN 4M AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Luzern (LU)
20,1,Charles Sauter AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Lyss (BE)
21,1,Fahrni Fassadensysteme AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Lyss (BE)
22,1,Rudolf Senn AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Muttenz (BL)
23,1,Arxhof Staatliche Lehrbetriebe BL,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Niederdorf (BL)
24,1,BCS SA,2018,Baumaschinenmechaniker/in EFZ,Romanel-sur-Morges (VD)
25,1,R&D Métal Sàrl,2018,Baupraktiker/in EBA,Savagnier (NE)
26,1,Pletscher Metallbau AG,2018,Bauwerktrenner/in EFZ,Schleitheim (SH)
27,1,Mauchle Stahlbau AG,2018,Bekleidungsgestalter/in EFZ,Sursee (LU)
28,1,Febatec GmbH,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Thun (BE)
29,1,H. Wetter AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Thun (BE)
30,1,Peter Soltermann AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Thun (BE)
31,1,Atelier P3 AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Zürich (ZH)
32,1,Peneder Bauelemente AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Zürich (ZH)
33,1,SM Bau AG,2018,Bekleidungsnäher/in EBA,Zuzwil SG (SG)
34,1,Spano Metallbau AG,2018,Betonwerker/in EFZ,Zwingen (BL)
35,1,Iromet AG,2018,Boden-Parkettleger/in EFZ,Alpnach Dorf (OW)
36,1,Metallbau Widmer AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Alpnach Dorf (OW)
37,1,Walker Stahl- und Metallbau AG,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Amsteg (UR)
38,1,Klausner Wetter Metallbau AG,2018,Bootbauer/in EFZ,Auw (AG)
39,1,Niederberger Tor- und Metallbau AG,2018,Bootfachwart/in EFZ,Beckenried (NW)
40,1,MLG Metall und Planung AG,2019,Buchhändler/in EFZ,Bern (BE)
41,1,Jörimann Stahl AG,2019,Büchsenmacher/in EFZ,Bonaduz (GR)
42,1,Gebr. Leuthold Metallbau AG,2018,Bühnentänzer/in EFZ,Büren NW (NW)
43,1,Mächler Metallbau AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Cham (ZG)
44,1,Romag Aquacare AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Düdingen (FR)
45,2,Alder + Eisenhut AG,2018,Büroassistent/in EBA,Ebnat-Kappel (SG)
46,1,Lüdi SMI GmbH,2018,Carrosserielackierer/in EFZ,Emmenbrücke (LU)
47,1,Otto Lang AG,2018,Carrosseriespengler/in EFZ,Ermensee (LU)
48,1,Swibox AG,2018,Chemie- und Pharmapraktiker/in EBA,Flamatt (FR)
49,1,Bergmann Metallbau & Co. KLG.,2018,Chemie- und Pharmatechnologe/-login EFZ,Gams (SG)
50,1,Metallprofi René In-Albon AG,2018,Coiffeur/-euse EBA,Glis (VS (de))
51,1,Bürgi Infra Grill und Küchenmaschinen AG,2018,Coiffeur/-euse EFZ,Goldau (SZ)
52,1,Meyer BlechTechnik AG,2018,Dachdecker/in EFZ,Grosswangen (LU)
53,1,Cavegn + Jenzer AG,2019,Dachdeckerpraktiker/in EBA,Ilanz (GR)
54,1,eberle + partner ag,2018,Dekorationsnäher/in EBA,Kaltbrunn (SG)
55,1,Ed. Keller AG,2018,Dentalassistent/in EFZ,Kirchberg SG (SG)
56,1,Imhof Peter AG,2018,Detailhandelsassistent/in EBA,Lax (VS (de))
57,1,Drahtesel,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Liebefeld (BE)
58,1,Fahrni Fassadensysteme AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Lyss (BE)
59,1,Roffler Metallbau AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Malans GR (GR)
60,1,VHP Métal SA Constructions métalliques,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Meyrin (GE)
61,1,Arxhof Staatliche Lehrbetriebe BL,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Niederdorf (BL)
62,1,Kolb ProTech AG,2018,Detailhandelsassistent/in (Elektrofach) EBA,Oberriet SG (SG)
63,1,Hefti Schlosserei GmbH,2018,Detailhandelsassistent/in (Farben) EBA,Oberurnen (GL)
64,1,Küng Metallbau,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Rothenfluh (BL)
65,1,Pfanner AG,2018,Detailhandelsassistent/in (Flower) EBA,Sargans (SG)
66,1,Renz Metallbau AG,2019,Detailhandelsassistent/in (Garden) EBA,Schiers (GR)
67,1,K. Schären AG,2019,Detailhandelsassistent/in (Haushalt) EBA,Steffisburg (BE)
68,1,Ferronnerie d'Art Puopolo Davide,2018,Detailhandelsassistent/in (Kiosk) EBA,Vich (VD)
69,1,Konsolen AG,2018,Detailhandelsassistent/in (Landi) EBA,Ziefen (BL)
70,6,BBZ Biel-Bienne,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Biel/Bienne (BE)
71,6,CFP Biel-Bienne,2019,Detailhandelsassistent/in (Möbel) EBA,Biel/Bienne (BE)
72,1,Ebauches Micromécanique Precitrame SA,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Tramelan (BE)
73,1,Meylan Frères SA,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Le Brassus (VD)
74,1,Ebauches Micromécanique Precitrame SA,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Tramelan (BE)
75,1,Vaucher Manufacture Fleurier SA,2018,Detailhandelsassistent/in (Papeterie) EBA,Fleurier (NE)
76,6,ETA SA Manufacture Horlogère Suisse,2018,Detailhandelsassistent/in (Parfumerie) EBA,Grenchen (SO)
77,1,Ebauches Micromécanique Precitrame SA,2019,Detailhandelsassistent/in (Post) EBA,Tramelan (BE)
