,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Abakus Natursteine AG,2018,Abdichter/in EFZ,Birsfelden (BL)
1,1,Pedretti,2018,Abdichtungspraktiker/in EBA,Buchs ZH (ZH)
2,1,Paradisa GmbH,2018,Agrarpraktiker/in EBA,Näfels (GL)
3,1,Meier Natursteine AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Oberägeri (ZG)
4,1,BUGRA Natursteine GmbH,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Sarnen (OW)
5,1,Knobel AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Schwanden GL (GL)
6,1,Granimor AG,2018,Anlagen- und Apparatebauer/in EFZ,Tübach (SG)
7,1,Max Frei AG,2018,Anlagenführer/in EFZ,Widnau (SG)
8,1,HELLA Storen AG,2018,Architekturmodellbauer/in EFZ,Lütisburg (SG)
9,1,Wolf Storen AG,2018,Assistent/in Gesundheit und Soziales EBA,Sennwald (SG)
10,1,Kästli Storen AG,2018,Augenoptiker/in EFZ,Zürich (ZH)
11,1,Griesser AG,2018,Automatiker/in EFZ,Aadorf (TG)
12,1,Matz,2018,Automatikmonteur/in EFZ,Altikon (ZH)
13,1,Beerli Storen GmbH,2018,Automobil-Assistent/in EBA,Au SG (SG)
14,1,Schenker Storen AG,2018,Automobil-Fachmann/-frau EFZ,Buchs SG 1 (SG)
15,1,Bottiglieri S.A.,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Carouge GE (GE)
16,1,ECLISSI SAGL,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Contone (TI)
17,1,Christen Rolladen AG,2018,Automobil-Mechatroniker/in EFZ,Dielsdorf (ZH)
18,1,Schenker Storen AG Luzern,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Ebikon (LU)
19,1,Proma SA,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Gland (VD)
20,1,REGAZZI SCHERMATURE SOLARI SA,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Gordola (TI)
21,1,Steiner-Storen-Tore-Türen-Fenster AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Gossau SG (SG)
22,1,Bolliger AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Jona (SG)
23,1,ARPI GmbH Sonnen- und Wetterschutzsysteme,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Kirchdorf AG (AG)
24,1,Contact Stores Sàrl,2018,Baumaschinenmechaniker/in EFZ,Le Lignon (GE)
25,1,HELLA Storen AG,2018,Baupraktiker/in EBA,Lütisburg (SG)
26,1,Griesser AG,2019,Bauwerktrenner/in EFZ,Malans GR (GR)
27,1,"Schenker Storen AG, Pfäffikon",2018,Bekleidungsgestalter/in EFZ,Pfäffikon ZH (ZH)
28,1,Wolf Storen AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Sennwald (SG)
29,1,Mario Gehlhaar,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Seuzach (ZH)
30,1,Ammann Storen AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,St. Gallen (SG)
31,1,Schenker Storen AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Sursee (LU)
32,1,Filtra AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Wattenwil (BE)
33,1,Ammann Storenbau AG Winterthur,2018,Bekleidungsnäher/in EBA,Winterthur (ZH)
34,1,Kästli Storen AG,2018,Betonwerker/in EFZ,Zürich (ZH)
35,1,Membrez Laurent SA,2018,Boden-Parkettleger/in EFZ,Aclens (VD)
36,1,Cellere AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Ardez (GR)
37,1,Vonplon Strassenbau AG,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Baar (ZG)
38,1,Tozzo AG BS,2018,Bootbauer/in EFZ,Basel (BS)
39,2,TIBAU AG,2018,Bootfachwart/in EFZ,Bassersdorf (ZH)
40,1,STRABAG AG,2018,Buchhändler/in EFZ,Beringen (SH)
41,1,Huldi + Stucki,2019,Büchsenmacher/in EFZ,Bern (BE)
42,1,Echenard SA,2018,Bühnentänzer/in EFZ,Bex (VD)
43,1,De Luca AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Biel/Bienne (BE)
44,1,Toneatti AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Bilten (GL)
45,1,Knecht Bau AG,2018,Büroassistent/in EBA,Brugg AG (AG)
46,1,W. Kressig AG,2018,Carrosserielackierer/in EFZ,Buchs SG (SG)
47,1,Wilhelm Büchel AG,2018,Carrosseriespengler/in EFZ,Buchs SG (SG)
48,2,Kern Strassenbau AG,2018,Chemie- und Pharmapraktiker/in EBA,Bülach (ZH)
49,2,P. Imperiali & Cie AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Büren an der Aare (BE)
50,1,Convia Bau AG,2018,Coiffeur/-euse EBA,Bürglen TG (TG)
51,1,Cellere Bau AG,2019,Coiffeur/-euse EFZ,Chur (GR)
52,2,Implenia Schweiz AG,2019,Dachdecker/in EFZ,Chur (GR)
53,1,KIBAG Bauleistungen AG,2019,Dachdeckerpraktiker/in EBA,Chur (GR)
54,2,METTLER PRADER AG,2019,Dekorationsnäher/in EBA,Chur (GR)
