,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Holzwerkstoffe Gfeller AG,2019,Abdichter/in EFZ,Landquart (GR)
1,1,Mino SA,2018,Abdichtungspraktiker/in EBA,Romanel-sur-Lausanne (VD)
2,1,Sägerei Trachsel AG,2019,Agrarpraktiker/in EBA,Rüti b. Riggisberg (BE)
3,1,Näpflin Gebäudehülle AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Schattdorf (UR)
4,1,Nicol. Hartmann & Cie. AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,St. Moritz (GR)
5,1,Pomatti AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,St. Moritz (GR)
6,1,"Staatssekretariat für Bildung, Forschung",2019,Anlagen- und Apparatebauer/in EFZ,Bern (BE)
7,2,Accutor AG,2018,Anlagenführer/in EFZ,Affoltern am Albis (ZH)
8,1,Syna,2019,Architekturmodellbauer/in EFZ,Altdorf UR (UR)
9,1,Arosa Bergbahnen AG,2019,Assistent/in Gesundheit und Soziales EBA,Arosa (GR)
10,1,Deluxe Parkett AG,2019,Augenoptiker/in EFZ,Baar (ZG)
11,1,VERAGOUTH SA,2018,Automatiker/in EFZ,Bedano (TI)
12,1,BKW Energie AG,2019,Automatikmonteur/in EFZ,Bern (BE)
13,1,Blaues Kreuz Bern - Solothurn - Freiburg,2019,Automobil-Assistent/in EBA,Bern (BE)
14,1,Hogrefe AG,2019,Automobil-Fachmann/-frau EFZ,Bern (BE)
15,1,Pensionskasse SBB,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Bern (BE)
16,10,Stiftung Schulungs- und Wohnheime Rossfeld,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Bern (BE)
17,1,Reformierte Kirchen Bern-Jura-Solothurn,2019,Automobil-Mechatroniker/in EFZ,Bern 22 (BE)
18,1,TSM Treuhand GmbH,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bern 6 (BE)
19,1,Residenz Au Lac,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Biel/Bienne (BE)
20,1,Herbamed AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Bühler (AR)
21,2,TISCA Tischhauser AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Bühler (AR)
22,1,Amcor Flexibles Burgdorf GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Burgdorf (BE)
23,1,Schwob AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Burgdorf (BE)
24,2,Erbo AG,2019,Baumaschinenmechaniker/in EFZ,Bützberg (BE)
25,1,Girsberger AG,2019,Baupraktiker/in EBA,Bützberg (BE)
26,1,Luzi Gerüste AG,2019,Bauwerktrenner/in EFZ,Cazis (GR)
27,1,Carl Heusser AG,2019,Bekleidungsgestalter/in EFZ,Cham (ZG)
28,1,Lernstatt Känguruh,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Chur (GR)
29,2,Swisscom (Schweiz) AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Chur (GR)
30,1,Swisscom AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Chur (GR)
31,1,Carlo Vero & Frère SA,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Crissier (VD)
32,1,Casatec SA,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Disentis/Mustér (GR)
33,1,AAR Consulting GmbH,2018,Bekleidungsnäher/in EBA,Eschenbach SG (SG)
34,1,Auto Pfammatter GmbH,2018,Betonwerker/in EFZ,Eyholz (VS (de))
35,1,Roth Gerüste AG,2019,Boden-Parkettleger/in EFZ,Frauenkappelen (BE)
36,1,Unitechnologies SA,2019,Boden-Parkettleger/in (Parkett) EFZ,Gals (BE)
37,1,Etude Renda & Paruzzolo,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Genf 4 (GE)
38,1,ALSA Dienstleistungen GmbH,2018,Bootbauer/in EFZ,Hinwil (ZH)
39,1,Kuhn und Bieri AG,2019,Bootfachwart/in EFZ,Köniz (BE)
40,1,Goldec SA,2018,Buchhändler/in EFZ,La Chaux-de-Fonds (NE)
41,1,Habegger Biedermann Rechtsanwälte,2019,Büchsenmacher/in EFZ,Langenthal (BE)
42,1,EWL Genossenschaft,2019,Bühnentänzer/in EFZ,Lauterbrunnen (BE)
43,1,KMU Lehrbetriebsverbund AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Liestal (BL)
44,2,FREI'S Schulen AG Luzern,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Luzern (LU)
45,1,Stiftung Alpbach,2019,Büroassistent/in EBA,Meiringen (BE)
46,1,Quickline AG,2019,Carrosserielackierer/in EFZ,Nidau (BE)
47,1,Ernst Tobler & Co. AG,2018,Carrosseriespengler/in EFZ,Niederuzwil (SG)
48,1,Bianchi Bau AG,2019,Chemie- und Pharmapraktiker/in EBA,Obersaxen (GR)
49,2,ARP Schweiz AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Rotkreuz (ZG)
50,1,Gemeindeschule Samedan,2019,Coiffeur/-euse EBA,Samedan (GR)
51,1,Spycher Handwerk AG,2019,Coiffeur/-euse EFZ,Schwarzenbach (Huttwil) (BE)
52,2,Hapimag AG,2019,Dachdecker/in EFZ,Steinhausen (ZG)
53,1,HELLA Storen AG,2019,Dachdeckerpraktiker/in EBA,Steinhausen (ZG)
54,1,AG für Abfallverwertung AVAG,2019,Dekorationsnäher/in EBA,Thun (BE)
55,1,Casa Depuoz,2019,Dentalassistent/in EFZ,Trun (GR)
56,1,TISCA Tischhauser AG,2018,Detailhandelsassistent/in EBA,Urnäsch (AR)
57,1,GIMP Sàrl,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Vernayaz (VS (fr))
58,1,Hestia Conseils Sàrl,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Vétroz (VS (fr))
59,8,KLEVER AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Winterthur (ZH)
