,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Landtechnik Affoltern i.E. GmbH,2019,Abdichter/in EFZ,Affoltern im Emmental (BE)
1,1,Amhof AG,2018,Abdichtungspraktiker/in EBA,Alikon (AG)
2,1,E. Hermann AG,2018,Agrarpraktiker/in EBA,Bad Ragaz (SG)
3,1,Mamin SA,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Bex (VD)
4,1,Ogay Christian,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Croy (VD)
5,1,Oberholzer AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Dietlikon (ZH)
6,1,Heiniger Landtechnik AG,2018,Anlagen- und Apparatebauer/in EFZ,Ebnet (LU)
7,2,Zaugg AG Eggiwil,2019,Anlagenführer/in EFZ,Eggiwil (BE)
8,1,Anliker Landtechnik AG,2019,Architekturmodellbauer/in EFZ,Fraubrunnen (BE)
9,1,Baumarep AG,2018,Assistent/in Gesundheit und Soziales EBA,Gamsen (VS (de))
10,1,Enz Service AG,2018,Augenoptiker/in EFZ,Giswil (OW)
11,1,Müll-Mec GmbH,2018,Automatiker/in EFZ,Hallau (SH)
12,1,Kast Landmaschinen AG,2018,Automatikmonteur/in EFZ,Heiden (AR)
13,1,Grimm Forst- und Maschinenbetrieb GmbH,2018,Automobil-Assistent/in EBA,Hinwil (ZH)
14,1,H. Obrist GmbH,2019,Automobil-Fachmann/-frau EFZ,Klosters (GR)
15,1,Gander Henri Atelier Mécanique,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Les Moulins (VD)
16,1,Bollhalder Landmaschinen GmbH,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Oberhelfenschwil (SG)
17,1,Silent AG,2018,Automobil-Mechatroniker/in EFZ,Otelfingen (ZH)
18,1,KLE AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Rorbas (ZH)
19,1,Raus SA,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Rosé (FR)
20,1,Caluori und Caminada GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Rothenbrunnen (GR)
21,1,Garascha Berther,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Rueras (GR)
22,1,Hunger Safien,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Safien Platz (GR)
23,1,LM Service AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Sax (SG)
24,1,Schallberger Leo AG,2019,Baumaschinenmechaniker/in EFZ,Schattdorf (UR)
25,1,Keller Landmaschinen AG,2018,Baupraktiker/in EBA,Schwellbrunn (AR)
