,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Kinderkrippe Stärnschnuppe,2018,Abdichter/in EFZ,Adliswil (ZH)
1,1,Kita Chinderstern Adliswil GmbH,2018,Abdichtungspraktiker/in EBA,Adliswil (ZH)
2,1,UAPE Le Rendez-vous,2018,Agrarpraktiker/in EBA,Aubonne (VD)
3,1,KZU Kompetenzzentrum Pflege,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Bassersdorf (ZH)
4,1,Hirslanden Bern AG Klinik Salem Spital,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Bern (BE)
5,2,Kindertagesstätte mikado,2019,Agrarpraktiker/in (Weinbereitung) EBA,Bern (BE)
6,13,Kindertagesstätte Piccolino,2019,Anlagen- und Apparatebauer/in EFZ,Bern (BE)
7,1,Ecole à journée continue Avenir,2019,Anlagenführer/in EFZ,Biel/Bienne (BE)
8,1,Ecole à journée continue Bubenberg,2019,Architekturmodellbauer/in EFZ,Biel/Bienne (BE)
9,1,Ecole à journée continue Champ-du-Moulin,2019,Assistent/in Gesundheit und Soziales EBA,Biel/Bienne (BE)
10,1,Ecole à journée continue des Prés-Walker,2019,Augenoptiker/in EFZ,Biel/Bienne (BE)
11,1,Ecole à journée continue Dufour,2019,Automatiker/in EFZ,Biel/Bienne (BE)
12,4,Kita Bubenberg - Crèche Bubenberg,2019,Automatikmonteur/in EFZ,Biel/Bienne (BE)
13,3,Kita Mett - Crèche de Mâche,2019,Automobil-Assistent/in EBA,Biel/Bienne (BE)
14,1,Kita Rochette Stadt Biel,2019,Automobil-Fachmann/-frau EFZ,Biel/Bienne (BE)
15,4,Kita Zukunft - Crèche de l'Avenir,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Biel/Bienne (BE)
16,1,Tagesschule Champagne,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Biel/Bienne (BE)
17,1,Tagesschule Plänke,2019,Automobil-Mechatroniker/in EFZ,Biel/Bienne (BE)
18,1,Kindervilla,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bottmingen (BL)
19,1,Regionalspital Emmental AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Burgdorf (BE)
20,1,KIMI Daleu AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Chur (GR)
21,2,Stadt Chur,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Chur (GR)
22,1,Spital Davos AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Davos Platz (GR)
23,1,Kindertagesstätte/Canorta d'affons,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Disentis/Mustér (GR)
24,4,Chinderhuus Muur,2018,Baumaschinenmechaniker/in EFZ,Ebmatingen (ZH)
25,1,Swiss Pre-Kindergarten GmbH,2018,Baupraktiker/in EBA,Erlenbach ZH (ZH)
26,1,MAJMUNSCHE GmbH,2018,Bauwerktrenner/in EFZ,Fehraltorf (ZH)
27,1,Fugu Kinderkrippe Glattbrugg,2018,Bekleidungsgestalter/in EFZ,Glattbrugg (ZH)
28,1,Kinderkrippe Bambi Opfikon,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Glattpark (Opfikon) (ZH)
29,1,Garderie L'Arbre à musique,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Gryon (VD)
30,1,KITA Wirbelwind,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Heiden (AR)
31,1,Verein Kindertagesstätte Chinderhuus,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Ins (BE)
32,1,globegarden Dorfstrasse,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Kilchberg ZH (ZH)
33,1,Kinderkrippe Little People,2018,Bekleidungsnäher/in EBA,Kloten (ZH)
34,1,Double Decker Bilingual Preschool GmbH,2018,Betonwerker/in EFZ,Küsnacht ZH (ZH)
35,1,Fennergut,2018,Boden-Parkettleger/in EFZ,Küsnacht ZH (ZH)
36,1,"Centre pédagogique ""Les Billodes""",2018,Boden-Parkettleger/in (Parkett) EFZ,Le Locle (NE)
37,1,Kindertagesstätte Schatzinsel,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Männedorf (ZH)
38,1,Kita Zauberloki,2018,Bootbauer/in EFZ,Männedorf (ZH)
39,2,Kindertraum-Haus,2018,Bootfachwart/in EFZ,Meilen (ZH)
40,1,Kita MiniMundo GmbH,2018,Buchhändler/in EFZ,Muttenz (BL)
41,1,KITA Chinderwelt,2018,Büchsenmacher/in EFZ,Niederteufen (AR)
42,1,Kinderkrippe Hosechnöpf GmbH,2018,Bühnentänzer/in EFZ,Oberweningen (ZH)
