,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,appenzeller fleisch und feinkost ag,2019,Abdichter/in EFZ,Appenzell Steinegg (AI)
1,1,Metzgerei Schmed AG,2019,Abdichtungspraktiker/in EBA,Breil/Brigels (GR)
2,2,Hugo Willimann AG,2018,Agrarpraktiker/in EBA,Dagmersellen (LU)
3,1,Köferli AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Döttingen (AG)
4,2,Metzgerei Würmli AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Elgg (ZH)
5,1,Metzgerei Stalder GmbH,2018,Agrarpraktiker/in (Weinbereitung) EBA,Ennetbürgen (NW)
6,1,RU-Fleisch AG,2018,Anlagen- und Apparatebauer/in EFZ,Flums (SG)
7,2,SUTTERO,2018,Anlagenführer/in EFZ,Gossau SG (SG)
8,1,Wiprächtiger AG,2018,Architekturmodellbauer/in EFZ,Hergiswil b. Willisau (LU)
9,1,Säntis Metzgerei AG,2018,Assistent/in Gesundheit und Soziales EBA,Hundwil (AR)
10,1,Marcel Rupf,2019,Augenoptiker/in EFZ,Landquart (GR)
11,1,Hansjörg Müller,2018,Automatiker/in EFZ,Luzern (LU)
12,1,Metzgerei Hälg AG,2018,Automatikmonteur/in EFZ,Neukirch (Egnach) (TG)
13,1,Wernli-Metzg,2018,Automobil-Assistent/in EBA,Remigen (AG)
14,1,Spezialitäten Metzg Splügen,2019,Automobil-Fachmann/-frau EFZ,Splügen (GR)
15,1,Metzgerei Fischbacher,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Thusis (GR)
16,1,Metzgerei Schmed AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Breil/Brigels (GR)
17,2,Hugo Willimann AG,2018,Automobil-Mechatroniker/in EFZ,Dagmersellen (LU)
18,1,Köferli AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Döttingen (AG)
19,2,Metzgerei Würmli AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Elgg (ZH)
20,1,Metzgerei Stalder GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Ennetbürgen (NW)
21,1,Breitenmoser Fleischspezialitäten AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Gais (AR)
22,1,Säntis Metzgerei AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Hundwil (AR)
23,1,Hans Friedli,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Kappel SO (SO)
24,1,Metzgerei Rust GmbH,2018,Baumaschinenmechaniker/in EFZ,Neu St. Johann (SG)
25,1,Metzgerei Hälg AG,2018,Baupraktiker/in EBA,Neukirch (Egnach) (TG)
26,1,Wernli-Metzg,2018,Bauwerktrenner/in EFZ,Remigen (AG)
27,1,Spezialitäten Metzg Splügen,2019,Bekleidungsgestalter/in EFZ,Splügen (GR)
28,1,Metzgerei Stutzer & Flüeler AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Stans (NW)
29,1,Metzgerei Herrmann AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Sulgen (TG)
30,1,Metzgerei Fischbacher,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Thusis (GR)
31,1,Carnapartner AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Winterthur (ZH)
32,1,appenzeller fleisch und feinkost ag,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Appenzell Steinegg (AI)
33,1,Breitenmoser Fleischspezialitäten AG,2019,Bekleidungsnäher/in EBA,Appenzell Steinegg (AI)
34,1,Remo Sprenger,2018,Betonwerker/in EFZ,Berg TG (TG)
35,1,Steiner Fleischspezialitäten AG,2018,Boden-Parkettleger/in EFZ,Birmensdorf ZH (ZH)
36,1,Boucherie chevaline Moret Bernard,2018,Boden-Parkettleger/in (Parkett) EFZ,Bulle (FR)
37,2,Suter Viandes SA,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Carouge GE (GE)
38,1,Hugo Willimann AG,2018,Bootbauer/in EFZ,Dagmersellen (LU)
39,1,Dorfmetzg Schnidrig GmbH,2018,Bootfachwart/in EFZ,Einsiedeln (SZ)
40,1,Metzgerei Stalder GmbH,2018,Buchhändler/in EFZ,Ennetbürgen (NW)
41,1,Metzgerei Giger,2018,Büchsenmacher/in EFZ,Entlebuch (LU)
42,1,Breitenmoser Fleischspezialitäten AG,2018,Bühnentänzer/in EFZ,Gais (AR)
43,1,Metzgerei Zimmermann AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Gelterkinden (BL)
44,1,Grande Boucherie du Molard SA,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Genf (GE)
45,1,Hösli Metzg AG,2018,Büroassistent/in EBA,Glarus (GL)
46,2,Metzgerei Würmli AG,2018,Carrosserielackierer/in EFZ,Gundetswil (ZH)
