,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Rhein-Baumschulen,2018,Abdichter/in EFZ,Buchs SG (SG)
1,1,ASSOCIAZIONE VIVAIO,2018,Abdichtungspraktiker/in EBA,Castel San Pietro (TI)
2,1,J. Hug,2018,Agrarpraktiker/in EBA,Dielsdorf (ZH)
3,1,Aebi-Kaderli Baumschulen AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Düdingen (FR)
4,1,Schutz Filisur Samen + Pflanzen AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Filisur (GR)
5,1,Jacquet S.A.,2018,Agrarpraktiker/in (Weinbereitung) EBA,Genf (GE)
6,1,Füllemann AG,2018,Anlagen- und Apparatebauer/in EFZ,Gossau SG (SG)
7,1,Kündig Baumschulen AG,2018,Anlagenführer/in EFZ,Ibach (SZ)
8,1,Anderegg Baumschulen AG,2019,Architekturmodellbauer/in EFZ,Langenthal (BE)
9,1,Kaech Dominique,2018,Assistent/in Gesundheit und Soziales EBA,Lussy FR (FR)
10,1,Baumschule Daepp,2019,Augenoptiker/in EFZ,Münsingen (BE)
11,1,Glauser's BIO-Baumschule,2019,Automatiker/in EFZ,Noflen BE (BE)
12,1,Menu Joseph S.A.,2018,Automatikmonteur/in EFZ,Plan-les-Ouates (GE)
13,1,Pépinières Baudat,2018,Automobil-Assistent/in EBA,Romanel-sur-Lausanne (VD)
14,1,Zulauf AG,2018,Automobil-Fachmann/-frau EFZ,Schinznach Dorf (AG)
15,1,Lüscher Gartenbau-Baumschulen AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Zürich (ZH)
16,1,Wild Gartenbau AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Aarwangen (BE)
17,1,Christian Roth,2018,Automobil-Mechatroniker/in EFZ,Abtwil SG (SG)
18,2,Daniel Meyer,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Adligenswil (LU)
19,1,Vetter Gartenbau AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Adligenswil (LU)
20,1,Angermann Gartenbau AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Adliswil (ZH)
21,2,Singenberger AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Adliswil (ZH)
22,1,Frühauf Gartenbau GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Alpnach Dorf (OW)
23,1,M. Berger AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Anglikon (AG)
24,2,Gassner,2019,Baumaschinenmechaniker/in EFZ,Appenzell (AI)
25,1,Alfred Müller AG,2019,Baupraktiker/in EBA,Baar (ZG)
26,2,Bau- und Verkehrsdepartement BS,2018,Bauwerktrenner/in EFZ,Basel (BS)
27,1,Spaltenstein Garten Bau AG,2018,Bekleidungsgestalter/in EFZ,Bassersdorf (ZH)
28,1,Jardins Alexandre SA,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Belfaux (FR)
29,1,Picea Gartenbau GmbH,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Bellach (SO)
30,2,Meyer Gärten AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Belp (BE)
31,1,Häusermann Gartenbau AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Bergdietikon (AG)
32,1,Bundesamt für Bauten und Logistik,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Bern (BE)
33,1,Haas Gartenbau AG,2019,Bekleidungsnäher/in EBA,Bern (BE)
34,1,Gärtnerei Messmer AG,2018,Betonwerker/in EFZ,Berneck (SG)
35,1,David Gartenbau,2018,Boden-Parkettleger/in EFZ,Biberist (SO)
36,1,Wetzel AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Birmenstorf AG (AG)
37,1,Gaillard Paysagisme,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Bonnefontaine (FR)
38,1,Haas Gartenbau AG Bremgarten,2019,Bootbauer/in EFZ,Bremgarten b. Bern (BE)
39,1,Kurt Kirchhofer,2018,Bootfachwart/in EFZ,Brislach (BL)
40,1,F Design Landscape AG,2018,Buchhändler/in EFZ,Bubendorf (BL)
41,2,Matter Garten AG,2018,Büchsenmacher/in EFZ,Buchs ZH (ZH)
42,1,Les Jardins de Frank Sàrl,2018,Bühnentänzer/in EFZ,Bulle (FR)
43,1,von Büren Gartenbau GmbH,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Büren NW (NW)
44,3,Herrmann Gartenbau AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Burgdorf (BE)
45,1,el Giardinee SA,2019,Büroassistent/in EBA,Cama (GR)
46,1,Setex SA,2018,Carrosserielackierer/in EFZ,Cartigny (GE)
47,1,Pépinières Mathis SA,2018,Carrosseriespengler/in EFZ,Chavannes-près-Renens (VD)
48,1,Ménétrey SA,2018,Chemie- und Pharmapraktiker/in EBA,Cheseaux-sur-Lausanne (VD)
49,1,Lernstatt Känguruh,2019,Chemie- und Pharmatechnologe/-login EFZ,Chur (GR)
50,1,Stadt Chur,2019,Coiffeur/-euse EBA,Chur (GR)
51,1,Zulauf,2018,Coiffeur/-euse EFZ,Dagmersellen (LU)
52,1,Scherer Gartengestaltung und Pflege,2018,Dachdecker/in EFZ,Dällikon (ZH)
53,2,Schoop + Co. AG,2018,Dachdeckerpraktiker/in EBA,Dättwil AG (AG)
54,1,Gartenbau Demont,2019,Dekorationsnäher/in EBA,Davos Dorf (GR)
55,1,Kottmann-Kohler Gartenbau AG,2018,Dentalassistent/in EFZ,Dittingen (BL)
56,1,Zuber Aussenwelten AG,2019,Detailhandelsassistent/in EBA,Domat/Ems (GR)
57,1,Anklin Gärten AG,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Duggingen (BL)
58,1,Mattmann Gartenbau GmbH,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Ebikon (LU)
59,1,Rogger Naturgarten GmbH,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Ebnat-Kappel (SG)
60,1,gartenbau ag entlebuch,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Ebnet (LU)
61,1,Mille et Un Jardins,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Echandens (VD)
62,1,Die Gartenprofis,2018,Detailhandelsassistent/in (Elektrofach) EBA,Effretikon (ZH)
63,2,Gartenbau Hölzli GmbH,2018,Detailhandelsassistent/in (Farben) EBA,Egg (Flawil) (SG)
64,1,Brunner Gartengestaltung AG,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Eichberg (SG)
65,1,Spalinger Gartenpflege AG,2018,Detailhandelsassistent/in (Flower) EBA,Erlenbach ZH (ZH)
66,1,A. Süess Gartenbau AG,2018,Detailhandelsassistent/in (Garden) EBA,Ermensee (LU)
67,1,Gamma Gartenraum GmbH,2019,Detailhandelsassistent/in (Haushalt) EBA,Erstfeld (UR)
68,1,Bonsania GmbH,2018,Detailhandelsassistent/in (Kiosk) EBA,Eschenbach LU (LU)
69,1,Dietziker Gärten GmbH,2018,Detailhandelsassistent/in (Landi) EBA,Eschenbach SG (SG)
70,1,Portulac,2018,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Fehraltorf (ZH)
71,2,zingg gartengestaltung ag,2019,Detailhandelsassistent/in (Möbel) EBA,Felsberg (GR)
