,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Degiacomi,2019,Abdichter/in EFZ,Bonaduz (GR)
1,1,Orthomedio GmbH,2019,Abdichtungspraktiker/in EBA,Spiez (BE)
2,1,Pro Pede AG,2018,Agrarpraktiker/in EBA,Staufen (AG)
3,1,Landqart AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Landquart (GR)
4,2,Berufslernverbund Thal-Mittelland,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Solothurn (SO)
5,1,Helfenberger Rahel,2018,Agrarpraktiker/in (Weinbereitung) EBA,Aesch ZH (ZH)
6,1,AP Horses Sàrl,2018,Anlagen- und Apparatebauer/in EFZ,Avully (GE)
7,1,Stall Einhorn,2019,Anlagenführer/in EFZ,Baar (ZG)
8,3,Nationales Pferdezentrum Bern,2019,Architekturmodellbauer/in EFZ,Bern (BE)
9,1,Stall Lüdi,2018,Assistent/in Gesundheit und Soziales EBA,Biel-Benken BL (BL)
10,1,Pferdesportstall Sigg AG,2018,Augenoptiker/in EFZ,Buchs ZH (ZH)
11,1,Manège de Corminboeuf,2018,Automatiker/in EFZ,Corminboeuf (FR)
12,1,SESA Horses GmbH,2018,Automatikmonteur/in EFZ,Schaffhausen (SH)
13,1,Reitsportzentrum Thurfeld,2018,Automobil-Assistent/in EBA,Sulgen (TG)
14,1,Vittorio & Catharina Raverdino Centre équestre de Richelien,2018,Automobil-Fachmann/-frau EFZ,Versoix (GE)
15,1,Andrea Heim,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Abtwil SG (SG)
16,1,AP Horses Sàrl,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Avully (GE)
17,1,Stall Einhorn,2019,Automobil-Mechatroniker/in EFZ,Baar (ZG)
18,2,Nationales Pferdezentrum Bern,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bern (BE)
19,1,Stall Lüdi,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Biel-Benken BL (BL)
20,1,BB Reit- und Zuchtbetrieb AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Bilten (GL)
21,1,Rennstall Casotti,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Buchrain (LU)
22,1,Manège de Corminboeuf,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Corminboeuf (FR)
23,1,Reit- und Pensionsstall,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Geuensee (LU)
24,1,Zucht- und Reitstall Familie Emmenegger,2018,Baumaschinenmechaniker/in EFZ,Hasle LU (LU)
25,1,Reithof Staubli AG,2018,Baupraktiker/in EBA,Horgenberg (ZH)
26,1,Spirit of the West,2019,Bauwerktrenner/in EFZ,Landquart (GR)
27,2,DEREK FRANK,2018,Bekleidungsgestalter/in EFZ,Losone (TI)
28,1,Haflinger Zentrum AG,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Trachselwald (BE)
29,1,Karin Henseler,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Udligenswil (LU)
30,1,Reitstall Wissrüti,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Uster (ZH)
31,1,Vittorio & Catharina Raverdino Centre équestre de Richelien,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Versoix (GE)
32,1,Centre équestre Les Kà,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Vuadens (FR)
33,1,Stall Steinmann GmbH,2018,Bekleidungsnäher/in EBA,Zürich (ZH)
