,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Jowa AG,2018,Abdichter/in EFZ,Gossau SG (SG)
1,1,Kägi Söhne AG,2018,Abdichtungspraktiker/in EBA,Lichtensteig (SG)
2,1,Midor AG,2018,Agrarpraktiker/in EBA,Meilen (ZH)
3,1,Kambly SA,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Trubschachen (BE)
4,1,Heineken Switzerland AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Chur (GR)
5,1,Brauerei Schützengarten AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,St. Gallen (SG)
6,1,Doppelleu Brauwerkstatt AG,2018,Anlagen- und Apparatebauer/in EFZ,Winterthur (ZH)
7,1,Frostag Food-Centrum AG,2019,Anlagenführer/in EFZ,Landquart (GR)
8,1,KADI AG,2019,Architekturmodellbauer/in EFZ,Langenthal (BE)
9,2,Ospelt food AG,2018,Assistent/in Gesundheit und Soziales EBA,Sargans (SG)
10,1,Verdunova AG,2018,Augenoptiker/in EFZ,Sennwald (SG)
11,1,Gautschi Spezialitäten AG,2019,Automatiker/in EFZ,Utzenstorf (BE)
12,1,Breitenmoser Fleischspezialitäten AG,2019,Automatikmonteur/in EFZ,Appenzell Steinegg (AI)
13,1,Bell Schweiz AG,2018,Automobil-Assistent/in EBA,Basel (BS)
14,2,SUTTERO,2018,Automobil-Fachmann/-frau EFZ,Gossau SG (SG)
15,2,Bell Schweiz AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Zell LU (LU)
16,1,APROZ Sources Minérales SA,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Aproz (Nendaz) (VS (fr))
17,1,DIWISA Distillerie Willisau SA,2018,Automobil-Mechatroniker/in EFZ,Willisau (LU)
