,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Rossel Christian,2018,Abdichter/in EFZ,Hauterive NE (NE)
1,1,CHIAPPINI SAGL,2018,Abdichtungspraktiker/in EBA,Brissago (TI)
2,2,Places libres à consulter sur lien URL ci-dessous,2018,Agrarpraktiker/in EBA,Sitten (VS (fr))
3,1,Stiftung Kartause Ittingen,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Warth (TG)
4,1,Viquerat Décoration & Architecture d'intérieur SA,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Clarens (VD)
5,1,Vinci Dental Concept SA,2018,Agrarpraktiker/in (Weinbereitung) EBA,Carouge GE (GE)
6,1,OS-Dental GmbH,2019,Anlagen- und Apparatebauer/in EFZ,Chur (GR)
7,1,Zahntechnik Ztm Christoph Andres,2019,Anlagenführer/in EFZ,Chur (GR)
8,1,Celiku Dental AG,2018,Architekturmodellbauer/in EFZ,Geuensee (LU)
9,1,Die Dental-Manufaktur GmbH,2018,Assistent/in Gesundheit und Soziales EBA,Kreuzlingen (TG)
10,1,Zahnwerkstatt GmbH,2018,Augenoptiker/in EFZ,Sarnen (OW)
11,1,Säntis Dental Services AG,2018,Automatiker/in EFZ,St. Gallen (SG)
12,1,Practiwell AG,2018,Automatikmonteur/in EFZ,Zuchwil (SO)
13,1,Müller Aarberg AG,2019,Automobil-Assistent/in EBA,Aarberg (BE)
14,1,CAS Architektur AG,2019,Automobil-Fachmann/-frau EFZ,Altdorf UR (UR)
15,2,G&A Architekten AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Altdorf UR (UR)
16,1,KELLENBERGER ARCHITEKTUR GMBH,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Appenzell (AI)
17,1,aardeplan AG,2019,Automobil-Mechatroniker/in EFZ,Baar (ZG)
18,1,Luigi Laffranchi,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Baar (ZG)
19,1,Röck Baggenstos Architekten AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Baar (ZG)
20,1,Aebi & Vincent Architekten SIA AG,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Bern (BE)
21,1,planrand architekten GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Bern (BE)
22,1,reinhardpartner,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bern (BE)
23,1,Weiss + Kaltenrieder AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Bern (BE)
24,1,WFSZ Architekten AG,2019,Baumaschinenmechaniker/in EFZ,Bern (BE)
25,1,SAJ Architekten AG,2019,Baupraktiker/in EBA,Bern 14 (BE)
26,1,Bürgi Schärer,2019,Bauwerktrenner/in EFZ,Bern 22 (BE)
27,1,FH Architektur AG,2019,Bekleidungsgestalter/in EFZ,Bever (GR)
28,1,GLS Architekten AG,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Biel/Bienne (BE)
29,1,strässler architektur ag,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Biel/Bienne (BE)
30,1,Udro,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Biel/Bienne (BE)
31,1,Giubbini Architekten ETH SIA AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Chur (GR)
32,1,Ritter Schumacher AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Chur (GR)
33,1,Werkgruppe für Architektur,2019,Bekleidungsnäher/in EBA,Chur (GR)
34,1,Baulink AG,2019,Betonwerker/in EFZ,Davos Platz (GR)
35,1,Sosio + Partner AG,2019,Boden-Parkettleger/in EFZ,Domat/Ems (GR)
36,1,GLB Emmental,2019,Boden-Parkettleger/in (Parkett) EFZ,Emmenmatt (BE)
37,1,J.B. architecture et réalisation Sàrl,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Epalinges (VD)
38,1,Marcus Gross & Werner Rüegg,2019,Bootbauer/in EFZ,Flims Waldhaus (GR)
39,1,Baurealit GmbH,2018,Bootfachwart/in EFZ,Flühli LU (LU)
40,1,Atelier Peter Zumthor & Partner AG,2019,Buchhändler/in EFZ,Haldenstein (GR)
41,1,Geissbühler Architekten AG,2019,Büchsenmacher/in EFZ,Heimberg (BE)
42,1,Della Casa AG Architekten SIA,2019,Bühnentänzer/in EFZ,Hünenberg (ZG)
43,1,urech architekten ag,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Köniz (BE)
44,1,Bee Generalunternehmung AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Konolfingen (BE)
45,1,AFM Architektur Fabian Meier,2018,Büroassistent/in EBA,Kriessern (SG)
46,1,Voser Architektur GmbH,2019,Carrosserielackierer/in EFZ,Landquart (GR)
47,1,Opus Architekten AG,2019,Carrosseriespengler/in EFZ,Langnau im Emmental (BE)
48,1,architektur.rüedi ag,2019,Chemie- und Pharmapraktiker/in EBA,Laupen BE (BE)
49,1,architectura LA CHASA,2019,Chemie- und Pharmatechnologe/-login EFZ,Müstair (GR)
50,1,G. Baumann & F. Khanlari,2019,Coiffeur/-euse EBA,Nidau (BE)
51,1,Waser Holzbau Planung GmbH,2018,Coiffeur/-euse EFZ,Oberrickenbach (NW)
52,1,Repower AG,2019,Dachdecker/in EFZ,Poschiavo (GR)
53,1,Buache Architectes SA,2018,Dachdeckerpraktiker/in EBA,Romont FR (FR)
54,1,Bühler Architekten AG,2019,Dekorationsnäher/in EBA,Rotkreuz (ZG)
55,1,Reichenbach Architekten AG,2019,Dentalassistent/in EFZ,Saanen (BE)
56,1,BRASSER ARCHITEKTEN eth sia,2019,Detailhandelsassistent/in EBA,Samedan (GR)
57,1,Fanzun AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Samedan (GR)
58,1,Genoud Architectes Sàrl,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Siders (VS (fr))
59,1,Fulvio Chiavi,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,St. Moritz (GR)
60,1,Ammann Partner AG,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Stein AR (AR)
61,1,Schleiss + Partner,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Steinhausen (ZG)
62,1,GLB Berner Mittelland,2019,Detailhandelsassistent/in (Elektrofach) EBA,Thörishaus (BE)
63,1,Tarcisi Maissen SA,2019,Detailhandelsassistent/in (Farben) EBA,Trun (GR)
64,1,Michael Hartmann,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Vaz/Obervaz (GR)
65,1,Hegglin Cozza Architekten AG,2019,Detailhandelsassistent/in (Flower) EBA,Zug (ZG)
