,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Bohny Böden AG,2018,Abdichter/in EFZ,Aesch BL (BL)
1,1,BodenLux GmbH,2018,Abdichtungspraktiker/in EBA,Alpnach Dorf (OW)
2,1,Philip Kaufmann Bodenhandwerk GmbH,2018,Agrarpraktiker/in EBA,Andwil SG (SG)
3,1,Manser Bodenbeläge AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Appenzell (AI)
4,1,Roman Eugster GmbH,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Appenzell (AI)
5,1,Markus Biland AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Birmenstorf AG (AG)
6,1,Nanchen Jean-Louis et Cédric,2018,Anlagen- und Apparatebauer/in EFZ,Crans-Montana (VS (fr))
7,1,Stalder Bodenbeläge AG,2018,Anlagenführer/in EFZ,Ermensee (LU)
8,1,Albin Bardellini AG,2018,Architekturmodellbauer/in EFZ,Frauenfeld (TG)
9,1,Soldéco Sàrl,2018,Assistent/in Gesundheit und Soziales EBA,Granges VS (VS (fr))
10,1,Art-Böden AG,2019,Augenoptiker/in EFZ,Gümligen (BE)
11,1,Teppich & Parkett CC - AG,2019,Automatiker/in EFZ,Hagendorn (ZG)
12,1,DECO PLUS GmbH,2018,Automatikmonteur/in EFZ,Hittnau (ZH)
13,1,Schoonwater Parkett GmbH,2018,Automobil-Assistent/in EBA,Kerns (OW)
14,2,Inter-Moquettes SA,2018,Automobil-Fachmann/-frau EFZ,Lausanne (VD)
15,1,Menétrey-Lausanne SA,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Le Mont-sur-Lausanne (VD)
16,1,Grichting Nestor,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Leukerbad (VS (de))
17,1,Bürge + Egli Bodenbeläge AG,2018,Automobil-Mechatroniker/in EFZ,Lütisburg (SG)
18,1,Giacometti Bodenbeläge AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Maloja (GR)
19,1,solum-boden gmbh,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Meggen (LU)
20,2,Parkett Käppeli GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Merenschwand (AG)
21,1,Hetzel GmbH,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Niederneunforn (TG)
22,1,Wanner Bodenbeläge AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Schaffhausen (SH)
23,1,Rudaz Christophe,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Siders (VS (fr))
24,1,Testa Bodenbeläge AG,2019,Baumaschinenmechaniker/in EFZ,St. Moritz (GR)
25,1,Teppichhaus Baumgartner AG,2018,Baupraktiker/in EBA,Stäfa (ZH)
26,2,Teknoparquet GmbH,2018,Bauwerktrenner/in EFZ,Uznach (SG)
27,1,Oberson Etienne,2018,Bekleidungsgestalter/in EFZ,Vallorbe (VD)
28,1,Brem Bodenbeläge GmbH,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Villmergen (AG)
29,1,Parkett Bösch GmbH,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Wallenwil (TG)
30,1,Parkett Maier AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Zürich (ZH)
31,1,Top Design AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Zürich (ZH)
32,1,Teppich-Galerie Paul Cartier AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Adliswil (ZH)
33,1,Werner Krebs AG,2018,Bekleidungsnäher/in EBA,Amriswil (TG)
34,1,Manser Bodenbeläge AG,2019,Betonwerker/in EFZ,Appenzell (AI)
35,1,Roman Eugster GmbH,2019,Boden-Parkettleger/in EFZ,Appenzell (AI)
36,1,Thoma Guido,2018,Boden-Parkettleger/in (Parkett) EFZ,Bächli (Hemberg) (SG)
37,1,Lutz AG,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Basel (BS)
38,1,Messer Wohnen AG,2018,Bootbauer/in EFZ,Bellach (SO)
39,1,CURIC BASSI SAGL,2018,Bootfachwart/in EFZ,Biasca (TI)
40,1,Calderari AG,2019,Buchhändler/in EFZ,Biel/Bienne (BE)
41,1,NUOVA FROSIO F.M. SAGL,2018,Büchsenmacher/in EFZ,Bioggio (TI)
42,1,Markus Biland AG,2018,Bühnentänzer/in EFZ,Birmenstorf AG (AG)
43,1,Düsel Bodenbeläge AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Buchs SG (SG)
44,1,Kunfermann Bodenbeläge AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Chur (GR)
45,1,Pfister PROFESSIONAL AG,2019,Büroassistent/in EBA,Chur (GR)
46,1,Pasche-Huber H.,2018,Carrosserielackierer/in EFZ,Cossonay-Ville (VD)
47,1,Nanchen Jean-Louis et Cédric,2018,Carrosseriespengler/in EFZ,Crans-Montana (VS (fr))
48,1,Geisser Innenausstattung GmbH,2018,Chemie- und Pharmapraktiker/in EBA,Ebnat-Kappel (SG)
49,1,Richli AG,2018,Chemie- und Pharmatechnologe/-login EFZ,Emmenbrücke (LU)
50,1,Albin Bardellini AG,2018,Coiffeur/-euse EBA,Frauenfeld (TG)
51,1,Michel Taramarcaz Sàrl,2018,Coiffeur/-euse EFZ,Fully (VS (fr))
52,1,Lachenal S.A.,2018,Dachdecker/in EFZ,Genf (GE)
53,1,Art-Böden AG,2019,Dachdeckerpraktiker/in EBA,Gümligen (BE)
54,1,Teppich & Parkett CC - AG,2019,Dekorationsnäher/in EBA,Hagendorn (ZG)
55,2,B & G Bausysteme GmbH,2018,Dentalassistent/in EFZ,Höri (ZH)
56,1,Benno Rast AG,2018,Detailhandelsassistent/in EBA,Inwil (LU)
57,1,bodenkultur design ag,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Jona (SG)
58,1,Küttel Teppiche AG,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Kriens (LU)
59,1,Pfister PROFESSIONAL AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Kriens (LU)
60,2,Spiller AG,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Kriens (LU)
61,1,Solheimo SA,2018,Detailhandelsassistent/in (Eisenwaren) EBA,La Chaux-de-Fonds (NE)
62,1,Grichting Nestor,2018,Detailhandelsassistent/in (Elektrofach) EBA,Leukerbad (VS (de))
63,1,ABC Parkett- und Teppichmarkt AG,2019,Detailhandelsassistent/in (Farben) EBA,Lotzwil (BE)
64,1,Bürge + Egli Bodenbeläge AG,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Lütisburg (SG)
65,1,Giacometti Bodenbeläge AG,2019,Detailhandelsassistent/in (Flower) EBA,Maloja (GR)
66,1,DITTA GIOTTO SA,2018,Detailhandelsassistent/in (Garden) EBA,Manno (TI)
67,1,GLA PAVIMENTI SA,2018,Detailhandelsassistent/in (Haushalt) EBA,Melide (TI)
68,1,Oberhänsli AG,2018,Detailhandelsassistent/in (Kiosk) EBA,Mosnang (SG)
69,1,Heinrich Schmid AG,2018,Detailhandelsassistent/in (Landi) EBA,Neftenbach (ZH)
70,1,Suter Bodenbeläge AG,2018,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Nussbaumen AG (AG)
71,1,Carigiet Bodenbeläge,2018,Detailhandelsassistent/in (Möbel) EBA,Oberhelfenschwil (SG)
72,1,Solsconcept SA,2018,Detailhandelsassistent/in (Musikinstrumente) EBA,Savigny (VD)
73,1,Teppich-Huus Breiti AG,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Schaffhausen (SH)
74,1,Wanner Bodenbeläge AG,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Schaffhausen (SH)
75,1,Derungs GmbH,2018,Detailhandelsassistent/in (Papeterie) EBA,Schwarzenbach SG (SG)
76,1,Brand Bodenbeläge AG,2018,Detailhandelsassistent/in (Parfumerie) EBA,Sempach Station (LU)
77,1,Kunz Indecor,2018,Detailhandelsassistent/in (Post) EBA,St. Gallen (SG)
78,1,Werner Eugster AG,2018,Detailhandelsassistent/in (Schuhe) EBA,St. Gallen (SG)
79,1,Zuffelato & Wirrer AG,2018,Detailhandelsassistent/in (Spielwaren) EBA,St. Gallen (SG)
80,1,Testa Bodenbeläge AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,St. Moritz (GR)
81,1,Teppichhaus Baumgartner AG,2018,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Stäfa (ZH)
82,1,Bodenbelags-GmbH R. Schuler,2018,Detailhandelsassistent/in (Textil) EBA,Wangen SZ (SZ)
