,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Stiftung LBB Lehrbetriebe beider Basel,2018,Abdichter/in EFZ,Basel (BS)
1,1,Senn Blumen AG,2018,Abdichtungspraktiker/in EBA,Binningen (BL)
2,1,Blumen Bergmann,2019,Agrarpraktiker/in EBA,Bolligen (BE)
3,1,Psychiatrische Dienste Graubünden,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Chur (GR)
4,1,Urech Gärtnerei AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Chur (GR)
5,1,Zulauf,2018,Agrarpraktiker/in (Weinbereitung) EBA,Dagmersellen (LU)
6,1,Blumen Widler,2018,Anlagen- und Apparatebauer/in EFZ,Dierikon (LU)
7,1,Blumen Galliker,2018,Anlagenführer/in EFZ,Emmenbrücke (LU)
8,1,Schutz Filisur,2019,Architekturmodellbauer/in EFZ,Filisur (GR)
9,1,Markus Sardi,2019,Assistent/in Gesundheit und Soziales EBA,Gümligen (BE)
10,10,Gartenbauschule Hünibach,2019,Augenoptiker/in EFZ,Hünibach (BE)
11,1,dahlia Lenggen,2019,Automatiker/in EFZ,Langnau im Emmental (BE)
12,1,Grüenes Härz,2018,Automatikmonteur/in EFZ,Liestal (BL)
13,1,Commune de Montreux - Ressources humaines,2018,Automobil-Assistent/in EBA,Montreux 1 (VD)
14,1,Psychiatriezentrum Münsingen AG,2019,Automobil-Fachmann/-frau EFZ,Münsingen (BE)
15,1,Garden-Centre de Noville Jean Brönnimann SA,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Noville (VD)
16,1,Lehrverbund Gärtner JardinSuisse Zürich,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Pfäffikon ZH (ZH)
17,1,Fondation Jules Thurmann,2018,Automobil-Mechatroniker/in EFZ,Pruntrut (JU)
18,1,Blumengärtnerei Gottfried Gerber,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Rikon im Tösstal (ZH)
19,1,Blumen Gärtnerei Müller,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Sarnen (OW)
20,1,Waibel Gärtnerei,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Solothurn (SO)
21,1,Stella-Flor GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Thusis (GR)
22,1,Fischer Gärtner,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Triengen (LU)
23,1,Bissat Fleurs,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Vich (VD)
24,1,Blumen Joos GmbH,2018,Baumaschinenmechaniker/in EFZ,Wängi (TG)
25,1,Stadtgärtnerei Wil,2018,Baupraktiker/in EBA,Wil SG (SG)
26,1,Rutishauser AG,2018,Bauwerktrenner/in EFZ,Züberwangen (SG)
27,1,login Berufsbildung AG,2019,Bekleidungsgestalter/in EFZ,Biel/Bienne (BE)
28,1,Martinas GmbH,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Hendschiken (AG)
29,1,Paul Hegglin GmbH,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Sarnen (OW)
30,1,A. Benz AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,St. Gallen (SG)
31,1,P. Sonderegger AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Wangen b. Olten (SO)
32,1,login Berufsbildung AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Winterthur (ZH)
33,1,Busco Reinigung AG,2018,Bekleidungsnäher/in EBA,Zürich (ZH)
34,1,login Berufsbildung AG,2018,Betonwerker/in EFZ,Basel (BS)
35,1,Domicil Schwabgut,2019,Boden-Parkettleger/in EFZ,Bern (BE)
36,1,Insel Gruppe AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Bern (BE)
37,1,Lindenhof AG,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Bern (BE)
38,1,login Berufsbildung AG,2019,Bootbauer/in EFZ,Bern (BE)
39,1,Purexa GmbH,2018,Bootfachwart/in EFZ,Biberist (SO)
40,1,login Berufsbildung AG,2018,Buchhändler/in EFZ,Brig (VS (de))
41,1,CABIANCARDI SA,2018,Büchsenmacher/in EFZ,Cadempino (TI)
42,1,BMR Services,2018,Bühnentänzer/in EFZ,Chavornay (VD)
43,1,La Romande d'Entretien SA,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Cugy VD (VD)
44,1,gammaRenax AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Dübendorf (ZH)
45,1,login berufsbildung AG,2018,Büroassistent/in EBA,Frauenfeld Kant. Verwaltung (TG)
46,1,login formation professionnelle SA,2018,Carrosserielackierer/in EFZ,Genf (GE)
47,1,Rohr AG,2018,Carrosseriespengler/in EFZ,Hausen AG (AG)
48,1,Martinas GmbH,2018,Chemie- und Pharmapraktiker/in EBA,Hendschiken (AG)
49,1,login Berufsbildung AG,2018,Chemie- und Pharmatechnologe/-login EFZ,Luzern (LU)
