,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Fondation rurale interjurassienne,2018,Abdichter/in EFZ,Courtételle (JU)
1,1,Forster Gemüse AG,2018,Abdichtungspraktiker/in EBA,Dällikon (ZH)
2,1,Gebrüder Meier Gemüsekulturen AG,2018,Agrarpraktiker/in EBA,Dällikon (ZH)
3,1,Stefan Britschgi,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Diepoldsau (SG)
4,1,Portulac,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Fehraltorf (ZH)
5,1,Manfred Baumgartner,2018,Agrarpraktiker/in (Weinbereitung) EBA,Kriessern (SG)
6,1,Hans Graf,2018,Anlagen- und Apparatebauer/in EFZ,Oberriet SG (SG)
7,1,Bioforce AG,2018,Anlagenführer/in EFZ,Roggwil TG (TG)
8,1,ORTICOLA BASSI SA,2018,Architekturmodellbauer/in EFZ,S. Antonino (TI)
9,1,Grob Gemüse- und Landbau,2018,Assistent/in Gesundheit und Soziales EBA,Schlattingen (TG)
10,2,Places libres à consulter sur lien URL ci-dessous,2018,Augenoptiker/in EFZ,Sitten (VS (fr))
11,1,BioFresh AG,2018,Automatiker/in EFZ,Tägerwilen (TG)
12,1,Rathgeb Bioprodukte AG,2018,Automatikmonteur/in EFZ,Unterstammheim (ZH)
13,1,Gaupp AG,2019,Automobil-Assistent/in EBA,Untervaz (GR)
14,1,NRP Ingenieure AG,2018,Automobil-Fachmann/-frau EFZ,Amriswil (TG)
15,1,Bureau d'études Rossier SA,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Aubonne (VD)
16,1,Geozug Ingenieure AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Baar (ZG)
17,1,"Bau-, Verkehrs- und Energiedirektion des Kantons Bern",2019,Automobil-Mechatroniker/in EFZ,Bern (BE)
18,1,Vermessungsamt der Stadt Bern,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bern (BE)
19,1,Stadt Biel / Ville de Bienne,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Biel/Bienne (BE)
20,1,Stadt Chur,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Chur (GR)
21,1,Darnuzer Ingenieure AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Davos Platz (GR)
22,1,Grünenfelder + Partner AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Domat/Ems (GR)
23,1,Gossweiler Ingenieure AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Effretikon (ZH)
24,1,Heimberg & Cie SA,2018,Baumaschinenmechaniker/in EFZ,Genf (GE)
25,1,Zurbriggen Karl AG,2018,Baupraktiker/in EBA,Glis (VS (de))
26,1,W+H AG,2019,Bauwerktrenner/in EFZ,Herzogenbuchsee (BE)
27,1,Cavigelli Ingenieure AG,2019,Bekleidungsgestalter/in EFZ,Ilanz (GR)
