,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,JMS Risi AG,2019,Abdichter/in EFZ,Baar (ZG)
1,1,KIBAG Bauleistungen AG,2018,Abdichtungspraktiker/in EBA,Bäch SZ (SZ)
2,2,STUTZ AG,2018,Agrarpraktiker/in EBA,Frauenfeld (TG)
3,1,Ribbert AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Maienfeld (GR)
4,3,Marti AG Bern,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Moosseedorf (BE)
5,1,KIBAG Bauleistungen AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Stansstad (NW)
6,1,Gebrüder Iten AG,2019,Anlagen- und Apparatebauer/in EFZ,Unterägeri (ZG)
7,1,Zemp Leitungs- und Tiefbau GmbH,2018,Anlagenführer/in EFZ,Wiggen (LU)
8,1,JMS Risi AG,2019,Architekturmodellbauer/in EFZ,Baar (ZG)
9,1,KIBAG Bauleistungen AG,2018,Assistent/in Gesundheit und Soziales EBA,Stansstad (NW)
10,1,Wolfensberger AG,2018,Augenoptiker/in EFZ,Bauma (ZH)
11,1,VR production (choindez) sa,2018,Automatiker/in EFZ,Courrendlin (JU)
12,1,Hidrostal AG,2018,Automatikmonteur/in EFZ,Neunkirch (SH)
13,1,Fonderie d'art Geya Sàrl,2018,Automobil-Assistent/in EBA,Ogens (VD)
14,1,Leichtmetall-Giesserei AG Düdal,2018,Automobil-Fachmann/-frau EFZ,Düdingen (FR)
