,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Hermann Kuppelwieser,2018,Abdichter/in EFZ,Bad Ragaz (SG)
1,2,Places libres à consulter sur lien URL ci-dessous,2018,Abdichtungspraktiker/in EBA,Sitten (VS (fr))
2,1,Popp Obst- und Eierfarm,2018,Agrarpraktiker/in EBA,Steinach (SG)
3,1,Elliker Obst und Beeren,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Steinmaur (ZH)
4,1,Eichenberger Peter Obstbau,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Uhwiesen (ZH)
5,1,Agroscope,2018,Agrarpraktiker/in (Weinbereitung) EBA,Wädenswil (ZH)
6,1,Andreas Wolfer,2018,Anlagen- und Apparatebauer/in EFZ,Weinfelden (TG)
7,1,Scherrer Ofenbau,2018,Anlagenführer/in EFZ,Berneck (SG)
8,1,Origoni GmbH,2018,Architekturmodellbauer/in EFZ,Büron (LU)
9,1,Schneebeli AG Felsberg,2019,Assistent/in Gesundheit und Soziales EBA,Felsberg (GR)
10,1,Daniel Reichenbach AG,2019,Augenoptiker/in EFZ,Grund b. Gstaad (BE)
11,1,Ofenbau und Plattenbeläge,2018,Automatiker/in EFZ,Herisau (AR)
12,1,Bullag SA,2018,Automatikmonteur/in EFZ,La Tour-de-Trême (FR)
13,1,Frauenfelder Ofen und Plattensysteme,2018,Automobil-Assistent/in EBA,Marthalen (ZH)
14,1,Ewald Good,2018,Automobil-Fachmann/-frau EFZ,Mels (SG)
15,1,Tschenett Ofen Platten GmbH,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Müstair (GR)
16,1,BULA AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Neftenbach (ZH)
17,1,Art-Tisons SA,2018,Automobil-Mechatroniker/in EFZ,Rossens FR (FR)
18,1,Dillier Feuer + Platten AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Sarnen 1 (OW)
