,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Forstamt La Punt Chamues-ch/Madulain,2019,Abdichter/in EFZ,La Punt-Chamues-ch (GR)
1,1,Bossert Forst AG,2018,Abdichtungspraktiker/in EBA,Altbüron (LU)
2,1,Gemeindebetriebe Bonaduz/Rhäzüns,2019,Agrarpraktiker/in EBA,Bonaduz (GR)
3,1,Forstamt Breil/Brigels,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Breil/Brigels (GR)
4,1,Forst- und Werkbetrieb Cazis,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Cazis (GR)
5,1,Georges Chalverat,2018,Agrarpraktiker/in (Weinbereitung) EBA,Châtillon JU (JU)
6,1,Revierforstamt,2019,Anlagen- und Apparatebauer/in EFZ,Curaglia (GR)
7,1,Forst-Werk Zillis Schamserberg,2019,Anlagenführer/in EFZ,Donat (GR)
8,1,Korporationsbürgergemeinde,2019,Architekturmodellbauer/in EFZ,Erstfeld (UR)
9,1,Revierforstamt Furna,2019,Assistent/in Gesundheit und Soziales EBA,Furna (GR)
10,1,Forstamt Gais,2018,Augenoptiker/in EFZ,Gais (AR)
11,1,Abächerli Forstunternehmen AG,2018,Automatiker/in EFZ,Giswil (OW)
12,1,Forstbetrieb Landquart/Zizers,2019,Automatikmonteur/in EFZ,Igis (GR)
13,1,Forstbetrieb Madrisa,2019,Automobil-Assistent/in EBA,Küblis (GR)
14,1,Forstamt La Punt Chamues-ch/Madulain,2019,Automobil-Fachmann/-frau EFZ,La Punt-Chamues-ch (GR)
15,1,Forstamt Sagogn-Laax,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Laax GR 1 (GR)
16,1,Zweckverband Falknis,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Maienfeld (GR)
17,1,Forêt'paysage Sàrl,2018,Automobil-Mechatroniker/in EFZ,Montavon (JU)
18,2,Forstbetrieb Obertoggenburg AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Nesslau (SG)
19,1,Arxhof Staatliche Lehrbetriebe BL,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Niederdorf (BL)
20,1,Salvi Richard,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Onnens VD (VD)
21,1,Candinas SA,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Rabius (GR)
22,1,Arrondissement forestier 4,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Romont FR (FR)
23,1,Staatsforstbetrieb Kanton Bern,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Rüschegg Heubach (BE)
24,1,Staatsforstbetrieb Kanton Bern,2019,Baumaschinenmechaniker/in EFZ,Rüschegg Heubach (BE)
25,1,Gemeinde Safiental,2019,Baupraktiker/in EBA,Safien Platz (GR)
26,1,Forstbetrieb Pontresina/Samedan,2019,Bauwerktrenner/in EFZ,Samedan (GR)
27,1,Forstrevier Simplon-Süd,2018,Bekleidungsgestalter/in EFZ,Simplon Dorf (VS (de))
28,1,Gemeinde Arosa FORST AROSA,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,St. Peter (GR)
29,1,Uffeci forestal,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Sumvitg (GR)
30,1,Forstamt Tamins,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Tamins (GR)
31,1,Forstamt Thusis/Masein,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Thusis (GR)
32,1,Forstamt Surses,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Tinizong (GR)
33,1,Flims Trin Forst,2019,Bekleidungsnäher/in EBA,Trin (GR)
34,1,Forstamt Trogen,2018,Betonwerker/in EFZ,Trogen (AR)
35,1,Candinas SA,2019,Boden-Parkettleger/in EFZ,Untervaz (GR)
36,1,Forstbetrieb am Säntis,2018,Boden-Parkettleger/in (Parkett) EFZ,Urnäsch (AR)
37,1,Revier forestal da Val Müstair,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Valchava (GR)
38,1,Azienda forestale,2019,Bootbauer/in EFZ,Vicosoprano (GR)
39,1,Staatsforstbetrieb Kanton Bern,2019,Bootfachwart/in EFZ,Wimmis (BE)
40,1,Administraziun forestala,2019,Buchhändler/in EFZ,Zernez (GR)
41,1,Amt für Wald und Wild,2019,Büchsenmacher/in EFZ,Zug (ZG)
42,1,Korporation Zug,2019,Bühnentänzer/in EFZ,Zug (ZG)
43,1,Profot SA,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Renens VD (VD)
44,1,Müllers FotoFactory GmbH,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Kriens (LU)
45,1,Foto-Labor-Studio-Digital Kamber,2018,Büroassistent/in EBA,Liestal (BL)
46,1,Foto Bäumli,2018,Carrosserielackierer/in EFZ,Rümlang (ZH)
47,1,Foto Y. Bollhalder,2019,Carrosseriespengler/in EFZ,Chur (GR)
