,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Genossenschaft Migros Aare,2019,Abdichter/in EFZ,Urtenen-Schönbühl (BE)
1,1,Coop City,2019,Abdichtungspraktiker/in EBA,Bern (BE)
2,1,Interio AG,2019,Agrarpraktiker/in EBA,Urtenen-Schönbühl (BE)
3,1,Coop City,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Zug (ZG)
4,1,Multicolor Print AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Baar (ZG)
5,1,Jordi AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Belp (BE)
6,2,Stämpfli AG,2019,Anlagen- und Apparatebauer/in EFZ,Bern (BE)
7,1,Reprotec AG,2019,Anlagenführer/in EFZ,Cham (ZG)
8,1,Casanova Druck Werkstatt AG,2019,Architekturmodellbauer/in EFZ,Chur (GR)
9,1,Casutt Druck & Werbetechnik AG,2019,Assistent/in Gesundheit und Soziales EBA,Chur (GR)
10,1,Selva Caro Druck AG,2019,Augenoptiker/in EFZ,Flims Waldhaus (GR)
11,1,Hoffmann Neopac AG,2019,Automatiker/in EFZ,Gwatt (Thun) (BE)
12,1,Bauer Medien AG,2019,Automatikmonteur/in EFZ,Hünenberg (ZG)
13,1,Merkur Druck AG,2019,Automobil-Assistent/in EBA,Langenthal (BE)
14,1,Bächler-Sidler AG,2018,Automobil-Fachmann/-frau EFZ,Luzern (LU)
15,1,Genossenschaft Migros Aare,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Urtenen-Schönbühl (BE)
16,1,Kreaflex GmbH,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Oberwil BL (BL)
