,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Müllers FotoFactory GmbH,2018,Abdichter/in EFZ,Kriens (LU)
1,1,Foto-Labor-Studio-Digital Kamber,2018,Abdichtungspraktiker/in EBA,Liestal (BL)
2,1,Foto Bäumli,2018,Agrarpraktiker/in EBA,Rümlang (ZH)
3,1,Foto Y. Bollhalder,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Chur (GR)
4,1,Jean-Daniel Meyer,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Confignon (GE)
5,1,Frühauf Gartenbau GmbH,2018,Agrarpraktiker/in (Weinbereitung) EBA,Alpnach Dorf (OW)
6,1,Gassner,2019,Anlagen- und Apparatebauer/in EFZ,Appenzell (AI)
7,1,Tosam Gartenbau Appenzell,2019,Anlagenführer/in EFZ,Appenzell (AI)
8,1,Meyer Gärten AG,2019,Architekturmodellbauer/in EFZ,Belp (BE)
9,1,Stiftung Battenberg,2019,Assistent/in Gesundheit und Soziales EBA,Biel/Bienne (BE)
10,1,Wetzel AG,2018,Augenoptiker/in EFZ,Birmenstorf AG (AG)
11,1,Matter Garten AG,2018,Automatiker/in EFZ,Buchs ZH (ZH)
12,1,Lernstatt Känguruh,2019,Automatikmonteur/in EFZ,Chur (GR)
13,1,Stadt Chur,2019,Automobil-Assistent/in EBA,Chur (GR)
14,2,Schoop + Co. AG,2018,Automobil-Fachmann/-frau EFZ,Dättwil AG (AG)
15,1,Gartenbau Hölzli GmbH,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Egg (Flawil) (SG)
16,1,Gamma Gartenraum GmbH,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Erstfeld (UR)
17,1,Portulac,2018,Automobil-Mechatroniker/in EFZ,Fehraltorf (ZH)
18,1,Diebold + Zgraggen,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Fislisbach (AG)
19,1,Klaus Gartenbau GmbH,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Flawil 1 (SG)
20,1,Züger + Flury Gartenbau GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Flims Dorf (GR)
21,1,Camenzind Gartenbau & Planung AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Gersau (SZ)
22,1,Christian Waldburger AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Herisau (AR)
23,2,Gartenbauschule Hünibach,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Hünibach (BE)
24,1,Burri & Achermann Gartenbau AG,2018,Baumaschinenmechaniker/in EFZ,Inwil (LU)
25,1,DUKA Gartenbau AG,2018,Baupraktiker/in EBA,Kerns (OW)
26,4,Bildungszentrum Emme,2019,Bauwerktrenner/in EFZ,Koppigen (BE)
27,1,GartenKultur,2019,Bekleidungsgestalter/in EFZ,Laupen BE (BE)
28,2,Hodel & Partner AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Malters (LU)
29,1,Pädagogisches Zentrum,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Münchenbuchsee (BE)
30,1,Hauser Gärten AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Näfels (GL)
31,1,Arxhof Staatliche Lehrbetriebe BL,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Niederdorf (BL)
32,1,Bächli Gartengestaltung GmbH,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Otelfingen (ZH)
33,1,Lehrverbund Gärtner JardinSuisse Zürich,2018,Bekleidungsnäher/in EBA,Pfäffikon ZH (ZH)
34,1,Gartenfee Zlauwinen,2018,Betonwerker/in EFZ,Schöfflisdorf (ZH)
35,2,Balmer Gartenwelt,2018,Boden-Parkettleger/in EFZ,Schönengrund (AR)
36,1,Biotopa AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Stäfa (ZH)
37,1,Bühlmann & Partner Garten GmbH,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Stäfa (ZH)
38,1,Weber Gartenbau AG,2019,Bootbauer/in EFZ,Steinhausen (ZG)
39,1,Wieland Garten Living GmbH,2019,Bootfachwart/in EFZ,Tamins (GR)
40,1,Frei Gartenbau - Erdbau AG,2018,Buchhändler/in EFZ,Thayngen (SH)
41,1,Egger AG,2018,Büchsenmacher/in EFZ,Wangen b. Olten (SO)
42,2,Möckel Garten AG,2018,Bühnentänzer/in EFZ,Würenlos (AG)
43,2,H. Grünenfelder AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Ziegelbrücke (GL)
44,3,Grün Stadt Zürich,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Zürich (ZH)
45,2,Oeko Service GmbH,2018,Büroassistent/in EBA,Zürich (ZH)
46,1,Urs Reiter,2018,Carrosserielackierer/in EFZ,Zürich (ZH)
47,1,Bau- und Verkehrsdepartement BS,2018,Carrosseriespengler/in EFZ,Basel (BS)
48,1,Senn Blumen AG,2018,Chemie- und Pharmapraktiker/in EBA,Binningen (BL)
49,1,ASSOCIAZIONE VIVAIO,2018,Chemie- und Pharmatechnologe/-login EFZ,Castel San Pietro (TI)
50,1,Blumen Widler,2018,Coiffeur/-euse EBA,Dierikon (LU)
51,1,Schutz Filisur,2019,Coiffeur/-euse EFZ,Filisur (GR)
52,1,Schutz Filisur Samen + Pflanzen AG,2019,Dachdecker/in EFZ,Filisur (GR)
53,2,Gartenbauschule Hünibach,2019,Dachdeckerpraktiker/in EBA,Hünibach (BE)
54,4,Bildungszentrum Emme,2019,Dekorationsnäher/in EBA,Koppigen (BE)
55,1,Anderegg Baumschulen AG,2019,Dentalassistent/in EFZ,Langenthal (BE)
56,1,Lehrverbund Gärtner JardinSuisse Zürich,2018,Detailhandelsassistent/in EBA,Pfäffikon ZH (ZH)
57,1,Friederika Stiftung,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Walkringen (BE)
58,1,Stadtgärtnerei Wil,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Wil SG (SG)
59,1,Lüscher Gartenbau-Baumschulen AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Zürich (ZH)
