,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Hans Stauffer AG,2018,Abdichter/in EFZ,Affeltrangen (TG)
1,1,BUS Ostschweiz AG,2018,Abdichtungspraktiker/in EBA,Altstätten SG (SG)
2,1,Nutzfahrzeuge AG Bern,2019,Agrarpraktiker/in EBA,Bern (BE)
3,1,Verkehrsbetriebe Biel,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Biel/Bienne 4 (BE)
4,1,Logistikbasis der Armee,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Chur (GR)
5,2,Thomann Nutzfahrzeuge AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Chur (GR)
6,2,Thomann Nutzfahrzeuge AG,2019,Anlagen- und Apparatebauer/in EFZ,Chur (GR)
7,1,Wielandbus AG,2018,Anlagenführer/in EFZ,Courgevaux (FR)
8,1,Planzer Technik AG,2018,Architekturmodellbauer/in EFZ,Dällikon (ZH)
9,1,Bertschi AG,2018,Assistent/in Gesundheit und Soziales EBA,Dürrenäsch (AG)
10,1,Volvo Group (Schweiz) AG,2018,Augenoptiker/in EFZ,Emmenbrücke (LU)
11,1,Kuster + Schwegler,2018,Automatiker/in EFZ,Eschenbach SG (SG)
12,1,Baumarep AG,2018,Automatikmonteur/in EFZ,Gamsen (VS (de))
13,1,Genossenschaft Migros Ostschweiz,2018,Automobil-Assistent/in EBA,Gossau SG (SG)
14,1,Mercedes-Benz Automobiles SA Véhicules utilitaires,2018,Automobil-Fachmann/-frau EFZ,Granges-Paccot (FR)
15,1,Maltech.ch AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Härkingen (SO)
16,1,Garage Nepple AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Lausen (BL)
17,1,Greag AG,2018,Automobil-Mechatroniker/in EFZ,Märstetten (TG)
18,1,Karl Graf Automobile AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Mettmenstetten (ZH)
19,1,Volvo Group (Schweiz) AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Münchenbuchsee (BE)
20,1,Altherr Nutzfahrzeuge-AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Nesslau (SG)
21,1,Volkart Nutzfahrzeuge AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Oberhasli (ZH)
22,1,Garage Carrosserie Zahnd E. AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Plaffeien (FR)
23,2,Transports publics de la région lausannoise SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Renens VD (VD)
24,2,Thomann Nutzfahrzeuge AG,2018,Baumaschinenmechaniker/in EFZ,Schmerikon (SG)
25,1,Fritz Glaus & Co. AG,2018,Baupraktiker/in EBA,Schönenwerd (SO)
26,1,Fürk AG,2018,Bauwerktrenner/in EFZ,St. Gallen (SG)
27,1,Auto AG Oberland,2019,Bekleidungsgestalter/in EFZ,Uetendorf (BE)
28,1,Auto AG Schönbühl,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Urtenen-Schönbühl (BE)
