,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Plastechnik AG,2018,Abdichter/in EFZ,Bösingen (FR)
1,1,Ypsomed AG,2019,Abdichtungspraktiker/in EBA,Burgdorf (BE)
2,1,Nolato Treff AG,2018,Agrarpraktiker/in EBA,Degersheim (SG)
3,1,Greiner Packaging AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Diepoldsau (SG)
4,1,Wago Contact SA,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Domdidier (FR)
5,1,B. Braun Medical AG,2018,Agrarpraktiker/in (Weinbereitung) EBA,Escholzmatt (LU)
6,1,Huber + Suhner AG,2018,Anlagen- und Apparatebauer/in EFZ,Herisau (AR)
7,1,WIKA Schweiz AG,2018,Anlagenführer/in EFZ,Hitzkirch (LU)
8,1,SPT Roth AG,2019,Architekturmodellbauer/in EFZ,Lyss (BE)
9,1,Lanker AG,2018,Assistent/in Gesundheit und Soziales EBA,Montlingen (SG)
10,1,Schütz Montlingen GmbH & Co. KG,2018,Augenoptiker/in EFZ,Montlingen (SG)
11,1,Netstal Maschinen AG,2018,Automatiker/in EFZ,Näfels (GL)
12,1,SIG Combibloc Group AG,2018,Automatikmonteur/in EFZ,Neuhausen am Rheinfall (SH)
13,1,Semadeni AG,2019,Automobil-Assistent/in EBA,Ostermundigen 1 (BE)
14,2,Sika Automotive AG,2018,Automobil-Fachmann/-frau EFZ,Romanshorn (TG)
15,1,Gebrüder Renggli AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Schaffhausen (SH)
16,2,Wild & Küpfer AG,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Schmerikon (SG)
17,2,Kunststoff Schwanden AG,2018,Automobil-Mechatroniker/in EFZ,Schwanden GL (GL)
18,1,Georg Fischer Rohrleitungssysteme AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Seewis-Pardisla (GR)
19,1,KBS-Spritztechnik GmbH,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,St. Antoni (FR)
20,1,Rotho Kunststoff AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Würenlingen (AG)
21,1,Ruba Thermoplast AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Zuzgen (AG)
22,1,Nolato Treff AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Degersheim (SG)
23,1,Greiner Packaging AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Diepoldsau (SG)
24,1,Lapp Tec AG,2018,Baumaschinenmechaniker/in EFZ,Diessenhofen (TG)
25,1,Brugg Rohrsystem AG,2018,Baupraktiker/in EBA,Kleindöttingen (AG)
26,1,Romay AG,2018,Bauwerktrenner/in EFZ,Oberkulm (AG)
27,1,Semadeni AG,2019,Bekleidungsgestalter/in EFZ,Ostermundigen 1 (BE)
28,1,A. Meyer AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Reinach BL (BL)
29,1,Georg Fischer Rohrleitungssysteme AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Seewis-Pardisla (GR)
30,1,Ypsomed AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Solothurn (SO)
31,1,KBS-Spritztechnik GmbH,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,St. Antoni (FR)
32,1,Universität Bern,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Bern (BE)
33,2,CSL Behring AG,2019,Bekleidungsnäher/in EBA,Bern 22 (BE)
34,1,Medistri SA,2018,Betonwerker/in EFZ,Domdidier (FR)
35,14,"Agemel, Ass. genevoise pour les métiers de laboratoire",2018,Boden-Parkettleger/in EFZ,Genf (GE)
36,1,Institut für Virologie und Immunologie IVI,2019,Boden-Parkettleger/in (Parkett) EFZ,Mittelhäusern (BE)
37,1,Rolic Technologies Ltd,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Allschwil (BL)
38,1,Merck & Cie,2019,Bootbauer/in EFZ,Altdorf UR (UR)
39,1,Syngenta Crop Protection AG,2018,Bootfachwart/in EFZ,Basel (BS)
40,4,Universität Bern,2019,Buchhändler/in EFZ,Bern (BE)
41,3,CSL Behring AG,2019,Büchsenmacher/in EFZ,Bern 22 (BE)
42,8,EMS-CHEMIE AG,2019,Bühnentänzer/in EFZ,Domat/Ems (GR)
43,14,"Agemel, Ass. genevoise pour les métiers de laboratoire",2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Genf (GE)
44,1,Hänseler AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Herisau (AR)
45,3,Metrohm AG,2018,Büroassistent/in EBA,Herisau (AR)
46,2,RIVOPHARM SA,2018,Carrosserielackierer/in EFZ,Manno (TI)
47,4,Roche Diagnostics International AG,2019,Carrosseriespengler/in EFZ,Rotkreuz (ZG)
48,1,SIGA Manufacturing AG,2018,Chemie- und Pharmapraktiker/in EBA,Schachen LU (LU)
49,2,Bundesamt für Bevölkerungsschutz,2019,Chemie- und Pharmatechnologe/-login EFZ,Spiez (BE)
50,1,Amt für Verbraucherschutz Zug,2019,Coiffeur/-euse EBA,Steinhausen (ZG)
51,1,Holcim (Schweiz) AG,2019,Coiffeur/-euse EFZ,Untervaz (GR)
52,1,Nitrochemie Wimmis AG,2019,Dachdecker/in EFZ,Wimmis (BE)
53,1,Sun Chemical AG,2019,Dachdeckerpraktiker/in EBA,Niederwangen b. Bern (BE)
54,1,Berlac AG,2018,Dekorationsnäher/in EBA,Sissach (BL)
55,1,Arcolor AG,2018,Dentalassistent/in EFZ,Waldstatt (AR)
56,1,Cilander AG,2018,Detailhandelsassistent/in EBA,Herisau (AR)
