,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Wiler Rahmen & Goldleisten AG,2018,Abdichter/in EFZ,Rickenbach b. Wil (TG)
1,1,SCHELLING AG,2018,Abdichtungspraktiker/in EBA,Oensingen (SO)
2,1,Glanzmann Verpackungen AG,2019,Agrarpraktiker/in EBA,Scheuren (BE)
3,1,rlc packaging group,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Spreitenbach (AG)
4,1,K+D AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,St. Gallen (SG)
5,2,LxBxH Gauch AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Kirchberg BE (BE)
6,1,Smurfit Kappa Swisswell AG,2018,Anlagen- und Apparatebauer/in EFZ,Möhlin (AG)
7,1,SCHELLING AG,2018,Anlagenführer/in EFZ,Schafisheim (AG)
8,1,Cave des Viticulteurs de Bonvillars et Environs,2018,Architekturmodellbauer/in EFZ,Bonvillars (VD)
9,1,Weingut Davaz,2019,Assistent/in Gesundheit und Soziales EBA,Fläsch (GR)
10,2,Weinimport Scherer & Bühler AG,2018,Augenoptiker/in EFZ,Meggen (LU)
11,1,Coop Genossenschaft,2018,Automatiker/in EFZ,Pratteln (BL)
12,2,Places libres à consulter sur lien URL ci-dessous,2018,Automatikmonteur/in EFZ,Sitten (VS (fr))
