,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Metzgerei Fässler,2019,Abdichter/in EFZ,Appenzell (AI)
1,1,appenzeller fleisch und feinkost ag,2019,Abdichtungspraktiker/in EBA,Appenzell Steinegg (AI)
2,1,Breitenmoser Fleischspezialitäten AG,2019,Agrarpraktiker/in EBA,Appenzell Steinegg (AI)
3,1,Roland Diethelm,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Balgach (SG)
4,1,LebensART Bärau,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Bärau (BE)
5,2,Micarna SA,2018,Agrarpraktiker/in (Weinbereitung) EBA,Bazenheid (SG)
6,1,Remo Sprenger,2018,Anlagen- und Apparatebauer/in EFZ,Berg TG (TG)
7,1,PRADA ALIMENTARI SA,2018,Anlagenführer/in EFZ,Bioggio (TI)
8,1,Steiner Fleischspezialitäten AG,2018,Architekturmodellbauer/in EFZ,Birmensdorf ZH (ZH)
9,1,Boucherie Bovier,2018,Assistent/in Gesundheit und Soziales EBA,Bouveret (VS (fr))
10,1,Metzgerei Schmed AG,2019,Augenoptiker/in EFZ,Breil/Brigels (GR)
11,1,Micarna SA,2018,Automatiker/in EFZ,Courtepin (FR)
12,1,Hugo Willimann AG,2018,Automatikmonteur/in EFZ,Dagmersellen (LU)
13,1,Dorfmetzg Schnidrig GmbH,2018,Automobil-Assistent/in EBA,Einsiedeln (SZ)
14,2,Metzgerei Würmli AG,2018,Automobil-Fachmann/-frau EFZ,Elgg (ZH)
15,1,Kern Metzgerei AG,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Ennenda (GL)
16,1,Holzen Fleisch GmbH,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Ennetbürgen (NW)
17,1,Metzgerei Stalder GmbH,2018,Automobil-Mechatroniker/in EFZ,Ennetbürgen (NW)
18,1,Metzgerei Zimmermann AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Gelterkinden (BL)
19,2,Metzgerei Würmli AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Gundetswil (ZH)
20,1,Wiprächtiger AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Hergiswil b. Willisau (LU)
21,1,Hans Friedli,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Kappel SO (SO)
22,1,Sandmeier Fleisch und Feinkost AG,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Kölliken (AG)
23,1,Metzgerei Spiess GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Lenzerheide/Lai (GR)
