,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Kühnis Optik Appenzell AG,2019,Abdichter/in EFZ,Appenzell (AI)
1,2,Fielmann AG,2019,Abdichtungspraktiker/in EBA,Bern (BE)
2,2,Fielmann AG,2019,Agrarpraktiker/in EBA,Biel/Bienne (BE)
3,1,Spörri Optik AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Biel/Bienne (BE)
4,1,Fielmann AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Burgdorf (BE)
5,1,NUOVA VISUALE,2018,Agrarpraktiker/in (Weinbereitung) EBA,Chiasso (TI)
6,2,Fielmann AG,2019,Anlagen- und Apparatebauer/in EFZ,Chur (GR)
7,1,Optik Rüfenacht GmbH,2019,Anlagenführer/in EFZ,Chur (GR)
8,1,Adler Optik & Akustik GmbH,2018,Architekturmodellbauer/in EFZ,Herisau (AR)
9,1,Caveng Optik,2019,Assistent/in Gesundheit und Soziales EBA,Ilanz (GR)
10,1,Brillen Paradies AG,2018,Augenoptiker/in EFZ,Kriens (LU)
11,1,Fielmann AG,2019,Automatiker/in EFZ,Langenthal (BE)
12,2,Fielmann AG,2018,Automatikmonteur/in EFZ,Luzern (LU)
13,1,Muri & Peter Optik AG,2018,Automobil-Assistent/in EBA,Luzern (LU)
14,1,Visilab Luzern,2018,Automobil-Fachmann/-frau EFZ,Luzern (LU)
15,1,Espace Optique SA,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Montreux (VD)
16,1,Marc-Etienne Berdoz SA - Berdoz Optic,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Nyon (VD)
17,1,Visilab Zugerland AG,2019,Automobil-Mechatroniker/in EFZ,Steinhausen (ZG)
18,1,Fielmann AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Thun (BE)
19,1,Optik Thoma AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Thun (BE)
20,1,Paratte Optique SA,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Tramelan (BE)
21,1,Brillen Kündig AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Unterägeri (ZG)
22,1,Jeanmonod SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Vallorbe (VD)
23,2,Fielmann AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Zug (ZG)
24,1,Niederer Optik,2018,Baumaschinenmechaniker/in EFZ,Zürich (ZH)
25,4,W. Althaus AG,2019,Baupraktiker/in EBA,Aarwangen (BE)
26,1,login Berufsbildung AG,2019,Bauwerktrenner/in EFZ,Altdorf UR (UR)
27,1,Rittmeyer AG,2019,Bekleidungsgestalter/in EFZ,Baar (ZG)
28,2,CBRE GWS GmbH,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Basel (BS)
29,1,F. Hoffmann-La Roche AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Basel (BS)
30,1,IWB Industrielle Werke Basel,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Basel (BS)
31,1,login Berufsbildung AG,2018,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Basel (BS)
32,2,Novartis Pharma AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Basel (BS)
33,1,Lüber GmbH,2018,Bekleidungsnäher/in EBA,Bazenheid (SG)
34,1,a.b.c. Elektrotechnik AG,2019,Betonwerker/in EFZ,Belp (BE)
35,1,login Berufsbildung AG,2019,Boden-Parkettleger/in EFZ,Bern (BE)
36,1,login Berufsbildung AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Bern (BE)
37,2,CSL Behring AG,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Bern 22 (BE)
38,1,login Berufsbildung AG,2019,Bootbauer/in EFZ,Biel/Bienne (BE)
39,1,Securiton AG,2018,Bootfachwart/in EFZ,Birsfelden (BL)
40,1,Hamilton Bonaduz AG,2019,Buchhändler/in EFZ,Bonaduz (GR)
41,1,login Berufsbildung AG,2019,Büchsenmacher/in EFZ,Bönigen b. Interlaken (BE)
42,1,Polytab SA,2018,Bühnentänzer/in EFZ,Boudry (NE)
43,2,ASIC Robotics AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Burgdorf (BE)
44,1,login Berufsbildung AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Burgdorf (BE)
45,1,SAPA Prodotti Plastici Sagl,2019,Büroassistent/in EBA,Campocologno (GR)
46,1,Heineken Switzerland AG,2019,Carrosserielackierer/in EFZ,Chur (GR)
47,1,Schocher + Rüegg AG,2019,Carrosseriespengler/in EFZ,Chur (GR)
48,1,SWISS PV AG,2018,Chemie- und Pharmapraktiker/in EBA,Deitingen (SO)
49,1,EMS-CHEMIE AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Domat/Ems (GR)
50,1,Wago Contact SA,2018,Coiffeur/-euse EBA,Domdidier (FR)
51,1,Albula-Landwasser Kraftwerke AG,2019,Coiffeur/-euse EFZ,Filisur (GR)
52,1,PASTA PREMIUM AG,2018,Dachdecker/in EFZ,Frauenfeld (TG)
53,1,login Berufsbildung AG,2019,Dachdeckerpraktiker/in EBA,Frutigen (BE)
54,1,Soprem Automation AG,2018,Dekorationsnäher/in EBA,Grenchen (SO)
55,1,Haco AG,2019,Dentalassistent/in EFZ,Gümligen (BE)
56,1,Paxmatic AG,2019,Detailhandelsassistent/in EBA,Haldenstein (GR)
57,1,libs,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Heerbrugg (SG)
58,1,Fischer AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Herzogenbuchsee (BE)
59,2,PFIFFNER Messwandler AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Hirschthal (AG)
60,1,Kraftwerke Oberhasli AG,2019,Detailhandelsassistent/in (Do-it-yourself) EBA,Innertkirchen (BE)
61,1,Zahner Electronic AG,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Kaltbrunn (SG)
62,1,Hans Baumann AG,2019,Detailhandelsassistent/in (Elektrofach) EBA,Kappelen (BE)
63,1,Küffer Elektro-Technik AG,2019,Detailhandelsassistent/in (Farben) EBA,Kirchberg BE (BE)
64,1,Louis Stuber AG,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Kirchberg BE (BE)
65,1,D. Fallegger Elektro-Tableaux AG,2018,Detailhandelsassistent/in (Flower) EBA,Kriens (LU)
66,1,ATP Hydraulik AG,2018,Detailhandelsassistent/in (Garden) EBA,Küssnacht am Rigi (SZ)
67,1,Durrer Spezialmaschinen AG,2018,Detailhandelsassistent/in (Haushalt) EBA,Küssnacht am Rigi (SZ)
68,1,LCA Automation AG,2018,Detailhandelsassistent/in (Kiosk) EBA,Küssnacht am Rigi (SZ)
69,1,Kürzi J. AG,2018,Detailhandelsassistent/in (Landi) EBA,Lachen SZ (SZ)
70,1,login Berufsbildung AG,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Landquart (GR)
71,5,azm Ausbildungszentrum Mittelland,2019,Detailhandelsassistent/in (Möbel) EBA,Langenthal (BE)
72,1,Grundschule Metall,2018,Detailhandelsassistent/in (Musikinstrumente) EBA,Liestal (BL)
73,1,Volta AG,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Luzern (LU)
74,2,Hydro Exploitation SA,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Martigny (VS (fr))
75,1,Hunstman Advanced Materials,2018,Detailhandelsassistent/in (Papeterie) EBA,Monthey 1 (VS (fr))
76,1,INSYS Industriesysteme AG,2019,Detailhandelsassistent/in (Parfumerie) EBA,Münsingen (BE)
77,1,Hidrostal AG,2018,Detailhandelsassistent/in (Post) EBA,Neunkirch (SH)
78,2,GF Machining Solutions,2019,Detailhandelsassistent/in (Schuhe) EBA,Nidau (BE)
79,2,Bystronic Laser AG,2019,Detailhandelsassistent/in (Spielwaren) EBA,Niederönz (BE)
80,3,GE Grid (Switzerland) GmbH,2018,Detailhandelsassistent/in (Sportartikel) EBA,Oberentfelden (AG)
81,2,Lehrbetriebsverbund Siemens Schweiz AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Ostermundigen (BE)
82,1,Repower AG,2019,Detailhandelsassistent/in (Textil) EBA,Poschiavo (GR)
83,1,J. Schneeberger Maschinen AG,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Roggwil BE (BE)
84,1,Sisag,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Schattdorf (UR)
85,2,Gebrüder Meier AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Schüpfen (BE)
86,2,Gilgen Door Systems AG,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Schwarzenburg (BE)
87,1,Grünig-Interscreen AG,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Schwarzenburg (BE)
88,1,Ypsomed AG,2018,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Solothurn (SO)
89,1,login Berufsbildung AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Spiez (BE)
90,1,L. KELLENBERGER & Co. AG,2018,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,St. Gallen (SG)
91,1,Constellium Valais SA,2018,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Steg VS (VS (de))
92,1,BMS Sulmatic AG,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Sulgen (TG)
93,1,Kipfer & Pekeler GmbH,2018,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Sursee (LU)
94,3,Fritz Studer AG,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Thun (BE)
