,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Bunorm AG,2019,Abdichter/in EFZ,Aarwangen (BE)
1,1,AZI Anlagenbau AG,2019,Abdichtungspraktiker/in EBA,Altdorf UR (UR)
2,1,Pfisterer Ixosil AG,2019,Agrarpraktiker/in EBA,Altdorf UR (UR)
3,1,Lindenberg Technics AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Altendorf (SZ)
4,1,Transver AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Altendorf (SZ)
5,1,RAU Regionales Ausbildungszentrum Au,2018,Agrarpraktiker/in (Weinbereitung) EBA,Au ZH (ZH)
6,1,HAKAMA AG,2018,Anlagen- und Apparatebauer/in EFZ,Bättwil (SO)
7,3,BBZ Biel-Bienne,2019,Anlagenführer/in EFZ,Biel/Bienne (BE)
8,3,Hamilton Bonaduz AG,2019,Architekturmodellbauer/in EFZ,Bonaduz (GR)
9,1,IMD AG,2019,Assistent/in Gesundheit und Soziales EBA,Brügg BE (BE)
10,1,Aebi & Co. AG,2019,Augenoptiker/in EFZ,Burgdorf (BE)
11,2,RONDO Burgdorf AG,2019,Automatiker/in EFZ,Burgdorf (BE)
12,3,Ypsomed AG,2019,Automatikmonteur/in EFZ,Burgdorf (BE)
13,1,Polycontact AG,2019,Automobil-Assistent/in EBA,Chur (GR)
14,1,Willemin - Macodel S.A.,2018,Automobil-Fachmann/-frau EFZ,Delsberg (JU)
15,2,EMS-CHEMIE AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Domat/Ems (GR)
16,1,Zaugg AG Eggiwil,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Eggiwil (BE)
17,1,RUAG Schweiz AG,2018,Automobil-Mechatroniker/in EFZ,Emmen (LU)
18,1,Büchler Reinli + Spitzli AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Flawil (SG)
19,1,PAMAG Engineering AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Flums (SG)
20,1,Letrona AG,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Friltschen (TG)
21,1,Wandfluh AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Frutigen (BE)
22,1,Gritec AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Grüsch (GR)
23,1,Paxmatic AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Haldenstein (GR)
24,2,Huber + Suhner AG,2018,Baumaschinenmechaniker/in EFZ,Herisau (AR)
25,2,Metrohm AG,2018,Baupraktiker/in EBA,Herisau (AR)
26,1,RICO-Sicherheitstechnik AG,2018,Bauwerktrenner/in EFZ,Herisau (AR)
27,1,Fischer AG,2019,Bekleidungsgestalter/in EFZ,Herzogenbuchsee (BE)
28,1,Seven-Air Gebr. Meyer AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Hitzkirch (LU)
29,1,Kraftwerke Oberhasli AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Innertkirchen (BE)
30,1,CEDES AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Landquart (GR)
31,1,login Berufsbildung AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Landquart (GR)
32,4,azm Ausbildungszentrum Mittelland,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Langenthal (BE)
33,1,Güdel AG,2019,Bekleidungsnäher/in EBA,Langenthal (BE)
34,1,KASAG Swiss AG,2019,Betonwerker/in EFZ,Langnau im Emmental (BE)
35,1,Martin Brunner GmbH,2019,Boden-Parkettleger/in EFZ,Lauterbrunnen (BE)
36,1,Comadur SA,2018,Boden-Parkettleger/in (Parkett) EFZ,Le Locle (NE)
37,1,Grundschule Metall,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Liestal (BL)
38,1,KMU Lehrbetriebsverbund AG,2018,Bootbauer/in EFZ,Liestal (BL)
39,1,GWF MessSysteme AG,2018,Bootfachwart/in EFZ,Luzern (LU)
40,1,Feintool Technologie AG,2019,Buchhändler/in EFZ,Lyss (BE)
41,1,Osterwalder AG,2019,Büchsenmacher/in EFZ,Lyss (BE)
42,1,BIKO Engineering AG,2019,Bühnentänzer/in EFZ,Lyssach (BE)
43,1,INSYS Industriesysteme AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Münsingen (BE)
44,1,Bucher Hydraulics AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Neuheim (ZG)
45,1,Alpha Elektrotechnik AG,2019,Büroassistent/in EBA,Nidau (BE)
46,1,GF Machining Solutions,2019,Carrosserielackierer/in EFZ,Nidau (BE)
47,2,Bystronic Laser AG,2019,Carrosseriespengler/in EFZ,Niederönz (BE)
48,1,BEMRC,2018,Chemie- und Pharmapraktiker/in EBA,Noës (VS (fr))
49,1,PRECICAST SA,2018,Chemie- und Pharmatechnologe/-login EFZ,Novazzano (TI)
50,1,Buss AG,2018,Coiffeur/-euse EBA,Pratteln (BL)
51,1,Schneeberger AG,2019,Coiffeur/-euse EFZ,Roggwil BE (BE)
52,3,Roche Diagnostics International AG,2019,Dachdecker/in EFZ,Rotkreuz (ZG)
53,1,imperia systems ag,2018,Dachdeckerpraktiker/in EBA,Schöftland (AG)
54,2,Gilgen Door Systems AG,2019,Dekorationsnäher/in EBA,Schwarzenburg (BE)
55,1,Emil Gisler AG,2019,Dentalassistent/in EFZ,Seedorf UR (UR)
56,1,Three-Tec GmbH,2018,Detailhandelsassistent/in EBA,Seon (AG)
57,1,L. KELLENBERGER & Co. AG,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,St. Gallen (SG)
58,2,Rychiger AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Steffisburg (BE)
59,1,Constellium Valais SA,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Steg VS (VS (de))
60,1,FOSTAG Formenbau AG,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Stein am Rhein (SH)
61,1,Besi Switzerland AG,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Steinhausen (ZG)
62,1,KNF Flodos AG,2018,Detailhandelsassistent/in (Elektrofach) EBA,Sursee (LU)
63,4,Fritz Studer AG,2019,Detailhandelsassistent/in (Farben) EBA,Thun (BE)
64,1,Primaform AG,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Thun (BE)
65,1,RUAG Ammotec AG,2019,Detailhandelsassistent/in (Flower) EBA,Thun (BE)
66,1,Kessler Werkzeugbau AG,2018,Detailhandelsassistent/in (Garden) EBA,Trasadingen (SH)
67,1,Bizerba Busch AG,2019,Detailhandelsassistent/in (Haushalt) EBA,Trimmis (GR)
68,1,Garaventa AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Uetendorf (BE)
69,1,Rotor Lips AG,2019,Detailhandelsassistent/in (Landi) EBA,Uetendorf (BE)
70,1,K.R. Pfiffner AG,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Utzenstorf (BE)
71,1,Beco Précision Sàrl,2018,Detailhandelsassistent/in (Möbel) EBA,Vallorbe (VD)
72,1,WALSER+CO.AG,2018,Detailhandelsassistent/in (Musikinstrumente) EBA,Wald AR (AR)
73,1,Adrian Michel AG,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Walde AG (AG)
74,1,PB SWISS TOOLS AG,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Wasen im Emmental (BE)
75,1,Thermoplan AG,2018,Detailhandelsassistent/in (Papeterie) EBA,Weggis (LU)
76,3,Maschinenfabrik Rieter AG,2018,Detailhandelsassistent/in (Parfumerie) EBA,Winterthur (ZH)
