,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,2,OMEGA SA,2019,Abdichter/in EFZ,Biel/Bienne (BE)
1,2,ETA SA Manufacture Horlogère Suisse,2018,Abdichtungspraktiker/in EBA,Grenchen (SO)
2,1,Compagnie des Montres Longines Francillon SA,2019,Agrarpraktiker/in EBA,St-Imier (BE)
3,14,CFP Biel-Bienne,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Biel/Bienne (BE)
4,1,OMEGA SA,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Biel/Bienne (BE)
5,1,THE SWATCH GROUP ASSEMBLY SA,2018,Agrarpraktiker/in (Weinbereitung) EBA,Genestrerio (TI)
6,1,Rado Watch Co. Ltd,2019,Anlagen- und Apparatebauer/in EFZ,Lengnau BE (BE)
7,1,Grovana Uhrenfabrik AG,2018,Anlagenführer/in EFZ,Tenniken (BL)
8,1,Barmelweid Gruppe AG,2018,Architekturmodellbauer/in EFZ,Barmelweid (AG)
9,1,Lernstatt Känguruh,2019,Assistent/in Gesundheit und Soziales EBA,Chur (GR)
10,1,Terza IFM,2019,Augenoptiker/in EFZ,Chur (GR)
11,1,Stiftung Säntisblick,2018,Automatiker/in EFZ,Degersheim (SG)
12,1,Kantonale Verwaltung Appenzell A.Rh.,2018,Automatikmonteur/in EFZ,Heiden (AR)
13,1,Stiftung Regionales Arbeitszentrum (RAZ),2019,Automobil-Assistent/in EBA,Herzogenbuchsee (BE)
14,1,Stiftung Alpbach,2019,Automobil-Fachmann/-frau EFZ,Meiringen (BE)
15,1,HTR Hauswart Team Rüti,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Rüti ZH (ZH)
16,1,Schulheim Scharans,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Scharans (GR)
17,2,Casa Depuoz,2019,Automobil-Mechatroniker/in EFZ,Trun (GR)
18,2,Oeko Service GmbH,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Zürich (ZH)
19,1,Stagelight AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Herisau (AR)
