,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Création Baumann AG,2019,Abdichter/in EFZ,Langenthal (BE)
1,1,Jenny Fabrics AG,2018,Abdichtungspraktiker/in EBA,Niederurnen (GL)
2,1,G. Bopp + Co. AG,2018,Agrarpraktiker/in EBA,Wolfhalden (AR)
3,1,Sefar AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Heiden (AR)
4,1,Création Baumann AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Langenthal (BE)
5,1,Lantal Textiles AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Langenthal (BE)
6,1,Heimbach Switzerland AG,2018,Anlagen- und Apparatebauer/in EFZ,Olten (SO)
7,2,Sefar AG,2018,Anlagenführer/in EFZ,Thal (SG)
8,1,TTS Inova AG,2018,Architekturmodellbauer/in EFZ,Thayngen (SH)
9,2,Maschinenfabrik Rieter AG,2018,Assistent/in Gesundheit und Soziales EBA,Winterthur (ZH)
10,2,Sefar AG,2018,Augenoptiker/in EFZ,Wolfhalden (AR)
11,2,Sefar AG,2018,Automatiker/in EFZ,Heiden (AR)
12,1,Cilander AG,2018,Automatikmonteur/in EFZ,Herisau (AR)
13,1,Création Baumann AG,2019,Automobil-Assistent/in EBA,Langenthal (BE)
