,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Rudolf Unternährer Schreinerei GmbH,2018,Abdichter/in EFZ,Adligenswil (LU)
1,1,Schmidiger AG,2019,Abdichtungspraktiker/in EBA,Baar (ZG)
2,1,Heinrich Vetsch AG,2018,Agrarpraktiker/in EBA,Grabs (SG)
3,2,Huber Fenster AG,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Herisau (AR)
4,1,4B AG,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Hochdorf (LU)
5,1,Schmid Fenster Manufaktur,2018,Agrarpraktiker/in (Weinbereitung) EBA,Lustmühle (AR)
6,1,Zaugg Schliesstechnik AG,2018,Anlagen- und Apparatebauer/in EFZ,Luzern (LU)
7,1,Fenster Sulser AG,2018,Anlagenführer/in EFZ,Mels (SG)
8,2,Scherer AG Pfäffikon,2018,Architekturmodellbauer/in EFZ,Pfäffikon ZH (ZH)
9,1,Habermacher,2018,Assistent/in Gesundheit und Soziales EBA,Rickenbach LU (LU)
10,1,RWD Schlatter AG,2018,Augenoptiker/in EFZ,Roggwil TG (TG)
11,1,Schreinerei-Zimmerei Hildebrand,2018,Automatiker/in EFZ,Sulgen (TG)
12,1,Gawo Gasser AG,2018,Automatikmonteur/in EFZ,Wolhusen (LU)
13,1,Rudolf Unternährer Schreinerei GmbH,2018,Automobil-Assistent/in EBA,Adligenswil (LU)
14,2,Amschwand AG / A. Britschgi AG,2018,Automobil-Fachmann/-frau EFZ,Alpnach Dorf (OW)
15,1,RHYBOOT WYDEN,2018,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Balgach (SG)
16,1,WTB Werkstatt Team Bubikon,2018,Automobil-Fachmann/-frau (Personenwagen) EFZ,Bubikon (ZH)
17,1,EDU Montagen GmbH,2018,Automobil-Mechatroniker/in EFZ,Buchs SG (SG)
18,2,Elbau Küchen AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bühler (AR)
19,1,Menuiserie Bertholet Jean-François,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Bussigny (VD)
