,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,Müller Aarberg AG,2019,Abdichter/in EFZ,Aarberg (BE)
1,1,CAS Architektur AG,2019,Abdichtungspraktiker/in EBA,Altdorf UR (UR)
2,2,G&A Architekten AG,2019,Agrarpraktiker/in EBA,Altdorf UR (UR)
3,1,KELLENBERGER ARCHITEKTUR GMBH,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Appenzell (AI)
4,1,aardeplan AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Baar (ZG)
5,1,Luigi Laffranchi,2019,Agrarpraktiker/in (Weinbereitung) EBA,Baar (ZG)
6,1,Röck Baggenstos Architekten AG,2019,Anlagen- und Apparatebauer/in EFZ,Baar (ZG)
7,1,Aebi & Vincent Architekten SIA AG,2019,Anlagenführer/in EFZ,Bern (BE)
8,1,planrand architekten GmbH,2019,Architekturmodellbauer/in EFZ,Bern (BE)
9,1,reinhardpartner,2019,Assistent/in Gesundheit und Soziales EBA,Bern (BE)
10,1,Weiss + Kaltenrieder AG,2019,Augenoptiker/in EFZ,Bern (BE)
11,1,WFSZ Architekten AG,2019,Automatiker/in EFZ,Bern (BE)
12,1,SAJ Architekten AG,2019,Automatikmonteur/in EFZ,Bern 14 (BE)
13,1,Bürgi Schärer,2019,Automobil-Assistent/in EBA,Bern 22 (BE)
14,1,FH Architektur AG,2019,Automobil-Fachmann/-frau EFZ,Bever (GR)
15,1,GLS Architekten AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Biel/Bienne (BE)
16,1,strässler architektur ag,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Biel/Bienne (BE)
17,1,Udro,2019,Automobil-Mechatroniker/in EFZ,Biel/Bienne (BE)
18,1,Giubbini Architekten ETH SIA AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Chur (GR)
19,1,Ritter Schumacher AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Chur (GR)
20,1,Werkgruppe für Architektur,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Chur (GR)
21,1,Baulink AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Davos Platz (GR)
22,1,Sosio + Partner AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Domat/Ems (GR)
23,1,GLB Emmental,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Emmenmatt (BE)
24,1,J.B. architecture et réalisation Sàrl,2018,Baumaschinenmechaniker/in EFZ,Epalinges (VD)
25,1,Marcus Gross & Werner Rüegg,2019,Baupraktiker/in EBA,Flims Waldhaus (GR)
26,1,Baurealit GmbH,2018,Bauwerktrenner/in EFZ,Flühli LU (LU)
27,1,Atelier Peter Zumthor & Partner AG,2019,Bekleidungsgestalter/in EFZ,Haldenstein (GR)
