,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,1,H. Bachmann AG,2018,Abdichter/in EFZ,Aadorf (TG)
1,1,Implenia Schweiz AG,2018,Abdichtungspraktiker/in EBA,Aarau (AG)
2,2,Müller Aarberg AG,2019,Agrarpraktiker/in EBA,Aarberg (BE)
3,1,Membrez Laurent SA,2018,Agrarpraktiker/in (Landwirtschaft) EBA,Aclens (VD)
4,1,Marcel Stampfli,2018,Agrarpraktiker/in (Spezialkulturen) EBA,Aedermannsdorf (SO)
5,1,Hofmann und Fisch Bauunternehmung GmbH,2018,Agrarpraktiker/in (Weinbereitung) EBA,Affeltrangen (TG)
6,1,Leuthard Bau AG,2018,Anlagen- und Apparatebauer/in EFZ,Affoltern am Albis (ZH)
7,1,Bürgi AG,2018,Anlagenführer/in EFZ,Alpnach Dorf (OW)
8,1,Schällibaum Bau AG,2018,Architekturmodellbauer/in EFZ,Alt St. Johann (SG)
9,1,Affentranger Bau AG,2018,Assistent/in Gesundheit und Soziales EBA,Altbüron (LU)
10,1,Contartese AG,2018,Augenoptiker/in EFZ,Amriswil (TG)
11,1,C. Vanoli AG Amsteg,2019,Automatiker/in EFZ,Amsteg (UR)
12,1,Bauunternehmung Werner Vicini AG,2019,Automatikmonteur/in EFZ,Appenzell (AI)
13,2,"Sutter AG, Appenzell",2019,Automobil-Assistent/in EBA,Appenzell (AI)
14,1,Emil Hörler AG,2019,Automobil-Fachmann/-frau EFZ,Appenzell Meistersrüte (AI)
15,1,Fedi impraisa da fabrica SA,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Ardez (GR)
16,1,Impraisa da fabrica Thomas SA,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Ardez (GR)
17,1,Impresa Bogana Francesco Sagl,2019,Automobil-Mechatroniker/in EFZ,Arvigo (GR)
18,3,Ernst Frey AG,2018,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Augst BL (BL)
19,2,KIENER Bau AG,2018,Automobil-Mechatroniker/in (Personenwagen) EFZ,Baldegg (LU)
20,1,Huldi Bauunternehmung,2018,Bäcker/in-Konditor/in-Confiseur/in EBA,Balterswil (TG)
21,1,Hermann Rütimann AG,2018,Bäcker/in-Konditor/in-Confiseur/in EFZ,Basadingen (TG)
22,3,Wirz AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bern (BE)
23,1,Walter Hofer,2018,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Beromünster (LU)
24,2,Beat Meier Bau AG,2018,Baumaschinenmechaniker/in EFZ,Bettwiesen (TG)
25,1,Echenard SA,2018,Baupraktiker/in EBA,Bex (VD)
26,1,De Luca AG,2019,Bauwerktrenner/in EFZ,Biel/Bienne (BE)
27,3,Feldmann Bau AG Bilten,2018,Bekleidungsgestalter/in EFZ,Bilten (GL)
28,3,Toneatti AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Bilten (GL)
29,1,Coquoz Constructions SA,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Bossonnens (FR)
30,1,Bauunternehmung,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Brig (VS (de))
31,1,StreuleBau AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Brülisau (AI)
32,1,Wilhelm Büchel AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Buchs SG (SG)
33,1,Schwendener AG,2018,Bekleidungsnäher/in EBA,Buchs SG 1 (SG)
34,1,HP. Tschirren Bau AG,2018,Betonwerker/in EFZ,Buchs ZH (ZH)
35,1,Achermann AG,2018,Boden-Parkettleger/in EFZ,Buochs (NW)
36,1,Riva AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Buochs (NW)
37,1,STUTZ AG Frauenfeld,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Bürglen TG (TG)
38,1,Baumann Epp Bau AG,2019,Bootbauer/in EFZ,Bürglen UR (UR)
39,1,H. Bühlmann Bauunternehmung GmbH,2018,Bootfachwart/in EFZ,Buttisholz (LU)
40,1,Surchat Construction SA,2018,Buchhändler/in EFZ,Châtel-St-Denis (FR)
41,1,Lambelet et Bugnon SA,2018,Büchsenmacher/in EFZ,Chénens (FR)
42,2,Implenia Schweiz AG,2019,Bühnentänzer/in EFZ,Chur (GR)
43,1,Lazzarini AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Chur (GR)
44,2,METTLER PRADER AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Chur (GR)
45,1,Schmidbau Chur AG,2019,Büroassistent/in EBA,Chur (GR)
46,2,Wolf Bau AG,2019,Carrosserielackierer/in EFZ,Chur (GR)
47,1,Entreprise du bâtiment Francioli SA,2018,Carrosseriespengler/in EFZ,Cointrin (GE)
48,1,René Seuret S.A.,2018,Chemie- und Pharmapraktiker/in EBA,Courrendlin (JU)
49,1,Jules Rey Constructions SA,2018,Chemie- und Pharmatechnologe/-login EFZ,Crans-Montana (VS (fr))
50,1,Josef Arnet AG,2018,Coiffeur/-euse EBA,Dagmersellen (LU)
51,1,Niederberger Bau AG,2018,Coiffeur/-euse EFZ,Dallenwil (NW)
52,1,Dahinden + Jost AG,2018,Dachdecker/in EFZ,Dänikon ZH (ZH)
53,1,Bischofberger,2018,Dachdeckerpraktiker/in EBA,Diepoldsau (SG)
54,1,Biffiger AG,2018,Dekorationsnäher/in EBA,Dietikon (ZH)
55,2,Josef Wiederkehr AG,2018,Dentalassistent/in EFZ,Dietikon (ZH)
56,1,Walo Bertschinger AG,2018,Detailhandelsassistent/in EBA,Dietikon (ZH)
57,2,Implenia Schweiz AG,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Dietlikon (ZH)
58,1,Piatti + Bürgin Bau AG,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Dietlikon (ZH)
59,2,Berther Bau und Industrie AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Disentis/Mustér (GR)
60,1,STRABAG AG,2019,Detailhandelsassistent/in (Do-it-yourself) EBA,Disentis/Mustér (GR)
61,1,Bühler Bauunternehmung AG,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Dussnang (TG)
62,1,Forrerbau AG,2018,Detailhandelsassistent/in (Elektrofach) EBA,Ebnat-Kappel (SG)
63,1,Ulrich Hartmann AG,2018,Detailhandelsassistent/in (Farben) EBA,Ebnat-Kappel (SG)
64,1,Martin & Co SA,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Echallens (VD)
65,1,Sepp Bättig Bau AG,2018,Detailhandelsassistent/in (Flower) EBA,Eich (LU)
66,1,Kloster Einsiedeln,2018,Detailhandelsassistent/in (Garden) EBA,Einsiedeln (SZ)
67,1,Weibel Peter GmbH,2018,Detailhandelsassistent/in (Haushalt) EBA,Einsiedeln (SZ)
68,1,Gebr. Albanese AG,2018,Detailhandelsassistent/in (Kiosk) EBA,Elsau (ZH)
69,1,GLB Emmental,2019,Detailhandelsassistent/in (Landi) EBA,Emmenmatt (BE)
70,1,Arnold Feierabend AG,2018,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Engelberg (OW)
71,1,Bürgi AG,2018,Detailhandelsassistent/in (Möbel) EBA,Engelberg (OW)
72,1,Jenny & Co.,2018,Detailhandelsassistent/in (Musikinstrumente) EBA,Ennenda (GL)
73,1,AG Robert Achermann,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Ennetbürgen (NW)
74,1,Arnet Bau AG,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Entlebuch (LU)
75,1,Gianesi + Co.,2018,Detailhandelsassistent/in (Papeterie) EBA,Erlenbach ZH (ZH)
76,2,Albin Borer AG,2018,Detailhandelsassistent/in (Parfumerie) EBA,Erschwil (SO)
77,2,Strabag AG,2019,Detailhandelsassistent/in (Post) EBA,Erstfeld (UR)
78,1,W. Örtig AG,2018,Detailhandelsassistent/in (Schuhe) EBA,Eschenbach SG (SG)
79,1,Gobet Génie Civil SA,2018,Detailhandelsassistent/in (Spielwaren) EBA,Estévenens (FR)
80,1,Zuber Constructions Sàrl,2018,Detailhandelsassistent/in (Sportartikel) EBA,Fahy (JU)
81,1,Casutt AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Falera (GR)
82,1,Hew AG Bauunternehmung,2019,Detailhandelsassistent/in (Textil) EBA,Felsberg (GR)
83,1,Gombau AG,2018,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Fiesch (VS (de))
84,1,WERESA AG,2018,Detailhandelsassistent/in (Zoofachhandel) EBA,Fiesch (VS (de))
85,2,J. Erni AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Flims Dorf (GR)
86,1,Implenia Suisse SA,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Freiburg 5 (FR)
87,1,Estermann AG,2018,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Geuensee (LU)
88,2,W. Schmid AG,2018,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Glattbrugg (ZH)
89,1,Schmid Bautech AG,2018,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Glis (VS (de))
90,1,Gerschwiler AG,2018,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Goldach (SG)
91,2,Bernet Bau AG,2018,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Gommiswald (SG)
92,1,Brigger Bau AG,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Grächen (VS (de))
93,1,Berger Bau AG,2018,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Grenchen (SO)
94,1,Probatech Constructions SA,2018,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Grolley (FR)
